folio,int,idinsert,entidad,munici,locali,sexo,edad,intsel,intsel2,completa,cam00,cam01,cam02,cam03,cam04a,cam04b,cam04c,cam04d,cam04e,cam04f,cam04esp,cam04g,cam05a,cam05b,cam05c,cam05d,cam05e,cam05f,cam05g,cam05esp,cam05h,cam05i,cam06,cam07,cam08,cam09,cam10,cam11,cam12,cam13,TIEMPO_GEN,region_h,code_upm,est_var,ponde_f,h218a,h218b,gp_edad,CHECATE,MIDETE,MUEVETE,Area
10034016207469990031,1,1059035,10,034,0162,2,44,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,3,1,2016/10/04,1,1o06,10001,1083.7453917900257,3,1,2,1,0,1,2
10034016207469990041,1,1059040,10,034,0162,1,40,1,,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,4,3,1,3,2,3,1,2016/10/04,1,1o06,10001,3127.030519670086,2,6,2,0,0,1,2
10034016207469990051,1,1059045,10,034,0162,2,55,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,5,1,3,2,3,1,2016/10/04,1,1o06,10001,700.9930742333123,3,1,2,1,1,1,2
10034016207469990061,2,1059046,10,034,0162,2,43,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,3,3,2,2016/10/04,1,1o06,10001,3251.236175370077,3,1,2,1,1,1,2
10034016207469990071,2,1059060,10,034,0162,2,36,1,10,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,2,4,1,3,2,3,3,2016/10/04,1,1o06,10001,1083.7453917900257,3,1,1,0,0,1,2
10034016207469990081,3,1059067,10,034,0162,1,48,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,4,99,2,1,1,1,2,2016/10/04,1,1o06,10001,3127.030519670086,2,6,2,0,0,0,2
10034016207469990091,1,1059056,10,034,0162,1,31,1,12,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,1,4,1,3,3,3,1,2016/10/04,1,1o06,10001,2671.187139778096,2,6,1,0,1,1,2
10034016207469990101,2,1059075,10,034,0162,2,45,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,2,1,1,3,3,3,1,2016/10/04,1,1o06,10001,3251.236175370077,2,5,2,0,0,1,2
10034016207469990111,1,1059070,10,034,0162,2,29,1,13,1,4,1,4,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,2,1,1,3,2,3,3,2016/10/04,1,1o06,10001,1172.7643302334889,3,1,1,0,0,1,2
10034016207469990121,1,1059074,10,034,0162,2,67,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,1,2016/10/04,1,1o06,10001,427.8150731047761,2,3,3,1,0,1,2
10034016207469990131,2,1059738,10,034,0162,2,30,1,,1,4,1,2,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,4,4,1,3,2,3,1,2016/10/04,1,1o06,10001,3518.292990700467,3,3,1,0,0,1,2
10034016207469990141,2,1059734,10,034,0162,2,26,1,13,1,4,1,4,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,2,1,1,3,2,3,1,2016/10/04,1,1o06,10001,2345.5286604669777,4,3,1,0,0,1,2
10034016207469990151,1,1059743,10,034,0162,2,39,1,,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,3,3,1,2016/10/04,1,1o06,10001,541.8726958950128,3,3,1,1,0,1,2
10034016207469990161,1,1059747,10,034,0162,2,29,1,10,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,1,1,1,3,2,3,2,2016/10/04,1,1o06,10001,1172.7643302334889,4,3,1,0,0,1,2
10034016207469990171,2,1059755,10,034,0162,2,34,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,3,3,1,2016/10/04,1,1o06,10001,2345.5286604669777,3,3,1,1,0,1,2
10034016207469990181,1,1059760,10,034,0162,1,65,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,5,1,1,2,1,2,2016/10/04,1,1o06,10001,1183.9888825928963,2,2,3,0,1,0,2
10034016207469990191,2,1059751,10,034,0162,1,26,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,2,1,2016/10/04,1,1o06,10001,2671.187139778096,3,2,1,0,0,0,2
10034016207469990201,1,1059762,10,034,0162,2,38,1,10,1,4,1,3,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,3,3,2,2016/10/04,1,1o06,10001,541.8726958950128,2,6,1,1,0,1,2
10034016207469990211,2,1059768,10,034,0162,2,39,1,,1,4,1,2,1,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,,0,0,1,3,1,1,3,2,3,3,2016/10/04,1,1o06,10001,1083.7453917900257,3,1,1,1,0,1,2
10034016207469990221,1,1059773,10,034,0162,1,42,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,2,1,2016/10/04,1,1o06,10001,4169.374026226781,2,6,2,0,0,0,2
10034016207469990231,2,1059779,10,034,0162,2,27,1,,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,3,3,1,2016/10/04,1,1o06,10001,2345.5286604669777,3,3,1,1,0,1,2
10034016207469990241,2,1060394,10,034,0162,2,32,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,3,1,2016/10/04,1,1o06,10001,2345.5286604669777,3,3,1,0,0,1,2
10034016207469990251,2,1060371,10,034,0162,2,50,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,3,1,2016/10/04,1,1o06,10001,1401.9861484666246,3,3,2,1,0,1,2
10034016207469990261,1,1060375,10,034,0162,1,28,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,1,2016/10/04,1,1o06,10001,2671.187139778096,3,3,1,1,0,1,2
10034016207469990271,2,1060379,10,034,0162,2,68,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,3,3,2016/10/04,1,1o06,10001,855.6301462095522,2,6,3,1,0,1,2
10034016207469990281,3,1060364,10,034,0162,1,20,1,13,1,4,1,2,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,1,3,2,1,3,3,3,1,2016/10/04,1,1o06,10001,4006.780709667144,10,1,1,1,0,1,2
10034016207469990291,1,1060381,10,034,0162,2,49,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,3,99,99,2,3,3,2016/10/04,1,1o06,10001,1083.7453917900257,3,3,2,0,0,0,2
10034016207469990301,2,1060399,10,034,0162,2,35,1,10,1,4,1,1,2,,,,,,,,,0,0,0,0,0,0,1,FOLLETO EN UN LABORATORIO,0,0,1,3,1,1,3,2,3,3,2016/10/04,1,1o06,10001,1083.7453917900257,3,3,1,1,0,1,2
10034016207469990311,2,1060386,10,034,0162,2,44,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,4,1,3,3,3,1,2016/10/04,1,1o06,10001,1083.7453917900257,3,3,2,1,1,1,2
10034016207469990321,2,1060389,10,034,0162,1,47,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,2,3,2,2016/10/04,1,1o06,10001,2084.6870131133905,2,6,2,0,0,1,2
10034016207469990331,1,1060408,10,034,0162,2,40,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,3,2016/10/04,1,1o06,10001,1625.6180876850385,3,3,2,1,0,1,2
10034016207469990341,1,1060403,10,034,0162,1,52,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,3,3,1,2016/10/04,1,1o06,10001,3847.4461139369273,3,2,2,0,1,1,2
10034016207469990351,2,1060406,10,034,0162,2,55,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,5,1,3,2,3,1,2016/10/04,1,1o06,10001,1401.9861484666246,3,3,2,1,1,1,2
11007009700719990011,2,129955,11,007,0097,2,38,1,12,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,3,4,3,3,3,2,2016/10/04,2,2o07,211,2405.7447712447206,3,3,1,1,0,0,2
11007009700719990021,1,129928,11,007,0097,1,40,1,,1,4,1,2,1,0,0,0,1,0,0,,0,0,1,0,1,0,0,0,,0,0,1,4,1,1,3,2,3,2,2016/10/04,2,2o07,211,3751.2739914261947,3,3,2,0,0,1,2
11007009700719990031,1,129934,11,007,0097,2,32,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,2,3,2,2016/10/04,2,2o07,211,3975.4922213363775,3,3,1,1,0,1,2
11007009700719990041,2,129932,11,007,0097,2,23,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,3,2,2016/10/04,2,2o07,211,3975.4922213363775,2,5,1,1,0,1,2
11007009700719990051,1,129938,11,007,0097,2,44,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,4,1,1,3,2,3,1,2016/10/04,2,2o07,211,1202.8723856223603,2,6,2,0,0,1,2
11007009700719990071,2,1066212,11,007,0097,2,21,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,3,3,3,2016/10/04,2,2o07,211,3975.4922213363775,4,3,1,1,0,1,2
11007009700719990081,1,1066252,11,007,0097,2,33,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,2,3,1,99,2,3,2,2016/10/04,2,2o07,211,1987.7461106681887,9,1,1,0,0,1,2
11007009700719990091,2,1066203,11,007,0097,2,20,1,,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,3,3,1,2016/10/04,2,2o07,211,3975.4922213363775,3,3,1,1,0,1,2
11007009700719990101,2,1066215,11,007,0097,2,38,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,3,2,2016/10/04,2,2o07,211,3608.617156867081,2,6,1,0,0,1,2
11007009700719990111,2,1066741,11,007,0097,2,28,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,3,1,2016/10/04,2,2o07,211,3975.4922213363775,3,3,1,0,0,1,2
11007009700719990121,2,1066739,11,007,0097,2,50,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,3,3,3,2016/10/04,2,2o07,211,2402.357388064134,3,3,2,1,0,1,2
11007009700719990131,1,1066745,11,007,0097,1,43,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,1,2016/10/04,2,2o07,211,3751.2739914261947,3,3,2,1,1,0,2
11007009700719990141,1,1066749,11,007,0097,1,41,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,3,2016/10/04,2,2o07,211,3751.2739914261947,3,3,2,1,0,1,2
11007009700719990151,1,1066754,11,007,0097,1,58,1,,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,4,4,2,2,3,3,2016/10/04,2,2o07,211,3125.1904341102463,2,6,2,0,0,0,2
11007009700719990161,4,1066758,11,007,0097,1,21,1,12,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,2,3,3,1,3,3,3,3,2016/10/04,2,2o07,211,12390.940989362347,6,3,1,1,0,1,2
11007013700719990011,1,129940,11,007,0137,2,77,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,3,1,2016/10/04,2,2o07,211,2155.3382521510944,0,0,3,0,0,1,2
11007013700719990021,1,129942,11,007,0137,1,41,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,3,2,2016/10/04,2,2o07,211,6950.037434529178,7,1,2,1,0,0,2
11007013700719990031,1,129946,11,007,0137,2,74,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,2,99,1,2016/10/04,2,2o07,211,4310.676504302189,2,5,3,0,0,0,2
11007013700719990051,1,129945,11,007,0137,2,56,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,3,1,2016/10/04,2,2o07,211,2225.4404525401847,2,6,2,1,0,1,2
11007013700719990071,3,1066223,11,007,0137,1,21,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,2,3,2,2016/10/04,2,2o07,211,17217.651374294055,10,2,1,0,0,1,2
11007013700719990091,1,1066229,11,007,0137,1,61,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,5,1,1,3,2,3,3,2016/10/04,2,2o07,211,5790.08373068503,3,3,3,0,0,1,2
11007013700719990101,2,1066227,11,007,0137,2,68,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,3,1,1,2016/10/04,2,2o07,211,4310.676504302189,2,3,3,0,1,0,2
11007013700719990131,1,1066766,11,007,0137,1,49,1,13,1,4,2,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,3,1,2016/10/04,2,2o07,211,6950.037434529178,3,3,2,0,1,0,2
11007013700719990141,2,1066763,11,007,0137,2,55,1,,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,2,3,1,2016/10/04,2,2o07,211,6676.321357620554,2,6,2,1,0,1,2
11007013700719990151,2,1066775,11,007,0137,2,51,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,3,3,2,2016/10/04,2,2o07,211,8901.761810160739,2,3,2,1,1,1,2
11007013700719990161,3,1066770,11,007,0137,2,56,1,10,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,3,3,3,2016/10/04,2,2o07,211,6676.321357620554,3,3,2,1,0,1,2
11007041500719990041,1,129949,11,007,0415,1,70,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,2,4,4,1,3,2,1,2016/10/04,2,2o07,211,5292.700865176098,2,6,3,0,1,0,2
11007041500719990051,1,129951,11,007,0415,2,29,1,,1,4,1,1,2,,,,,,,,,0,1,0,1,0,0,0,,0,0,1,3,4,1,3,3,3,1,2016/10/04,2,2o07,211,3335.6260559644466,7,1,1,1,1,1,2
11007041500719990061,3,1066239,11,007,0415,1,38,1,12,1,4,1,4,2,,,,,,,,,1,1,0,0,0,0,0,,0,0,1,3,4,2,3,2,3,2,2016/10/04,2,2o07,211,9442.489059623962,2,6,1,1,0,0,2
11007041500719990071,1,1066237,11,007,0415,2,55,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,2,3,3,2016/10/04,2,2o07,211,2015.6915051569877,3,3,2,1,0,1,2
11007041500719990081,1,1066233,11,007,0415,1,54,1,,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,4,1,3,3,3,1,2016/10/04,2,2o07,211,5244.365256669905,2,3,2,1,1,1,2
11007041500719990101,2,1066242,11,007,0415,2,30,1,10,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,2,1,1,3,2,3,3,2016/10/04,2,2o07,211,6671.252111928893,3,3,1,0,0,1,2
11007041500719990121,2,1066791,11,007,0415,2,41,1,,1,4,1,4,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,3,4,1,3,3,3,1,2016/10/04,2,2o07,211,4037.067359808138,3,3,2,1,1,1,2
11007041500719990131,1,1066782,11,007,0415,1,37,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,2,3,2,2016/10/04,2,2o07,211,6294.992706415975,3,3,1,1,0,1,2
11007041500719990141,3,1066787,11,007,0415,2,25,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/04,2,2o07,211,10006.878167893341,2,6,1,0,0,0,2
11007041500719990151,1,1066786,11,007,0415,2,58,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,2,3,3,2016/10/04,2,2o07,211,2015.6915051569877,2,4,2,1,0,1,2
11007041500719990161,1,1066779,11,007,0415,1,53,1,,1,4,1,4,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,2,2,3,1,2016/10/04,2,2o07,211,7866.547885004858,0,0,2,0,0,1,2
11009000100610060021,3,1066294,11,009,0001,1,20,1,10,1,4,1,2,2,,,,,,,,,1,1,0,0,0,0,0,,0,0,1,2,1,1,2,1,3,2,2016/10/04,2,2o41,221,12783.784409490234,10,2,1,0,0,1,1
11009000100610060061,1,1066325,11,009,0001,1,64,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,2,2016/10/04,2,2o41,221,5619.9895465488235,2,3,3,1,0,1,1
11009000100610060101,4,1066382,11,009,0001,2,24,1,12,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,2,3,3,1,3,2,3,2,2016/10/04,2,2o41,221,9647.29463343741,10,5,1,1,0,1,1
11009000100610060131,9,1066316,11,009,0001,2,29,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,2,2016/10/04,2,2o41,221,9647.29463343741,3,3,1,0,0,1,1
11009000100610060171,3,1066308,11,009,0001,1,33,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,2,3,2,2016/10/04,2,2o41,221,12783.784409490234,3,3,1,1,0,1,1
11009000100610060201,4,1066311,11,009,0001,2,32,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,1,CENTRO DE SALUD,0,0,2,3,1,1,3,2,3,2,2016/10/04,2,2o41,221,9647.29463343741,10,5,1,1,0,1,1
11009000100610130081,1,1066290,11,009,0001,1,44,1,10,1,4,1,2,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,2,3,1,2016/10/04,2,2o41,221,23588.870328737623,10,5,2,1,0,1,1
11009000100610130411,2,1066299,11,009,0001,2,41,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,3,3,2016/10/04,2,2o41,221,8202.728869263028,0,0,2,0,0,0,1
11009000100610130741,2,1066302,11,009,0001,2,38,1,14,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,2,3,1,2016/10/04,2,2o41,221,12304.09330389454,4,3,1,1,0,1,1
11009000100610131061,2,1066284,11,009,0001,2,48,1,10,1,4,1,2,1,0,0,0,0,0,1,CONSULTORIO PRIVADO,0,0,0,0,0,0,0,0,,1,0,1,3,1,1,3,3,2,1,2016/10/04,2,2o41,221,12304.09330389454,3,3,2,1,0,0,1
11009000100610190061,1,1066870,11,009,0001,1,43,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,2,3,2,2016/10/04,2,2o41,221,28165.451981784765,3,3,2,1,0,1,1
11009000100610190101,1,1066854,11,009,0001,1,46,1,,1,4,1,4,2,,,,,,,,,1,1,0,0,0,0,0,,0,0,1,3,4,1,2,3,3,1,2016/10/04,2,2o41,221,9388.483993928256,2,1,2,0,1,1,1
11009000100610190141,2,1066856,11,009,0001,2,31,1,10,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,3,1,3,2,3,3,2016/10/04,2,2o41,221,12623.453500746207,3,3,1,1,0,1,1
11009000100610190171,2,1066862,11,009,0001,2,54,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,2,2,3,1,2016/10/04,2,2o41,221,6789.929549413691,2,2,2,0,0,1,1
11009000100610190211,2,1066866,11,009,0001,2,30,1,10,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,3,3,2,2016/10/04,2,2o41,221,5049.381400298483,2,6,1,1,0,1,1
11009000100610190251,3,1066877,11,009,0001,1,42,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,2,3,3,2016/10/04,2,2o41,221,14082.725990892382,2,6,2,0,0,1,1
11009000100610280041,1,1066831,11,009,0001,1,30,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,3,3,2,2016/10/04,2,2o41,221,12607.965432309842,3,3,1,1,0,1,1
11009000100610280131,2,1066834,11,009,0001,2,28,1,,1,4,1,1,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,1,1,3,2,3,3,2016/10/04,2,2o41,221,10703.939266123349,3,3,1,1,0,1,1
11009000100610280221,2,1066849,11,009,0001,2,53,1,13,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,3,3,2016/10/04,2,2o41,221,6397.174690559051,2,6,2,0,0,1,1
11009000100610280391,1,1066930,11,009,0001,1,69,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,99,99,99,99,99,99,2016/10/04,2,2o41,221,3740.0970808020293,0,0,3,0,0,0,1
11009000100610280571,2,1066839,11,009,0001,2,37,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,4,1,3,1,3,3,2016/10/04,2,2o41,221,4613.82252706475,3,3,1,1,0,1,1
11009000100610410031,1,129987,11,009,0001,2,50,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,3,1,2016/10/04,2,2o41,221,4360.99287261526,0,0,2,0,0,1,1
11009000100610410091,1,129991,11,009,0001,2,26,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,3,2016/10/04,2,2o41,221,2432.313487669308,3,3,1,1,0,1,1
11009000100610410141,1,129985,11,009,0001,2,21,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,3,3,1,2016/10/04,2,2o41,221,2432.313487669308,4,2,1,0,1,1,1
11009000100610410191,1,130018,11,009,0001,2,48,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,3,2016/10/04,2,2o41,221,3145.2708624223505,3,3,2,0,0,1,1
11009000100610410251,2,129998,11,009,0001,2,29,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,2,2016/10/04,2,2o41,221,4864.626975338616,3,3,1,1,0,1,1
11009000100610410301,1,130001,11,009,0001,2,29,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,3,3,1,2016/10/04,2,2o41,221,2432.313487669308,2,4,1,0,1,0,1
11009000100610410351,2,129993,11,009,0001,2,56,1,10,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,1,1,1,1,3,99,1,2016/10/04,2,2o41,221,10902.48218153815,2,3,2,0,0,0,1
11009000100610610031,2,130007,11,009,0001,2,23,1,13,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,2,1,1,3,2,3,2,2016/10/04,2,2o41,221,5251.717971616346,4,3,1,0,0,1,1
11009000100610610091,1,130009,11,009,0001,1,38,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,3,1,2016/10/04,2,2o41,221,9764.695159337902,3,3,1,0,0,1,1
11009000100610610141,2,130012,11,009,0001,2,27,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,3,2016/10/04,2,2o41,221,5251.717971616346,2,6,1,0,0,1,1
11009000100610610201,2,130004,11,009,0001,2,24,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,99,3,4,1,3,3,3,2,2016/10/04,2,2o41,221,5251.717971616346,4,3,1,1,1,1,1
11009000100610610251,1,130017,11,009,0001,2,41,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,4,1,3,2,3,2,2016/10/04,2,2o41,221,1697.7741148009522,3,3,2,1,0,1,1
11009000301279990011,1,1066328,11,009,0003,2,48,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,3,3,2,2016/10/04,2,2o01,211,1159.2988915990463,0,0,2,1,1,1,2
11009000301279990021,1,1066364,11,009,0003,1,38,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,3,1,2016/10/04,2,2o01,211,3615.3858317186696,2,3,1,0,0,1,2
11009000301279990031,2,1066358,11,009,0003,2,60,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,3,3,2016/10/04,2,2o01,211,6945.99931920432,0,0,3,0,0,0,2
11009000301279990041,1,1066368,11,009,0003,2,67,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,3,1,2016/10/04,2,2o01,211,2242.3992540455247,0,0,3,1,0,1,2
11009000301279990051,2,1066378,11,009,0003,2,33,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,1,1,2,2016/10/04,2,2o01,211,3831.4818602900505,3,3,1,1,0,0,2
11009000301279990061,2,1066345,11,009,0003,2,54,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,2,3,1,2016/10/04,2,2o01,211,3472.99965960216,3,3,2,1,0,1,2
11009000301279990071,1,1066339,11,009,0003,1,50,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,3,3,3,2016/10/04,2,2o01,211,4517.9727911353775,0,0,2,1,1,1,2
11009000301279990091,1,1066376,11,009,0003,1,28,1,,1,4,1,2,2,,,,,,,,,1,1,0,1,0,0,0,,0,0,1,3,1,1,3,3,3,1,2016/10/04,2,2o01,211,5971.042450776971,2,6,1,1,0,1,2
11009000301279990101,1,1066343,11,009,0003,2,60,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,3,3,3,2016/10/04,2,2o01,211,1157.66655320072,0,0,3,0,1,1,2
11009000301279990111,1,1066350,11,009,0003,1,30,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,3,2016/10/04,2,2o01,211,14927.606126942428,2,4,1,1,0,1,2
11009000301279990121,1,1066344,11,009,0003,2,23,1,,1,4,1,2,2,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,3,4,1,3,3,3,3,2016/10/04,2,2o01,211,1915.7409301450252,3,3,1,1,1,1,2
11009000301279990131,2,1066370,11,009,0003,2,40,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,2,3,3,2016/10/04,2,2o01,211,2318.5977831980927,3,3,2,1,0,1,2
11009000301279990141,2,1066329,11,009,0003,2,36,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,3,3,2016/10/04,2,2o01,211,2318.5977831980927,2,6,1,0,0,1,2
11009000301279990151,1,1066334,11,009,0003,2,47,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,2,3,2,2016/10/04,2,2o01,211,2318.5977831980927,3,3,2,0,0,1,2
11009003301279990011,1,130065,11,009,0033,2,34,1,,1,4,1,1,2,,,,,,,,,0,1,0,1,0,0,0,,0,0,1,2,1,1,3,3,3,3,2016/10/04,2,2o01,211,0,0,0,1,0,0,1,2
11009003301279990021,2,130020,11,009,0033,2,53,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,3,3,1,2016/10/04,2,2o01,211,6288.864965803569,2,2,2,1,1,1,2
11009003301279990031,1,130031,11,009,0033,2,40,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,3,2,2016/10/04,2,2o01,211,2099.2441401814926,7,3,2,1,0,1,2
11009003301279990041,1,130023,11,009,0033,1,40,1,10,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,99,1,2016/10/04,2,2o01,211,6546.696090826187,0,0,2,0,0,0,2
11009003301279990051,1,130061,11,009,0033,2,52,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,2,3,2,2016/10/04,2,2o01,211,2096.288321934523,7,1,2,1,0,0,2
