idinsert,folio,integrante,entidad,munici,locali,maq,sexo,edad,meses,intsel,intsel2,perc101,perc102,perc103,perc104,perc104aj,perc105aj,perc105,perc106,perc107,perc108,perc109,perc110,perc110aj,perc111,perc111aj,perc112,perc113,perc114,perc115,perc116,perc117,perc118,perc119,perc120,perc121,perc122,perc123,perc124,perc125,perc126,perc127,perc128,perc129,perc130,perc131,perc132,perc133,perc134,perc135,perc136,perc137,perc138,perc139,perc140,perc141,perc142,perc143,perc144,perc145,perc146,perc147,perc148,perc149,perc150,perc151,perc152,perc153,perc154,perc155,perc156,perc157,perc158,perc159,perc160,perc161,perc162,perc163,perc164,tiempo_gen,est_var,region_h,code_upm,rural,c1,ponde_f,etapa_af,etapa_fv
1067937,14120035601239990121,1,14,120,0356,MC047,1,56,6,1,,2,2,1,,2,2,,1,1,1,,1,1,1,1,1,4,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,3,4,2,4,1,1,1,1,1,1,1,3,1,2,4,3,4,4,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,212,2,2o37,1,1,926.9230632093129,2,5
1067295,14120074801239990031,1,14,120,0748,MC043,2,30,2,1,,2,2,1,,2,2,,1,2,1,,2,2,2,2,1,1,2,3,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,3,3,3,3,3,4,1,4,2,1,1,1,1,2,1,3,2,2,2,2,3,2,1,2,1,1,1,1,2,1,2,2,2,2,2016/10/25,212,2,2o37,1,1,4252.670332749597,2,3
1067271,14120074801239990041,3,14,120,0748,MC043,1,20,8,1,,1,2,1,,2,2,,1,1,1,,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,212,2,2o37,1,1,9477.55044709046,2,3
1067960,14120074801239990111,2,14,120,0748,MC047,2,32,9,1,,2,2,1,,2,2,,1,1,1,,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,3,2,1,2,1,1,4,4,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,88,1,1,1,1,2,1,1,1,2,1,2016/10/25,212,2,2o37,1,1,8505.340665499194,2,3
6908,15010000400419990011,3,15,010,0004,MC079,1,20,10,1,10,1,1,,1,1,1,1,1,2,2,2,,2,,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,1,1,2,3,2,1,1,1,1,2,1,2,2,2,2,3,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2016/10/25,211,2,2o23,1,1,22471.383463970313,5,1
6924,15010000400419990021,1,15,010,0004,MC079,1,23,8,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,3,2,1,1,1,1,2,1,3,4,3,2,3,2,2,1,88,1,1,2,1,2,1,2,2,1,1,2016/10/25,211,2,2o23,1,1,11235.691731985156,5,5
6920,15010000400419990041,3,15,010,0004,MC079,1,20,3,1,10,1,1,,1,1,1,1,1,1,1,,1,1,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,3,3,1,4,3,3,2,1,1,1,1,2,1,3,2,3,2,3,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2016/10/25,211,2,2o23,1,1,16853.537597977735,5,4
6916,15010000400419990051,2,15,010,0004,MC079,2,22,5,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,1,1,1,1,1,1,2,4,2,2,3,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2016/10/25,211,2,2o23,1,1,7928.072124627591,5,3
6954,15010000400419990061,2,15,010,0004,MC081,2,54,5,1,,2,1,,1,1,2,2,2,1,1,,2,2,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,4,2,3,2,1,1,1,1,2,1,2,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o23,1,1,4658.335302492454,4,3
6960,15010000400419990071,2,15,010,0004,MC081,2,29,10,1,,2,2,2,,2,2,,1,1,1,,1,1,2,2,2,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,2,1,1,1,1,1,1,2,4,3,3,3,3,3,1,2,1,1,2,1,2,1,1,2,2,2,2016/10/25,211,2,2o23,1,1,7928.072124627591,1,4
6949,15010000400419990081,1,15,010,0004,MC081,1,38,6,1,13,1,2,1,,2,2,,2,2,2,88,,2,,2,2,3,1,2,88,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,3,1,2,2,2,88,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,2,88,2,88,2016/10/25,211,2,2o23,1,1,6450.057915924205,2,6
6956,15010000400419990091,2,15,010,0004,MC081,2,29,1,1,10,1,1,,1,1,1,1,1,1,2,2,,2,,2,2,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,3,3,3,1,1,1,1,2,1,2,3,2,2,4,3,3,1,1,2,1,1,1,2,1,1,2,2,2,2016/10/25,211,2,2o23,1,1,7928.072124627591,5,1
6965,15010000400419990101,1,15,010,0004,MC081,1,55,2,1,,1,1,,1,1,2,2,1,1,1,,2,2,1,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,4,2,3,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2016/10/25,211,2,2o23,1,1,9675.08687388631,4,3
6432,15010000400419990111,2,15,010,0004,MC083,2,31,11,1,,1,2,1,,2,2,,1,1,1,,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,4,2,2,1,1,2,2,3,2,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2016/10/25,211,2,2o23,1,1,7928.072124627591,2,5
6430,15010000400419990121,1,15,010,0004,MC083,2,58,10,1,10,1,1,,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,4,2,3,2,1,1,1,1,2,2,3,4,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,211,2,2o23,1,1,4658.335302492454,5,5
6425,15010000400419990131,2,15,010,0004,MC083,2,44,9,1,,1,1,,2,2,1,1,1,2,1,,2,2,1,1,1,2,3,3,3,2,2,1,2,2,2,1,1,1,1,1,2,1,2,4,1,3,1,2,1,2,3,2,1,1,1,1,2,2,4,,3,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2016/10/25,211,2,2o23,1,1,4658.335302492454,3,3
6436,15010000400419990151,1,15,010,0004,MC083,2,46,4,1,10,2,1,,1,1,1,1,2,2,1,,2,2,2,2,2,1,4,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,3,1,3,1,2,3,2,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o23,1,1,2329.167651246227,5,3
6889,15010000900419990011,2,15,010,0009,MC079,1,35,7,1,,2,1,,1,1,1,1,1,1,1,,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,3,3,1,1,1,1,2,1,3,2,3,3,3,2,2,1,1,1,1,1,1,2,2,1,2,1,88,2016/10/25,211,2,2o23,1,1,2063.3791221499296,5,5
6881,15010000900419990031,2,15,010,0009,MC079,2,20,2,1,10,2,1,,1,1,2,2,1,2,2,1,,2,,2,1,1,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,2,2,3,2,1,1,1,1,1,1,3,2,3,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2016/10/25,211,2,2o23,1,1,2536.197149558685,4,2
6878,15010000900419990041,2,15,010,0009,MC079,2,53,10,1,10,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,88,3,4,4,2,1,1,1,1,2,1,2,4,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o23,1,1,1490.2055039547106,5,3
6935,15010000900419990081,2,15,010,0009,MC081,2,27,5,1,10,1,1,,2,2,2,2,1,1,1,,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,4,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,88,1,1,1,2,1,1,2,1,1,1,2016/10/25,211,2,2o23,1,1,2536.197149558685,3,5
6932,15010000900419990101,2,15,010,0009,MC081,2,46,2,1,,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,3,2,2,88,2,88,2,1,3,2,88,2,2,2,2,1,1,1,1,2,88,88,1,1,1,88,1,2016/10/25,211,2,2o23,1,1,1490.2055039547106,5,3
6399,15010000900419990111,1,15,010,0009,MC083,1,24,1,1,,1,2,1,,2,2,,1,1,1,,1,1,1,1,1,3,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,3,2,1,1,1,1,1,1,2,4,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2016/10/25,211,2,2o23,1,1,3594.3075310152276,2,5
6403,15010000900419990131,1,15,010,0009,MC083,1,40,0,1,10,2,2,1,,2,2,,2,2,1,,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,4,2,3,3,2,2,3,3,2,2,1,1,1,1,1,3,2,3,2,3,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2016/10/25,211,2,2o23,1,1,2063.3791221499296,2,3
6409,15010000900419990151,1,15,010,0009,MC083,1,59,7,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,3,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,3,1,2,3,3,2,2,3,2,1,1,1,1,2,2,2,4,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,211,2,2o23,1,1,2063.3791221499296,5,3
6892,15010002400419990011,1,15,010,0024,MC079,2,54,0,1,12,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,1,3,3,2,1,3,3,2,2,1,1,1,2,1,4,,2,2,3,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2016/10/25,211,2,2o23,1,1,316.7393177653423,5,5
6895,15010002400419990021,2,15,010,0024,MC079,2,34,4,1,,1,2,2,,2,2,,2,2,1,,2,2,2,2,2,3,2,4,4,2,2,1,2,2,2,2,2,2,2,2,1,1,2,4,3,3,3,88,2,3,3,2,1,1,1,1,2,1,3,1,2,2,2,3,2,1,2,1,1,1,1,2,1,1,2,1,1,2016/10/25,211,2,2o23,1,1,1078.1242623756102,1,3
6900,15010002400419990031,2,15,010,0024,MC079,2,38,5,1,13,1,2,2,,2,2,,2,2,1,,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,3,2,88,1,2,3,2,1,1,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2016/10/25,211,2,2o23,1,1,950.217953296027,1,3
6905,15010002400419990041,1,15,010,0024,MC079,1,21,0,1,,1,2,2,,2,2,,2,2,2,2,,2,,2,2,2,2,3,3,2,1,2,1,2,1,1,2,2,1,2,2,1,2,4,3,1,3,88,3,2,3,2,1,1,1,1,1,2,3,2,3,2,2,2,2,1,88,1,1,1,88,88,88,88,88,88,88,2016/10/25,211,2,2o23,1,1,763.9607505081354,1,1
6939,15010002400419990061,1,15,010,0024,MC081,1,41,0,1,12,1,1,,1,1,1,1,1,2,1,,2,2,1,1,1,1,2,3,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,4,2,3,3,2,2,2,3,2,1,1,1,1,1,1,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,211,2,2o23,1,1,877.131769687628,5,3
6944,15010002400419990071,2,15,010,0024,MC081,2,35,6,1,10,1,2,1,,2,2,,1,1,1,,2,2,1,1,2,1,3,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,3,1,1,1,2,3,1,1,1,1,1,1,1,3,3,4,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2016/10/25,211,2,2o23,1,1,633.4786355306846,2,3
6937,15010002400419990091,2,15,010,0024,MC081,2,48,2,1,,1,2,1,,2,2,,2,1,1,,2,2,2,2,2,1,3,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,3,2,4,2,1,1,1,1,1,1,3,2,2,3,1,3,2,1,1,2,2,2,1,2,1,1,1,1,1,2016/10/25,211,2,2o23,1,1,633.4786355306846,2,3
6412,15010002400419990121,2,15,010,0024,MC083,2,26,0,1,,2,2,1,,2,2,,1,2,2,1,,2,,2,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,2,2,2,3,3,2,3,3,2,1,3,1,1,1,1,1,1,1,4,,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,211,2,2o23,1,1,1078.1242623756102,2,2
6423,15010002400419990131,2,15,010,0024,MC083,2,49,4,1,13,1,1,,1,1,1,1,2,1,1,,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,4,3,3,3,1,1,1,1,1,2,3,3,3,3,2,3,2,1,1,1,1,1,1,2,2,88,2,2,2,2016/10/25,211,2,2o23,1,1,633.4786355306846,5,5
6418,15010002400419990141,1,15,010,0024,MC083,1,57,10,1,12,1,1,,1,1,1,1,2,2,1,,2,2,1,1,2,4,88,3,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,4,2,2,2,88,2,2,3,2,1,1,1,1,2,2,2,3,3,2,3,2,2,1,88,88,1,1,2,2,2,2,2,2,1,2016/10/25,211,2,2o23,1,1,1315.697654531442,5,3
6421,15010002400419990151,1,15,010,0024,MC083,1,56,11,1,,2,2,2,,2,2,,2,1,1,,2,2,1,1,1,4,2,2,3,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,3,2,4,2,3,2,1,1,1,1,2,1,1,4,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2016/10/25,211,2,2o23,1,1,877.131769687628,1,3
6529,15011002903200070011,1,15,011,0029,MC003,1,29,5,1,,1,1,,1,1,1,1,1,1,2,1,,2,,2,1,1,2,3,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,3,1,2,2,3,2,2,3,2,1,1,1,1,2,1,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2016/10/25,221,2,2o45,2,1,55541.93623690549,5,2
6535,15011002903200070021,2,15,011,0029,MC003,2,49,11,1,10,1,1,,1,1,1,1,1,1,2,1,,2,,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,3,3,1,2,3,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2016/10/25,221,2,2o45,2,1,24370.99810362087,5,2
6587,15011002903200120021,1,15,011,0029,MC005,2,29,11,1,10,1,1,,1,1,2,2,1,2,1,,1,1,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,2,3,2,2,4,2,3,2,1,1,1,1,2,1,3,3,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,221,2,2o45,2,1,19639.95868857156,4,5
6590,15011002903200120061,3,15,011,0029,MC005,2,20,3,1,10,2,1,,1,1,2,2,1,2,2,1,,2,,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2,3,4,3,3,2,2,2,2,2,1,1,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2016/10/25,221,2,2o45,2,1,13093.305792381041,4,2
6579,15011002903200200011,4,15,011,0029,MC005,2,45,0,1,10,2,1,,1,1,1,1,1,1,1,,2,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,3,3,3,2,2,3,2,1,1,1,1,1,1,3,2,3,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2016/10/25,221,2,2o45,2,1,28432.831120891013,5,3
6598,15011002903200200051,2,15,011,0029,MC005,2,36,5,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,1,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,3,3,3,1,2,3,2,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2016/10/25,221,2,2o45,2,1,14216.415560445506,5,3
6593,15011002903200200061,3,15,011,0029,MC005,2,22,10,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,3,3,2,3,2,1,1,1,1,1,1,2,3,3,2,3,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2016/10/25,221,2,2o45,2,1,31505.76706291688,5,3
6486,15011002903200240021,1,15,011,0029,MC001,2,38,5,1,10,2,1,,2,2,2,2,2,2,2,1,,2,,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2,2,3,3,2,2,2,1,1,1,1,1,1,1,4,,3,2,3,2,2,1,88,1,1,1,1,2,1,2,1,2,1,2016/10/25,221,2,2o45,2,1,16593.019985444,3,2
6519,15011002903200300071,1,15,011,0029,MC003,1,34,1,1,,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,3,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2016/10/25,221,2,2o45,2,1,25634.73980164869,5,3
6525,15011002903200300081,1,15,011,0029,MC003,1,28,3,1,,1,2,1,,2,2,,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,1,3,3,2,2,2,2,3,1,1,1,1,1,1,3,3,2,2,3,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2016/10/25,221,2,2o45,2,1,25634.73980164869,2,5
6478,15011002903200390061,1,15,011,0029,MC001,1,26,0,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,3,1,4,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,4,3,3,3,3,4,1,2,1,1,1,1,1,1,1,2,4,2,2,2,3,1,1,88,1,1,1,2,2,1,1,1,2,1,2016/10/25,221,2,2o45,2,1,86935.20454472165,5,5
1065063,15013000101470010071,1,15,013,0001,MC033,2,46,1,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,3,3,2,2,3,2,1,1,1,1,2,1,3,2,2,2,2,3,2,1,2,1,1,1,2,2,1,2,1,2,1,2016/10/25,15000,3,3o40,2,1,1498.732721538365,5,3
1065060,15013000101470050041,1,15,013,0001,MC033,1,27,11,1,10,2,1,,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,4,2,4,2,1,1,1,1,1,1,2,3,3,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2016/10/25,15000,3,3o40,2,1,8655.521229943826,3,5
1065056,15013000101470050091,2,15,013,0001,MC033,2,55,6,1,,1,1,,1,1,1,1,1,1,1,,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,3,3,1,4,3,2,2,1,1,1,1,1,1,4,,2,3,3,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,15000,3,3o40,2,1,8015.374365189358,5,3
1065061,15013000101470050141,2,15,013,0001,MC033,2,28,0,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,4,2,2,3,3,4,2,3,2,1,1,1,1,1,1,2,4,3,3,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2016/10/25,15000,3,3o40,2,1,12591.901278037978,5,5
1064448,15013000101470080061,2,15,013,0001,MC031,2,39,5,1,,1,1,,2,2,2,2,2,1,1,,1,1,1,1,1,1,2,2,4,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,3,3,3,1,1,1,1,2,2,3,3,2,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,2016/10/25,15000,3,3o40,2,1,4342.042798971149,3,5
1064310,15013000101470080241,1,15,013,0001,MC031,2,38,2,1,13,1,2,1,,2,2,,1,1,2,1,,2,,2,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,1,1,88,3,1,3,3,1,1,1,1,2,1,2,4,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,15000,3,3o40,2,1,2171.0213994855744,2,2
1065808,15013000101470100321,1,15,013,0001,MC035,2,45,0,1,10,1,1,,2,2,1,1,2,1,1,,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,3,4,1,1,1,1,1,1,2,3,2,3,2,3,2,2,1,88,1,1,1,1,2,2,1,2,2,2,2016/10/25,15000,3,3o40,2,1,7504.765331555074,3,3
1065766,15013000101470160201,2,15,013,0001,MC035,2,43,1,1,,2,2,1,,2,2,,1,1,1,,2,2,2,2,2,2,2,2,3,1,2,1,1,2,2,1,2,2,2,1,2,2,2,4,2,3,3,3,4,2,3,2,1,1,1,1,1,1,3,2,3,2,3,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,15000,3,3o40,2,1,3661.71170916953,2,3
4896,15026000601119990011,3,15,026,0006,MC019,2,26,3,1,,1,1,,2,2,2,2,1,1,1,,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,3,1,3,3,2,2,3,2,1,2,2,2,1,3,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2016/10/25,211,2,2o21,1,1,4057.6486127749276,3,3
4891,15026000601119990021,2,15,026,0006,MC019,2,43,10,1,10,1,2,2,,2,2,,2,1,1,,2,2,2,2,2,2,3,2,4,2,1,1,1,2,2,2,1,1,2,2,1,1,1,4,1,2,3,2,1,2,3,2,1,1,2,1,2,2,2,4,3,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2016/10/25,211,2,2o21,1,1,1192.0860128960333,1,3
4889,15026000601119990041,1,15,026,0006,MC019,2,37,5,1,10,2,2,1,,2,2,,1,2,1,,1,1,1,1,2,2,1,3,4,1,2,1,1,2,2,1,2,2,2,2,1,1,1,3,3,1,1,3,4,2,3,2,1,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2016/10/25,211,2,2o21,1,1,596.0430064480166,2,5
4977,15026000601119990091,2,15,026,0006,MC023,2,45,8,1,10,1,2,1,,2,2,,2,1,1,,1,1,1,1,1,4,4,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,4,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2016/10/25,211,2,2o21,1,1,1788.1290193440498,2,5
4943,15026000601119990121,1,15,026,0006,MC021,2,27,7,1,10,1,1,,2,2,1,1,1,1,1,,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,1,3,3,3,2,4,2,1,1,1,1,2,2,3,3,3,2,2,2,2,1,88,1,1,1,2,1,1,2,1,2,2,2016/10/25,211,2,2o21,1,1,1014.4121531937319,3,3
4930,15026000601119990131,1,15,026,0006,MC021,1,31,8,1,,2,1,,2,2,2,2,1,2,1,,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,4,1,2,3,3,1,2,3,3,1,1,1,1,1,1,3,2,2,1,3,2,3,1,88,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o21,1,1,2875.2569510710555,3,3
4938,15026000601119990151,2,15,026,0006,MC021,2,43,5,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,3,1,1,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,211,2,2o21,1,1,1192.0860128960333,5,5
4900,15026001201119990011,1,15,026,0012,MC019,2,52,9,1,10,1,1,,2,2,1,1,2,1,1,,2,2,1,1,1,1,2,2,3,1,2,2,1,2,1,2,2,2,2,2,2,1,2,3,2,3,3,2,1,2,3,2,1,1,1,1,1,1,3,2,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,211,2,2o21,1,1,758.69747140331,3,3
4902,15026001201119990021,1,15,026,0012,MC019,2,29,8,1,,1,1,,2,2,2,2,2,2,1,,2,2,1,1,2,3,2,3,3,2,1,1,1,1,2,1,2,1,1,1,1,2,1,4,2,3,3,2,2,2,3,2,1,1,1,1,1,1,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o21,1,1,1291.2355774045886,3,3
4913,15026001201119990041,1,15,026,0012,MC019,2,42,11,1,13,1,1,,1,1,1,1,1,1,1,,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,3,3,3,4,3,3,3,1,1,1,1,2,1,3,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o21,1,1,1517.39494280662,5,4
4905,15026001201119990051,2,15,026,0012,MC019,1,22,1,1,,2,1,,2,2,1,1,1,2,1,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,4,3,3,3,2,3,2,2,2,1,1,1,1,1,1,1,4,3,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2016/10/25,211,2,2o21,1,1,3659.88721419996,3,3
4996,15026001201119990061,2,15,026,0012,MC023,2,51,2,1,,1,1,,2,2,2,2,2,2,1,,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,3,1,1,4,99,4,2,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o21,1,1,2276.0924142099307,3,3
4988,15026001201119990081,1,15,026,0012,MC023,2,37,0,1,,1,2,1,,2,2,,2,1,1,,2,2,1,1,2,4,4,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,3,1,3,3,3,1,2,3,2,1,1,1,1,2,2,3,3,2,2,4,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2016/10/25,211,2,2o21,1,1,758.69747140331,2,3
