idinsert,folio,integrante,entidad,munici,locali,maq,sexo,edad,meses,intsel,intsel2,perc101,perc102,perc103,perc104,perc104aj,perc105aj,perc105,perc106,perc107,perc108,perc109,perc110,perc110aj,perc111,perc111aj,perc112,perc113,perc114,perc115,perc116,perc117,perc118,perc119,perc120,perc121,perc122,perc123,perc124,perc125,perc126,perc127,perc128,perc129,perc130,perc131,perc132,perc133,perc134,perc135,perc136,perc137,perc138,perc139,perc140,perc141,perc142,perc143,perc144,perc145,perc146,perc147,perc148,perc149,perc150,perc151,perc152,perc153,perc154,perc155,perc156,perc157,perc158,perc159,perc160,perc161,perc162,perc163,perc164,tiempo_gen,est_var,region_h,code_upm,rural,c1,ponde_f,etapa_af,etapa_fv
1066082,110200001584A0030081,1,11,020,0001,MC037,2,28,10,1,,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,88,88,4,3,3,2,1,1,1,1,1,1,4,,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2016/10/25,223,2,2o73,2,1,7868.144877356852,5,3
1066084,110200001584A0030101,1,11,020,0001,MC037,1,39,1,1,13,1,1,,1,1,1,1,2,1,1,,1,1,1,1,1,1,2,3,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,3,3,2,3,2,3,2,2,1,1,1,1,1,1,2,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,223,2,2o73,2,1,2240.604257603101,5,5
1066089,110200001584A0030131,2,11,020,0001,MC037,2,28,2,1,,1,2,1,,2,2,,2,1,1,,2,2,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,3,3,4,2,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,223,2,2o73,2,1,7868.144877356852,2,3
1066087,110200001584A0030151,1,11,020,0001,MC037,2,25,9,1,,2,1,,2,2,2,2,2,2,1,,2,2,2,2,2,1,1,3,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,4,2,2,3,3,4,2,3,2,1,1,1,1,1,1,3,2,3,3,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2016/10/25,223,2,2o73,2,1,3934.072438678426,3,3
1066088,110200001584A0030181,1,11,020,0001,MC037,1,47,3,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,1,4,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2016/10/25,223,2,2o73,2,1,1120.3021288015505,5,3
1067130,110200001584A0050071,1,11,020,0001,MC041,2,31,7,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,88,88,2,2,3,2,1,1,1,1,2,2,4,,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,223,2,2o73,2,1,7109.769467491131,5,3
1067132,110200001584A0050111,1,11,020,0001,MC041,2,47,11,1,14,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,4,1,1,1,2,2,2,2,2,1,1,1,1,1,2,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2016/10/25,223,2,2o73,2,1,6274.674640019308,5,5
1067148,110200001584A0050181,2,11,020,0001,MC041,2,36,1,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,2,1,1,1,1,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,223,2,2o73,2,1,9412.011960028962,5,3
1067143,110200001584A0050211,1,11,020,0001,MC041,1,34,7,1,,2,2,1,,2,2,,2,2,1,,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,4,2,2,3,3,4,2,3,2,1,1,1,1,2,2,3,4,3,2,2,2,2,1,88,1,1,1,88,1,1,1,1,1,1,2016/10/25,223,2,2o73,2,1,11359.639574123172,2,3
1066611,110200001584A0070051,2,11,020,0001,MC039,2,42,11,1,12,1,2,1,,2,2,,2,2,2,1,,2,,2,2,1,2,2,4,2,2,1,2,2,1,1,1,2,2,2,2,1,2,4,3,2,3,3,3,3,3,2,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2016/10/25,223,2,2o73,2,1,9650.080497841456,2,2
1066604,110200001584A0070171,1,11,020,0001,MC039,1,36,2,1,10,1,1,,1,1,2,2,2,1,1,,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,1,2,2,4,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,223,2,2o73,2,1,4151.7078890880975,4,3
1066618,110200001584A0070231,1,11,020,0001,MC039,1,36,10,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,4,2,2,2,1,1,1,1,1,1,2,4,3,1,2,2,2,1,88,1,1,1,1,2,2,1,2,1,2,2016/10/25,223,2,2o73,2,1,2075.8539445440488,5,5
1066619,110200001584A0070291,2,11,020,0001,MC039,2,44,10,1,13,2,1,,2,2,2,2,2,2,1,,2,2,2,2,2,1,3,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,4,1,3,2,3,1,1,3,2,2,1,1,1,1,2,3,1,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2016/10/25,223,2,2o73,2,1,9650.080497841456,3,3
1066597,110200001584A0070351,1,11,020,0001,MC039,1,24,11,1,10,2,1,,1,1,1,1,1,2,1,,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,3,3,2,1,2,3,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2016/10/25,223,2,2o73,2,1,23293.943267878454,5,3
1066624,110200001584A0070411,1,11,020,0001,MC039,2,43,9,1,,1,1,,2,2,2,2,2,2,1,,2,2,2,2,2,3,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,4,2,2,3,3,2,3,4,3,88,1,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,1,88,2,1,1,1,88,2,2016/10/25,223,2,2o73,2,1,3216.6934992804854,3,3
1067161,110200001584A0100061,2,11,020,0001,MC041,2,53,1,1,,1,2,1,,2,2,,2,1,1,,2,2,2,2,2,1,3,2,3,1,2,2,1,2,2,1,1,1,1,2,2,1,2,3,1,3,3,2,4,2,3,2,1,1,1,1,2,2,3,2,2,2,2,2,2,1,88,1,1,1,1,1,1,1,1,1,2,2016/10/25,223,2,2o73,2,1,23114.869920465637,2,3
1067167,110200001584A0100141,1,11,020,0001,MC041,2,29,3,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,4,1,3,3,2,1,2,3,2,1,1,1,1,2,2,3,3,3,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,2,2016/10/25,223,2,2o73,2,1,17460.81465933986,5,3
1067144,110200001584A0100221,1,11,020,0001,MC041,1,45,1,1,,2,2,1,,2,2,,2,1,1,,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,4,2,1,3,2,3,2,3,2,1,1,1,1,1,1,3,3,3,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2016/10/25,223,2,2o73,2,1,14916.89957801516,2,3
1067164,110200001584A0100301,2,11,020,0001,MC041,2,29,9,1,12,2,2,2,,2,2,,2,2,1,,2,2,2,2,2,1,1,1,3,2,2,2,1,2,1,1,2,1,1,2,2,2,2,4,2,3,3,3,3,2,3,2,1,1,1,1,1,1,4,,3,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2016/10/25,223,2,2o73,2,1,34921.62931867972,1,3
1067154,110200001584A0100531,2,11,020,0001,MC041,2,31,3,1,10,2,2,1,,2,2,,1,1,1,,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,3,1,3,3,88,3,2,3,2,1,1,1,1,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,223,2,2o73,2,1,34921.62931867972,2,3
1063642,11020040900889990011,2,11,020,0409,MC029,2,37,3,1,,2,1,,1,1,1,1,2,2,1,,2,2,2,2,2,4,2,2,3,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,88,1,3,2,2,1,1,1,1,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2016/10/25,211,2,2o05,1,1,900.8480101824625,5,3
1063649,11020040900889990021,1,11,020,0409,MC029,2,54,11,1,10,2,1,,1,1,1,1,1,1,1,,2,2,2,2,1,3,4,4,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,3,1,1,1,2,3,2,1,1,1,1,1,2,1,4,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,211,2,2o05,1,1,450.42400509123127,5,3
1063646,11020040900889990031,1,11,020,0409,MC029,2,34,0,1,,1,1,,1,1,1,1,2,1,1,,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,3,1,2,1,1,1,3,4,3,1,1,1,1,1,1,2,4,4,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2016/10/25,211,2,2o05,1,1,752.1577945961587,5,5
1063651,11020040900889990041,4,11,020,0409,MC029,1,25,3,1,10,99,99,99,,,,,99,99,99,99,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2016/10/25,211,2,2o05,1,1,4764.329429648741,6,6
1062538,11020040900889990061,1,11,020,0409,MC025,1,44,1,1,10,1,2,88,,2,2,,88,1,1,,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,3,1,2,3,3,4,3,3,2,1,1,1,1,2,3,1,4,3,3,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2016/10/25,211,2,2o05,1,1,692.320181378915,6,3
1062540,11020040900889990071,1,11,020,0409,MC025,1,34,0,1,,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,3,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,3,3,1,1,2,3,2,2,1,1,1,1,1,2,4,4,4,4,4,4,1,1,1,1,1,1,2,2,1,2,1,2,2016/10/25,211,2,2o05,1,1,2382.1647148243705,5,3
1062527,11020040900889990081,2,11,020,0409,MC025,2,28,9,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,88,1,1,1,2,2,2,2,2,2,2,2016/10/25,211,2,2o05,1,1,1504.3155891923175,5,3
1062536,11020040900889990091,1,11,020,0409,MC025,2,43,8,1,10,1,1,,1,1,1,1,1,1,2,1,,2,,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,3,2,1,1,2,3,2,1,1,1,1,2,2,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,450.42400509123127,5,2
1062531,11020040900889990101,2,11,020,0409,MC025,2,26,5,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,3,3,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,3,2,3,3,2,2,2,4,2,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,211,2,2o05,1,1,1504.3155891923175,5,3
1063097,11020040900889990111,1,11,020,0409,MC027,2,39,9,1,12,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,3,1,2,2,4,2,1,1,1,1,1,2,2,4,2,2,2,1,1,1,88,1,1,1,1,2,1,1,2,88,2,2016/10/25,211,2,2o05,1,1,450.42400509123127,5,5
1063099,11020040900889990121,1,11,020,0409,MC027,2,34,10,1,,2,1,,88,88,1,1,2,2,1,,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,3,2,3,2,88,2,2,4,2,1,1,1,1,1,1,4,,3,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2016/10/25,211,2,2o05,1,1,752.1577945961587,6,3
1063101,11020040900889990131,1,11,020,0409,MC027,2,53,8,1,12,88,1,,1,1,2,2,1,2,1,,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,4,2,2,2,3,4,2,3,2,1,1,1,1,2,1,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,450.42400509123127,4,3
1063102,11020040900889990141,1,11,020,0409,MC027,2,32,8,1,,88,1,,1,1,1,1,2,1,1,,1,1,1,1,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2016/10/25,211,2,2o05,1,1,752.1577945961587,5,5
1063129,11020099200889990021,1,11,020,0992,MC027,2,39,4,1,12,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2016/10/25,211,2,2o05,1,1,1252.1787341536233,5,5
1063678,11020099200889990031,1,11,020,0992,MC029,1,44,5,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,3,2,1,2,3,3,2,1,1,1,1,3,2,2,3,3,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2016/10/25,211,2,2o05,1,1,3849.300208466768,5,5
1062564,11020099200889990041,1,11,020,0992,MC025,2,31,10,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,88,1,2,3,2,1,1,1,1,1,1,3,88,3,2,1,2,2,1,1,1,1,1,2,2,2,2,88,2,2,2016/10/25,211,2,2o05,1,1,2090.9986689773214,5,3
1063132,11020099200889990051,1,11,020,0992,MC027,2,54,6,1,,1,1,,1,1,1,1,1,88,1,,2,2,2,2,2,1,2,1,1,88,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,4,2,3,2,1,1,1,1,1,1,2,3,88,3,2,2,2,1,88,1,1,1,88,88,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,1252.1787341536233,5,3
1063133,11020099200889990061,1,11,020,0992,MC027,2,47,1,1,13,1,1,,2,2,2,2,2,1,1,,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,3,4,2,4,1,1,1,1,1,1,1,4,,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,1252.1787341536233,3,3
1062554,11020137800889990011,1,11,020,1378,MC025,1,31,9,1,13,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,3,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,4,2,2,2,2,4,1,3,2,2,1,1,1,2,1,3,4,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2016/10/25,211,2,2o05,1,1,1623.1416439244488,5,3
1062544,11020137800889990021,1,11,020,1378,MC025,1,43,4,1,12,2,2,2,,2,2,,2,2,2,2,,2,,2,2,2,2,3,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,3,1,3,3,3,1,2,3,2,2,1,1,1,2,2,3,3,3,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2016/10/25,211,2,2o05,1,1,1886.9118668954745,1,1
1062547,11020137800889990031,1,11,020,1378,MC025,2,43,10,1,,1,2,1,,2,2,,1,1,1,,1,1,2,2,2,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,211,2,2o05,1,1,613.8131049772664,2,4
1062556,11020137800889990051,2,11,020,1378,MC025,2,42,5,1,10,2,1,,1,1,1,1,2,2,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,4,2,2,3,3,3,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,2,2,88,88,88,2,2016/10/25,211,2,2o05,1,1,1841.4393149317993,5,5
1063667,11020137800889990061,2,11,020,1378,MC029,2,29,8,1,,1,2,1,,2,2,,2,88,1,,2,2,2,2,2,4,2,3,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,4,1,2,3,2,2,2,3,2,1,1,1,1,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2016/10/25,211,2,2o05,1,1,2049.9986950758057,2,3
1063655,11020137800889990071,2,11,020,1378,MC029,2,26,7,1,10,1,1,,2,2,2,2,1,2,1,,2,2,2,2,2,4,2,3,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,3,2,2,2,88,3,2,3,2,1,1,1,1,1,2,1,88,2,2,2,2,2,1,1,1,88,1,2,2,1,2,2,2,2,2016/10/25,211,2,2o05,1,1,2049.9986950758057,3,3
1063672,11020137800889990081,1,11,020,1378,MC029,1,41,6,1,13,2,2,1,,2,2,,2,1,2,1,,2,,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,3,2,2,3,2,1,2,3,3,1,1,1,1,2,1,3,3,3,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2016/10/25,211,2,2o05,1,1,1886.9118668954745,2,2
1063659,11020137800889990091,1,11,020,1378,MC029,2,45,2,1,,1,1,,1,1,1,1,1,2,1,,1,1,1,1,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,1,2,1,2,2,3,2,1,1,1,1,1,1,3,4,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,211,2,2o05,1,1,613.8131049772664,5,5
1063662,11020137800889990101,1,11,020,1378,MC029,1,45,8,1,12,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,2,1,3,3,1,2,3,2,1,1,1,1,1,1,2,3,3,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,1886.9118668954745,5,3
1063105,11020137800889990111,1,11,020,1378,MC027,2,47,4,1,,1,1,,1,1,1,1,1,2,1,,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,3,2,2,3,1,2,3,3,2,1,1,1,1,1,1,3,1,2,3,2,2,2,1,1,1,1,1,2,88,1,1,1,88,1,2016/10/25,211,2,2o05,1,1,613.8131049772664,5,3
1063114,11020137800889990121,1,11,020,1378,MC027,1,31,8,1,10,1,1,,1,1,1,1,1,2,1,,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,2,3,3,3,3,3,3,2,1,1,1,1,2,2,88,4,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2016/10/25,211,2,2o05,1,1,3246.2832878488975,5,3
1063119,11020137800889990131,1,11,020,1378,MC027,1,26,9,1,10,1,2,1,,2,2,,2,1,2,1,,2,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,3,3,2,3,2,3,2,1,1,1,1,2,2,2,3,3,2,3,3,2,1,1,1,1,1,1,2,1,2,2,2,1,2016/10/25,211,2,2o05,1,1,3246.2832878488975,2,2
1063123,11020137800889990141,2,11,020,1378,MC027,2,46,4,1,10,2,1,,2,2,1,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,1,3,1,3,2,3,3,2,1,1,1,1,1,1,2,3,4,2,2,2,1,1,88,1,1,1,2,2,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,1227.626209954533,3,5
1063127,11020137800889990151,2,11,020,1378,MC027,2,49,8,1,,1,1,,2,2,2,2,2,2,1,,2,2,1,1,2,4,2,4,4,2,2,1,1,1,2,1,2,2,1,2,2,1,2,4,2,2,3,3,4,2,3,4,1,1,1,1,1,2,2,4,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,211,2,2o05,1,1,1227.626209954533,3,3
1063705,11023000103230010041,2,11,023,0001,MC029,2,43,6,1,12,2,2,1,,2,2,,2,2,1,,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,1,3,3,4,2,3,2,2,1,1,1,1,1,2,1,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,221,2,2o40,2,1,6634.174064992254,2,3
1063701,11023000103230010141,1,11,023,0001,MC029,2,25,3,1,10,1,1,,1,1,1,1,2,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,1,3,3,3,1,2,3,3,1,1,1,1,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2016/10/25,221,2,2o40,2,1,4808.572195056064,5,3
1063692,11023000103230010331,2,11,023,0001,MC029,1,40,4,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,3,2,2,2,2,2,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2016/10/25,221,2,2o40,2,1,16140.41709096563,5,5
1062571,11023000103230020281,2,11,023,0001,MC025,2,27,8,1,,1,1,,2,2,2,2,2,2,1,,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,3,2,2,3,2,2,2,3,2,2,2,2,2,1,2,3,4,88,2,2,1,1,1,1,1,1,1,2,2,2,2,88,88,2,2016/10/25,221,2,2o40,2,1,12265.185231046074,3,3
1062579,11023000103230020391,3,11,023,0001,MC025,2,23,0,1,12,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,4,2,2,2,3,2,1,3,2,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2016/10/25,221,2,2o40,2,1,18397.77784656911,5,3
1063134,11023000103230020511,1,11,023,0001,MC027,1,25,6,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,3,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,4,3,1,3,88,2,3,3,2,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2016/10/25,221,2,2o40,2,1,10570.212910546032,5,3
1063137,11023000103230020621,1,11,023,0001,MC027,2,37,2,1,10,1,1,,2,2,2,2,2,1,1,,2,2,2,2,2,2,2,1,3,2,1,1,2,1,2,2,2,1,2,2,2,1,1,3,2,2,3,88,2,2,4,2,1,1,1,1,1,1,3,3,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2016/10/25,221,2,2o40,2,1,4230.4331962506385,3,3
1063689,11023000103230110051,2,11,023,0001,MC029,2,29,11,1,10,2,1,,2,2,1,1,2,2,1,,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,3,3,1,3,2,3,2,3,2,1,1,1,1,1,1,4,,2,2,2,3,2,1,1,1,1,1,2,1,2,1,1,2,2,2016/10/25,221,2,2o40,2,1,7604.88353912556,3,3
1063696,11023000103230110091,2,11,023,0001,MC029,2,25,0,1,10,2,2,1,,2,2,,2,2,1,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,4,3,3,3,2,2,3,3,2,2,1,1,1,1,1,2,4,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2016/10/25,221,2,2o40,2,1,7604.88353912556,2,3
1063707,11023000103230110111,1,11,023,0001,MC029,2,56,5,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,3,3,2,4,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,221,2,2o40,2,1,2623.0302414106236,5,3
1063708,11023000103230110131,1,11,023,0001,MC029,2,28,10,1,,1,1,,2,2,2,2,2,1,1,,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,3,3,2,4,3,3,3,1,1,1,1,2,1,2,4,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,221,2,2o40,2,1,3802.44176956278,3,3
1063141,11023000103230150031,1,11,023,0001,MC027,1,35,10,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,4,2,2,1,1,1,2,2,2,1,88,2,2,2,2,2,1,1,3,2,3,3,3,2,1,3,2,88,2,1,2,1,2,88,88,2,2,2,2,2,1,1,1,1,1,88,2,1,1,1,88,88,2016/10/25,221,2,2o40,2,1,5814.774561617176,5,5
1063144,11023000103230150091,2,11,023,0001,MC027,2,28,3,1,10,2,1,,1,1,1,1,1,88,1,,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,4,3,1,3,3,3,2,3,3,1,1,1,1,1,1,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,88,1,1,2016/10/25,221,2,2o40,2,1,3464.6890622377173,5,3
1063148,11023000103230150151,1,11,023,0001,MC027,2,48,1,1,10,2,2,1,,2,2,,2,2,1,,1,1,2,2,2,88,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,2,2,4,1,4,2,1,1,1,1,2,1,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,221,2,2o40,2,1,1195.0195082644386,2,4
1062589,11023000103230170021,1,11,023,0001,MC025,2,42,3,1,,1,2,2,,2,2,,2,1,1,,2,2,2,2,2,1,2,3,2,1,88,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,3,3,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2016/10/25,221,2,2o40,2,1,2467.821351386327,1,3
1062594,11023000103230170081,1,11,023,0001,MC025,1,29,10,1,,1,1,,2,2,1,1,2,1,1,,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,3,1,3,2,3,2,2,3,2,1,1,1,1,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,221,2,2o40,2,1,12332.25813964582,3,3
