folio,entidad,desc_ent,munici,desc_mun,locali,desc_loc,sa101,sa102,sa103,sa104,sa105,sa106,sa107,sa108,sa108a,sa109,sa110,sa111,sa112,sa113,sa114,sa115,code_upm,est_var,region_h,ponde_f,sum_total,niv_seg,area
07004005400929990351,07,CHIAPAS,004,ALTAMIRANO,0054,PUERTO RICO,1,1,1,1,0,0,0,1,0,,,,,,,,4o04,7001,4,1348.6438214776156,5,2,2
07004005400929990361,07,CHIAPAS,004,ALTAMIRANO,0054,PUERTO RICO,1,0,0,0,1,1,0,0,0,,,,,,,,4o04,7001,4,1348.6438214776156,3,1,2
07004016400929990011,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,0,0,0,0,0,0,0,0,0,,,,,,,,4o04,7001,4,320.8467155934649,0,0,2
07004016400929990021,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,0,0,0,0,0,0,0,0,,,,,,,,4o04,7001,4,320.8467155934649,1,1,2
07004016400929990031,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,3,1,2
07004016400929990041,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,1,1,2
07004016400929990051,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,1,1,2
07004016400929990061,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,0,0,2
07004016400929990071,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,0,0,2
07004016400929990081,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,0,0,0,0,0,0,0,0,,,,,,,,4o04,7001,4,320.8467155934649,1,1,2
07004016400929990091,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,5,1,2
07004016400929990101,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,1,1,1,1,1,1,1,1,0,,,,,,,,4o04,7001,4,320.8467155934649,8,3,2
07004016400929990111,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,0,0,0,0,0,0,0,0,0,,,,,,,,4o04,7001,4,320.8467155934649,0,0,2
07004016400929990121,07,CHIAPAS,004,ALTAMIRANO,0164,CANDELARIA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o04,7001,4,320.8467155934649,0,0,2
07007000100600060011,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o95,7002,4,1467.861092409794,1,1,1
07007000100600060031,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,4o95,7002,4,1467.861092409794,6,2,1
07007000100600060051,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,4o95,7002,4,1467.861092409794,8,2,1
07007000100600060071,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,0,0,0,0,0,0,0,0,0,,,,,,,,4o95,7002,4,1467.861092409794,0,0,1
07007000100600060091,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,4o95,7002,4,1467.861092409794,6,2,1
07007000100600060131,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,0,0,0,0,0,0,0,,,,,,,,4o95,7002,4,1467.861092409794,2,1,1
07007000100600100031,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,0,,,,,,,,4o95,7002,4,915.3041869336936,8,3,1
07007000100600100051,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,0,,,,,,,,4o95,7002,4,915.3041869336936,8,3,1
07007000100600100071,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4o95,7002,4,915.3041869336936,3,1,1
07007000100600100091,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4o95,7002,4,915.3041869336936,12,3,1
07007000100600100101,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,0,,,,,,,,4o95,7002,4,915.3041869336936,8,3,1
07007000100600100121,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,0,,,,,,,,4o95,7002,4,915.3041869336936,8,3,1
07007000100600160011,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,4o95,7002,4,1625.131923739415,12,3,1
07007000100600160071,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4o95,7002,4,1625.131923739415,15,3,1
07007000100600160101,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,4o95,7002,4,1625.131923739415,13,3,1
07007000100600160131,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,4o95,7002,4,1625.131923739415,6,2,1
07007000100600160151,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4o95,7002,4,1625.131923739415,4,1,1
07007000100600160181,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,0,0,0,0,0,0,0,,,,,,,,4o95,7002,4,1625.131923739415,2,1,1
07007000100600160211,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,0,0,0,0,0,0,,,,,,,,4o95,7002,4,1625.131923739415,1,1,1
07007000100600230011,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4o95,7002,4,984.4549153421457,15,3,1
07007000100600230031,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,0,0,0,0,0,0,0,0,0,,,,,,,,4o95,7002,4,984.4549153421457,0,0,1
07007000100600230041,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,0,,,,,,,,4o95,7002,4,984.4549153421457,8,3,1
07007000100600230051,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4o95,7002,4,984.4549153421457,2,1,1
07007000100600230061,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,4o95,7002,4,984.4549153421457,4,1,1
07007000100600230071,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,1,0,0,0,0,0,,,,,,,,4o95,7002,4,984.4549153421457,2,1,1
07007000100600230091,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4o95,7002,4,984.4549153421457,15,3,1
07007000100600370011,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,4o95,7002,4,1731.118788331116,12,3,1
07007000100600370041,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o95,7002,4,1731.118788331116,1,1,1
07007000100600370071,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4o95,7002,4,1731.118788331116,3,1,1
07007000100600370091,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,0,0,0,1,0,0,0,0,0,,,,,,,,4o95,7002,4,1731.118788331116,1,1,1
07007000100600370121,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,1,1,0,0,1,0,0,,,,,,,,4o95,7002,4,1731.118788331116,4,2,1
07007000100600370171,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,0,0,0,0,0,0,0,0,0,,,,,,,,4o95,7002,4,1731.118788331116,0,0,1
07007000100600570011,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4o95,7002,4,11375.923466175906,2,1,1
07007000100600570021,07,CHIAPAS,007,AMATENANGO DEL V,0001,AMATENANGO DEL VALLE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o95,7002,4,11375.923466175906,2,1,1
07014000100460040021,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,1,0,0,0,0,0,,,,,,,,4o40,7002,4,1566.5206084570098,2,1,1
07014000100460040041,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,0,0,0,0,0,0,,,,,,,,4o40,7002,4,1566.5206084570098,0,0,1
07014000100460040081,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,1566.5206084570098,1,1,1
07014000100460040101,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,1566.5206084570098,1,1,1
07014000100460040121,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,1,0,0,0,0,0,,,,,,,,4o40,7002,4,1566.5206084570098,3,1,1
07014000100460040141,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,1566.5206084570098,2,1,1
07014000100460040161,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,1,0,0,0,0,0,,,,,,,,4o40,7002,4,1566.5206084570098,2,1,1
07014000100460110031,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,1,0,0,0,0,0,,,,,,,,4o40,7002,4,734.4649616511629,2,1,1
07014000100460110081,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4o40,7002,4,734.4649616511629,4,1,1
07014000100460110231,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,734.4649616511629,0,0,1
07014000100460110271,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,734.4649616511629,4,1,1
07014000100460110371,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4o40,7002,4,734.4649616511629,14,3,1
07014000100460130041,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,4o40,7002,4,948.6780941106983,9,2,1
07014000100460130151,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,4o40,7002,4,948.6780941106983,6,2,1
07014000100460130211,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4o40,7002,4,948.6780941106983,14,3,1
07014000100460130261,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,948.6780941106983,0,0,1
07014000100460130321,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,948.6780941106983,1,1,1
07014000100460130431,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,1,1,1,1,0,,,,,,,,4o40,7002,4,948.6780941106983,8,3,1
07014000100460250011,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,1111.1367106497396,2,1,1
07014000100460250021,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,1,1,1,1,0,,,,,,,,4o40,7002,4,1111.1367106497396,8,3,1
07014000100460250031,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,1111.1367106497396,2,1,1
07014000100460250041,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,4o40,7002,4,1111.1367106497396,9,2,1
07014000100460250051,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,1,1,1,1,1,1,1,0,,,,,,,,4o40,7002,4,1111.1367106497396,7,3,1
07014000100460250061,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,4o40,7002,4,1111.1367106497396,7,2,1
07014000100460250071,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,1,1,1,1,0,0,,,,,,,,4o40,7002,4,1111.1367106497396,6,2,1
07014000100460250081,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,4o40,7002,4,1111.1367106497396,6,2,1
07014000100460390011,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4o40,7002,4,597.2359819742351,2,1,1
07014000100460390021,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4o40,7002,4,597.2359819742351,3,1,1
07014000100460390041,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,4o40,7002,4,597.2359819742351,12,3,1
07014000100460390051,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,597.2359819742351,1,1,1
07014000100460390061,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4o40,7002,4,597.2359819742351,3,1,1
07014000100460390071,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o40,7002,4,597.2359819742351,0,0,1
07014000100460390081,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4o40,7002,4,597.2359819742351,3,1,1
07014000100460520021,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,1,1,1,1,0,,,,,,,,4o40,7002,4,25083.91124291787,8,3,1
07014000100460520031,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4o40,7002,4,25083.91124291787,9,2,1
07020074302029990011,07,CHIAPAS,020,LA CONCORDIA,0743,SAN SALVADOR,1,1,1,1,1,1,0,0,0,,,,,,,,4o03,7001,4,19823.425198854566,6,2,2
07020074302029990021,07,CHIAPAS,020,LA CONCORDIA,0743,SAN SALVADOR,1,1,1,1,1,1,1,0,0,,,,,,,,4o03,7001,4,19823.425198854566,7,3,2
07020074302029990031,07,CHIAPAS,020,LA CONCORDIA,0743,SAN SALVADOR,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,4o03,7001,4,19823.425198854566,10,2,2
07020074302029990041,07,CHIAPAS,020,LA CONCORDIA,0743,SAN SALVADOR,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,19823.425198854566,2,1,2
07020113502029990011,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),0,0,0,0,0,0,1,0,0,,,,,,,,4o03,7001,4,2764.7471577150104,1,1,2
07020113502029990021,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,0,0,0,0,1,0,0,,,,,,,,4o03,7001,4,2764.7471577150104,2,1,2
07020113502029990031,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,2,1,2
07020113502029990041,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,2,1,2
07020113502029990051,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,1,1,2
07020113502029990061,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,4o03,7001,4,2764.7471577150104,11,3,2
07020113502029990071,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,2,1,2
07020113502029990081,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,1,1,0,0,0,0,0,,,,,,,,4o03,7001,4,2764.7471577150104,3,1,2
07020113502029990091,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,0,0,2
07020113502029990101,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,0,1,1,0,1,1,0,,,,,,,,4o03,7001,4,2764.7471577150104,5,2,2
07020113502029990111,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,0,0,2
07020113502029990121,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),0,0,0,0,0,0,0,0,0,,,,,,,,4o03,7001,4,2764.7471577150104,0,0,2
07020113502029990131,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,1,1,2
07020113502029990141,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,0,0,2
07020113502029990151,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,4o03,7001,4,2764.7471577150104,9,2,2
07020113502029990161,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,4o03,7001,4,2764.7471577150104,9,2,2
07020113502029990171,07,CHIAPAS,020,LA CONCORDIA,1135,EL RAMAL (PORVENIR),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o03,7001,4,2764.7471577150104,0,0,2
07027062204680090101,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,3841.047099755865,1,1,1
07027062204680090161,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,3841.047099755865,1,1,1
07027062204680090191,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,4o76,7002,4,3841.047099755865,7,2,1
07027062204680140011,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4o76,7002,4,7367.087691330693,4,1,1
07027062204680140101,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,7367.087691330693,1,1,1
07027062204680140141,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,4o76,7002,4,7367.087691330693,10,2,1
07027062204680140181,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,7367.087691330693,0,0,1
07027062204680200051,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,4o76,7002,4,5190.604188859277,11,3,1
07027062204680200211,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,1,1,1,1,1,0,0,0,,,,,,,,4o76,7002,4,5190.604188859277,6,2,1
07027062204680250051,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,4867.686416741303,1,1,1
07027062204680250081,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,4867.686416741303,3,1,1
07027062204680250111,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,0,0,0,0,0,0,0,0,,,,,,,,4o76,7002,4,4867.686416741303,1,1,1
07027062204680330081,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o76,7002,4,13718.025356270948,0,0,1
07027062204680330151,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,0,0,0,0,0,0,0,0,0,,,,,,,,4o76,7002,4,13718.025356270948,0,0,1
07027062204680390041,07,CHIAPAS,027,CHIAPA DE CORZO,0622,JARDÍNES DEL GRIJALVA,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,4o76,7002,4,3810.5625989641526,12,3,1
07030004201810010011,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,2718.45343519307,0,0,1
07030004201810010021,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,0,0,0,0,0,0,,,,,,,,4o41,7002,4,2718.45343519307,0,0,1
07030004201810010031,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,2718.45343519307,1,1,1
07030004201810010041,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,1,0,0,0,0,0,,,,,,,,4o41,7002,4,2718.45343519307,2,1,1
07030004201810010051,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,0,0,0,0,0,0,,,,,,,,4o41,7002,4,2718.45343519307,1,1,1
07030004201810010061,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,2718.45343519307,1,1,1
07030004201810060011,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4o41,7002,4,2861.529931782178,1,1,1
07030004201810060021,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,2861.529931782178,2,1,1
07030004201810060031,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4o41,7002,4,2861.529931782178,3,1,1
07030004201810060041,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,1,0,0,1,0,0,,,,,,,,4o41,7002,4,2861.529931782178,3,1,1
07030004201810060051,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,0,0,0,0,0,0,,,,,,,,4o41,7002,4,2861.529931782178,0,0,1
07030004201810060061,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,2861.529931782178,0,0,1
07030004201810070021,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,1,1,0,1,0,0,0,,,,,,,,4o41,7002,4,545.0533203394625,4,2,1
07030004201810070031,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,4o41,7002,4,545.0533203394625,7,2,1
07030004201810070041,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,4o41,7002,4,545.0533203394625,5,1,1
07030004201810070051,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,0,0,0,0,0,0,0,0,,,,,,,,4o41,7002,4,545.0533203394625,0,0,1
07030004201810070061,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,0,1,1,1,0,0,0,1,0,,,,,,,,4o41,7002,4,545.0533203394625,4,2,1
07030004201810070071,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,545.0533203394625,1,1,1
07030004201810070081,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,1,0,0,0,0,0,,,,,,,,4o41,7002,4,545.0533203394625,2,1,1
07030004201810110011,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4o41,7002,4,1262.9284251768036,2,1,1
07030004201810110021,07,CHIAPAS,030,CHICOMUSELO,0042,PABLO L. SIDAR,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4o41,7002,4,1262.9284251768036,2,1,1
