folio_sel,folio,code_upm,ponde_f,sexo,edad,rural,intp,dias1,gpo_diversidad1,recomendable1,dias2,gpo_diversidad2,recomendable2,dias3,gpo_diversidad3,recomendable3,dias4,gpo_diversidad4,recomendable4,dias5,gpo_diversidad5,recomendable5,dias6,gpo_diversidad6,recomendable6,dias7,gpo_diversidad7,recomendable7,dias8,gpo_diversidad8,recomendable8,dias9,gpo_diversidad9,recomendable9,dias10,gpo_diversidad10,recomendable10,dias11,gpo_diversidad11,recomendable11,dias12,gpo_diversidad12,recomendable12,dias13,gpo_diversidad13,recomendable13,est_var,region_h,diversidad
14104000200459990101,14104000200459990101.01,2o15,631.9400024414062,1,52,1,1,5,0,1,11,1,1,,0,,,0,,,0,,,0,,1,0,0,1,0,0,7,1,1,,0,,3,1,1,1,0,1,1,0,1,211,2,3
14104000200459990111,14104000200459990111.01,2o15,449.510009765625,2,58,1,1,5,0,1,,0,,,0,,,0,,,0,,,0,,7,1,0,8,1,0,7,1,1,7,1,0,,0,,,0,,2,0,1,211,2,4
14104000200459990121,14104000200459990121.03,2o15,1895.8199462890625,1,39,1,3,2,0,1,7,1,1,,0,,,0,,1,0,0,,0,,,0,,1,0,0,7,1,1,,0,,6,1,1,,0,,1,0,1,211,2,3
14104000200459990131,14104000200459990131.01,2o15,1030.780029296875,1,79,1,1,,0,,7,1,1,,0,,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,,0,,,0,,3,0,1,211,2,3
14104000200459990141,14104000200459990141.01,2o15,449.510009765625,2,52,1,1,12,1,1,10,1,1,3,1,1,,0,,,0,,3,1,0,3,1,0,4,1,0,7,1,1,1,0,0,12.5,1,1,,0,,11.5,1,1,211,2,9
14104000200459990151,14104000200459990151.02,2o15,2247.56005859375,2,51,1,2,9,1,1,7,1,1,,0,,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,1,0,1,3,1,1,2,0,1,211,2,5
14104008400459990011,14104008400459990011.02,2o15,5144.41015625,2,47,1,2,1,0,1,3,1,1,,0,,,0,,,0,,,0,,1,0,0,4,1,0,7,1,1,,0,,3,1,1,,0,,4,0,1,211,2,4
14104008400459990021,14104008400459990021.01,2o15,2572.199951171875,2,45,1,1,6,0,1,8.5,1,1,1,0,1,,0,,,0,,3,1,0,,0,,3,1,0,7,1,1,,0,,10,1,1,,0,,1,0,1,211,2,5
14104008400459990031,14104008400459990031.01,2o15,4182.14013671875,2,20,1,1,6,0,1,1,0,1,3,1,1,1,0,0,1,0,0,1,0,0,7,1,0,7,1,0,7,1,1,,0,,,0,,3,1,1,2,0,1,211,2,5
14104008400459990041,14104008400459990041.01,2o15,3616.10009765625,1,49,1,1,7,1,1,7,1,1,4,1,1,,0,,,0,,,0,,4,1,0,7,1,0,7,1,1,,0,,3,1,1,3,1,1,3,0,1,211,2,8
14104008400459990051,14104008400459990051.01,2o15,2622.669921875,2,67,1,1,4,0,1,,0,,1,0,1,,0,,1,0,0,2,0,0,,0,,14,1,0,7,1,1,1,0,0,,0,,,0,,,0,,211,2,2
14104008400459990061,14104008400459990061.01,2o15,4182.14013671875,2,29,1,1,7,1,1,6.5,1,1,4,1,1,,0,,1,0,0,3,1,0,3,1,0,8.5,1,0,7,1,1,,0,,3,1,1,1,0,1,23,1,1,211,2,9
14104008400459990071,14104008400459990071.01,2o15,4182.14013671875,2,26,1,1,3,0,1,14,1,1,,0,,,0,,,0,,,0,,7,1,0,7,1,0,7,1,1,,0,,,0,,,0,,4,0,1,211,2,4
14104008400459990081,14104008400459990081.01,2o15,2572.199951171875,2,56,1,1,1,0,1,7,1,1,1,0,1,,0,,,0,,,0,,,0,,3,1,0,,0,,,0,,1,0,1,1,0,1,,0,,211,2,2
14104008400459990091,14104008400459990091.02,2o15,8364.26953125,2,28,1,2,20,1,1,10,1,1,,0,,,0,,1,0,0,5.5,1,0,6,1,0,10,1,0,7,1,1,3,1,0,,0,,1,0,1,16,1,1,211,2,8
14104008400459990101,14104008400459990101.01,2o15,2572.199951171875,2,36,1,1,12,1,1,10,1,1,5,1,1,,0,,1,0,0,2,0,0,,0,,7,1,0,7,1,1,,0,,4,1,1,1,0,1,9,1,1,211,2,7
14104008400459990111,14104008400459990111.02,2o15,7868.009765625,2,76,1,2,4,0,1,7,1,1,1,0,1,,0,,,0,,1,0,0,7,1,0,7,1,0,7,1,1,,0,,7,1,1,,0,,10,1,1,211,2,6
14104008400459990121,14104008400459990121.01,2o15,7232.2001953125,1,56,1,1,9,1,1,7,1,1,3,1,1,,0,,1,0,0,,0,,14,1,0,17,1,0,,0,,5.5,1,0,7,1,1,3,1,1,15.5,1,1,211,2,9
14104008400459990131,14104008400459990131.01,2o15,2949.169921875,1,85,1,1,6,0,1,4,1,1,7,1,1,,0,,1,0,0,,0,,7,1,0,13,1,0,7,1,1,,0,,3,1,1,1,0,1,10,1,1,211,2,7
14104008400459990141,14104008400459990141.01,2o15,2622.669921875,2,70,1,1,9,1,1,7,1,1,6,1,1,,0,,,0,,6,1,0,,0,,,0,,7,1,1,,0,,6,1,1,3,1,1,18,1,1,211,2,8
14104008400459990151,14104008400459990151.02,2o15,10848.2998046875,1,48,1,2,7,1,1,7,1,1,,0,,,0,,2,0,0,,0,,1,0,0,7,1,0,7,1,1,,0,,7,1,1,,0,,4,0,1,211,2,5
14120021801239990011,14120021801239990011.01,2o37,2274.530029296875,1,64,1,1,22.5,1,1,14,1,1,2,0,1,,0,,1,0,0,2,0,0,6,1,0,5.5,1,0,7,1,1,,0,,1,0,1,,0,,4,0,1,212,2,5
14120021801239990021,14120021801239990021.02,2o37,3530.1201171875,2,33,1,2,4,0,1,7,1,1,2,0,1,,0,,,0,,10,1,0,6,1,0,14,1,0,7,1,1,,0,,3,1,1,3,1,1,,0,,212,2,7
14120021801239990031,14120021801239990031.01,2o37,1765.06005859375,2,33,1,1,4,0,1,7,1,1,5,1,1,3,1,0,1,0,0,3,1,0,,0,,11,1,0,7,1,1,1,0,0,4,1,1,,0,,6,0,1,212,2,7
14120021801239990041,14120021801239990041.01,2o37,1765.06005859375,2,25,1,1,14,1,1,3,1,1,6,1,1,1,0,0,1,0,0,12,1,0,7,1,0,3,1,0,7,1,1,1,0,0,10,1,1,,0,,,0,,212,2,8
14120021801239990051,14120021801239990051.04,2o37,4953.1298828125,1,22,1,4,7,1,1,1,0,1,2,0,1,1,0,0,,0,,1,0,0,1,0,0,8,1,0,7,1,1,5.5,1,0,3,1,1,3,1,1,3,0,1,212,2,6
14120021801239990061,14120021801239990061.02,2o37,3530.1201171875,2,26,1,2,11.5,1,1,4,1,1,1,0,1,,0,,4,1,0,,0,,3,1,0,3,1,0,7,1,1,,0,,,0,,,0,,2,0,1,212,2,6
14120021801239990071,14120021801239990071.02,2o37,1539.1600341796875,2,39,1,2,2,0,1,8.5,1,1,5,1,1,,0,,1,0,0,,0,,,0,,10,1,0,5.5,0,1,,0,,6,1,1,,0,,6,0,1,212,2,4
14120021801239990081,14120021801239990081.01,2o37,2274.530029296875,1,45,1,1,7,1,1,,0,,4,1,1,,0,,,0,,3,1,0,6,1,0,13,1,0,7,1,1,3,1,0,,0,,3,1,1,6,0,1,212,2,8
14120021801239990091,14120021801239990091.02,2o37,3530.1201171875,2,20,1,2,10,1,1,3,1,1,3,1,1,6,1,0,4,1,0,7,1,0,6,1,0,6,1,0,7,1,1,3,1,0,,0,,1,0,1,7,1,1,212,2,11
14120021801239990101,14120021801239990101.02,2o37,3530.1201171875,2,34,1,2,3,0,1,7,1,1,1,0,1,,0,,,0,,3,1,0,,0,,21,1,0,7,1,1,,0,,7,1,1,3,1,1,2,0,1,212,2,6
14120021801239990111,14120021801239990111.02,2o37,1539.1600341796875,2,64,1,2,,0,,7,1,1,1,0,1,,0,,,0,,,0,,,0,,7,1,0,7,1,1,,0,,,0,,,0,,3,0,1,212,2,3
14120021801239990121,14120021801239990121.01,2o37,1765.06005859375,2,27,1,1,14,1,1,7,1,1,,0,,1,0,0,,0,,15.5,1,0,8.5,1,0,11,1,0,7,1,1,,0,,10,1,1,,0,,9,1,1,212,2,8
14120035601239990011,14120035601239990011.01,2o37,566.9299926757812,1,90,1,1,2,0,1,3,1,1,7,1,1,,0,,,0,,,0,,3,1,0,14,1,0,7,1,1,,0,,1,0,1,,0,,5,0,1,212,2,5
14120035601239990041,14120035601239990041.01,2o37,323.9800109863281,2,50,1,1,13,1,1,6,1,1,3,1,1,,0,,,0,,4,1,0,,0,,,0,,7,1,1,1,0,0,1,0,1,3,1,1,12.5,1,1,212,2,7
14120035601239990051,14120035601239990051.02,2o37,647.969970703125,2,60,1,2,14.5,1,1,6,1,1,3,1,1,,0,,1,0,0,2,0,0,6,1,0,6,1,0,7,1,1,,0,,9,1,1,3,1,1,4,0,1,212,2,8
14120035601239990071,14120035601239990071.01,2o37,566.9299926757812,1,78,1,1,4,0,1,7,1,1,3,1,1,,0,,,0,,1,0,0,7,1,0,10,1,0,7,1,1,7,1,0,,0,,,0,,9,1,1,212,2,7
14120035601239990081,14120035601239990081.01,2o37,957.5599975585938,1,52,1,1,7,1,1,1,0,1,1,0,1,,0,,,0,,,0,,1,0,0,3,1,0,7,1,1,,0,,,0,,,0,,,0,,212,2,3
14120035601239990101,14120035601239990101.03,2o37,1619.9200439453125,2,44,1,3,14,1,1,7,1,1,3,1,1,,0,,3,1,0,3,1,0,,0,,8,1,0,7,1,1,7,1,0,3,1,1,3,1,1,13,1,1,212,2,11
14120035601239990111,14120035601239990111.01,2o37,323.9800109863281,2,53,1,1,21,1,1,8,1,1,4,1,1,,0,,1,0,0,1,0,0,,0,,,0,,7,1,1,,0,,9.5,1,1,,0,,22.5,1,1,212,2,6
14120074801239990041,14120074801239990041.03,2o37,9472.8701171875,1,20,1,3,3,0,1,3,1,1,4,1,1,,0,,2,0,0,1,0,0,4,1,0,3,1,0,7,1,1,,0,,6,1,1,,0,,,0,,212,2,6
14120074801239990061,14120074801239990061.01,2o37,3434,1,65,1,1,3,0,1,4,1,1,4,1,1,,0,,,0,,,0,,,0,,,0,,7,1,1,,0,,7,1,1,3,1,1,10,1,1,212,2,6
14120074801239990101,14120074801239990101.02,2o37,5915.7099609375,2,73,1,2,20,1,1,6,1,1,3,1,1,,0,,2,0,0,,0,,,0,,,0,,7,1,1,,0,,16,1,1,3,1,1,4,0,1,212,2,6
14120074801239990111,14120074801239990111.02,2o37,9001.7998046875,2,32,1,2,16,1,1,9,1,1,5,1,1,3,1,0,1,0,0,8,1,0,10,1,0,3,1,0,7,1,1,7,1,0,6,1,1,3,1,1,14,1,1,212,2,12
15010000400419990011,15010000400419990011.03,2o23,24687.919921875,1,20,1,3,4,0,1,4,1,1,2,0,1,,0,,2,0,0,2,0,0,,0,,12,1,0,7,1,1,3,1,0,1,0,1,1,0,1,1,0,1,211,2,4
15010000400419990021,15010000400419990021.01,2o23,12343.9599609375,1,23,1,1,6,0,1,,0,,4,1,1,,0,,,0,,1,0,0,3,1,0,7,1,0,7,1,1,,0,,1,0,1,,0,,7,1,1,211,2,5
15010000400419990041,15010000400419990041.03,2o23,18515.939453125,1,20,1,3,15,1,1,3,1,1,1,0,1,,0,,,0,,,0,,,0,,8,1,0,7,1,1,,0,,1,0,1,,0,,17.5,1,1,211,2,5
15010000400419990051,15010000400419990051.02,2o23,8276.73046875,2,22,1,2,13,1,1,1,0,1,2,0,1,,0,,1,0,0,,0,,3,1,0,1,0,0,7,1,1,,0,,3,1,1,3,1,1,14,1,1,211,2,6
15010000400419990061,15010000400419990061.02,2o23,4994.77978515625,2,54,1,2,13,1,1,3,1,1,3,1,1,,0,,1,0,0,,0,,,0,,,0,,7,1,1,,0,,3,1,1,1,0,1,11,1,1,211,2,6
15010000400419990071,15010000400419990071.02,2o23,8276.73046875,2,29,1,2,11,1,1,,0,,1,0,1,1,0,0,1,0,0,,0,,3,1,0,4,1,0,7,1,1,3,1,0,6.5,1,1,1,0,1,9,1,1,211,2,7
15010000400419990081,15010000400419990081.01,2o23,6325.56005859375,1,38,1,1,3,0,1,10,1,1,10,1,1,,0,,3,1,0,12,1,0,10,1,0,10,1,0,7,1,1,3,1,0,3,1,1,3,1,1,9,1,1,211,2,11
15010000400419990091,15010000400419990091.02,2o23,8276.73046875,2,29,1,2,3,0,1,3,1,1,4,1,1,4,1,0,1,0,0,,0,,,0,,3,1,0,3,0,1,3,1,0,6,1,1,4,1,1,14,1,1,211,2,8
15010000400419990111,15010000400419990111.02,2o23,8276.73046875,2,31,1,2,27,1,1,,0,,3,1,1,,0,,,0,,1,0,0,7,1,0,1,0,0,7,1,1,7,1,0,1,0,1,1,0,1,4,0,1,211,2,5
15010000400419990121,15010000400419990121.01,2o23,4994.77978515625,2,58,1,1,8,1,1,8,1,1,,0,,3,1,0,1,0,0,3,1,0,,0,,14,1,0,7,1,1,,0,,3,1,1,3,1,1,4,0,1,211,2,8
15010000400419990131,15010000400419990131.02,2o23,4994.77978515625,2,44,1,2,6,0,1,6,1,1,6,1,1,3,1,0,1,0,0,7,1,0,3,1,0,8,1,0,7,1,1,,0,,1,0,1,1,0,1,,0,,211,2,7
15010000400419990141,15010000400419990141.01,2o23,12343.9599609375,1,20,1,1,,0,,,0,,2,0,1,,0,,1,0,0,5,1,0,3,1,0,3,1,0,7,1,1,3,1,0,1,0,1,,0,,1,0,1,211,2,5
15010000400419990151,15010000400419990151.01,2o23,2497.389892578125,2,46,1,1,28.5,1,1,9.5,1,1,2,0,1,,0,,3,1,0,13,1,0,,0,,3,1,0,7,1,1,3,1,0,3,1,1,,0,,8,1,1,211,2,9
15010000900419990011,15010000900419990011.02,2o23,2023.550048828125,1,35,1,2,18,1,1,3,1,1,1,0,1,,0,,,0,,,0,,7,1,0,5.5,1,0,7,1,1,,0,,10,1,1,1,0,1,9,1,1,211,2,7
15010000900419990031,15010000900419990031.02,2o23,2647.72998046875,2,20,1,2,1,0,1,,0,,1,0,1,1,0,0,1,0,0,8.5,1,0,,0,,6,1,0,7,1,1,3,1,0,8.5,1,1,1,0,1,20,1,1,211,2,6
15010000900419990041,15010000900419990041.02,2o23,1597.8299560546875,2,53,1,2,3,0,1,1,0,1,,0,,,0,,,0,,1,0,0,1,0,0,3,1,0,7,1,1,,0,,3,1,1,,0,,10,1,1,211,2,4
15010000900419990081,15010000900419990081.02,2o23,2647.72998046875,2,27,1,2,13,1,1,7,1,1,4,1,1,,0,,,0,,,0,,,0,,1,0,0,7,1,1,5.5,1,0,3,1,1,,0,,6,0,1,211,2,6
15010000900419990101,15010000900419990101.02,2o23,1597.8299560546875,2,46,1,2,4,0,1,1,0,1,,0,,,0,,,0,,1,0,0,,0,,3,1,0,7,1,1,,0,,8,1,1,1,0,1,13,1,1,211,2,4
15010000900419990111,15010000900419990111.01,2o23,3948.840087890625,1,24,1,1,27.5,1,1,3,1,1,3,1,1,,0,,6,1,0,11.5,1,0,7,1,0,17,1,0,7,1,1,10,1,0,6,1,1,,0,,19,1,1,211,2,11
15010000900419990121,15010000900419990121.01,2o23,793.6300048828125,2,66,1,1,3,0,1,7,1,1,,0,,,0,,,0,,,0,,,0,,,0,,7,1,1,7,1,0,,0,,,0,,3,0,1,211,2,3
15010000900419990131,15010000900419990131.01,2o23,2023.550048828125,1,40,1,1,3,0,1,3,1,1,4,1,1,1,0,0,2,0,0,3,1,0,3,1,0,7,1,0,7,1,1,3,1,0,,0,,1,0,1,5,0,1,211,2,7
15010000900419990151,15010000900419990151.01,2o23,2023.550048828125,1,59,1,1,1,0,1,,0,,4,1,1,,0,,1,0,0,4,1,0,3,1,0,6,1,0,7,1,1,3,1,0,,0,,,0,,,0,,211,2,6
15010002400419990011,15010002400419990011.01,2o23,339.6199951171875,2,54,1,1,38,1,1,,0,,,0,,,0,,2,0,0,18,1,0,,0,,6,1,0,7,1,1,,0,,14,1,1,,0,,4,0,1,211,2,5
15010002400419990021,15010002400419990021.02,2o23,1125.5400390625,2,34,1,2,,0,,6,1,1,4,1,1,,0,,,0,,2,0,0,3,1,0,14,1,0,7,1,1,3,1,0,,0,,,0,,12,1,1,211,2,7
15010002400419990031,15010002400419990031.02,2o23,1018.8499755859375,2,38,1,2,3,0,1,,0,,,0,,,0,,1,0,0,1,0,0,,0,,13.5,1,0,7,1,1,,0,,,0,,,0,,4,0,1,211,2,2
15010002400419990041,15010002400419990041.01,2o23,839.3200073242188,1,21,1,1,7,1,1,,0,,4,1,1,1,0,0,1,0,0,7,1,0,1,0,0,7,1,0,5.5,0,1,,0,,,0,,,0,,6,0,1,211,2,4
15010002400419990061,15010002400419990061.01,2o23,860.2000122070312,1,41,1,1,1,0,1,8,1,1,6.5,1,1,1,0,0,1,0,0,6,1,0,3,1,0,7,1,0,7,1,1,2,0,0,1,0,1,1,0,1,7,1,1,211,2,7
15010002400419990071,15010002400419990071.02,2o23,679.22998046875,2,35,1,2,6,0,1,6,1,1,1,0,1,,0,,,0,,,0,,5.5,1,0,8,1,0,7,1,1,,0,,6,1,1,3,1,1,6.5,0,1,211,2,6
15010002400419990091,15010002400419990091.02,2o23,679.22998046875,2,48,1,2,2,0,1,4,1,1,2,0,1,,0,,3,1,0,2,0,0,,0,,6,1,0,7,1,1,,0,,1,0,1,1,0,1,9,1,1,211,2,5
15010002400419990131,15010002400419990131.02,2o23,679.22998046875,2,49,1,2,17,1,1,3,1,1,4,1,1,,0,,2,0,0,8,1,0,,0,,,0,,7,1,1,,0,,8,1,1,4,1,1,16,1,1,211,2,8
15010002400419990141,15010002400419990141.01,2o23,1290.300048828125,1,57,1,1,9,1,1,5.5,1,1,7,1,1,,0,,4,1,0,3,1,0,8,1,0,7,1,0,7,1,1,5.5,1,0,1,0,1,1,0,1,,0,,211,2,9
15010002400419990151,15010002400419990151.01,2o23,860.2000122070312,1,56,1,1,3,0,1,7,1,1,6,1,1,1,0,0,,0,,,0,,,0,,,0,,7,1,1,,0,,3,1,1,3,1,1,10,1,1,211,2,6
15011002903200070011,15011002903200070011.01,2o45,54147.73828125,1,29,2,1,2,0,1,4,1,1,4,1,1,,0,,,0,,3,1,0,1,0,0,10,1,0,7,1,1,,0,,,0,,3,1,1,1,0,1,221,2,6
15011002903200070021,15011002903200070021.02,2o45,22978,2,49,2,2,18,1,1,8.5,1,1,,0,,,0,,,0,,7,1,0,3,1,0,3,1,0,7,1,1,3,1,0,,0,,5.5,1,1,4,0,1,221,2,8
15011002903200070031,15011002903200070031.01,2o45,40352.0390625,1,64,2,1,8.5,1,1,5.5,1,1,3,1,1,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,,0,,5.5,1,1,4,0,1,221,2,6
15011002903200120021,15011002903200120021.01,2o45,17636.6796875,2,29,2,1,6,0,1,,0,,2,0,1,,0,,,0,,3,1,0,3,1,0,7,1,0,7,1,1,,0,,7,1,1,,0,,1,0,1,221,2,5
15011002903200120061,15011002903200120061.03,2o45,11757.7900390625,2,20,2,3,11,1,1,3,1,1,,0,,,0,,,0,,,0,,7,1,0,18,1,0,7,1,1,,0,,1,0,1,7,1,1,10,1,1,221,2,7
15011002903200200011,15011002903200200011.04,2o45,26807.669921875,2,45,2,4,8,1,1,,0,,2,0,1,,0,,,0,,5,1,0,,0,,7,1,0,7,1,1,,0,,7,1,1,1,0,1,5,0,1,221,2,5
15011002903200200041,15011002903200200041.01,2o45,13414.0302734375,1,72,2,1,4,0,1,,0,,,0,,,0,,1,0,0,1,0,0,3,1,0,15,1,0,7,1,1,6,1,0,1,0,1,,0,,,0,,221,2,4
15011002903200200051,15011002903200200051.02,2o45,13403.83984375,2,36,2,2,1,0,1,1,0,1,2,0,1,,0,,,0,,2,0,0,3,1,0,6,1,0,7,1,1,1,0,0,6,1,1,,0,,5,0,1,221,2,4
15011002903200200061,15011002903200200061.03,2o45,28292.1796875,2,22,2,3,8.5,1,1,,0,,4,1,1,5.5,1,0,,0,,2,0,0,3,1,0,8,1,0,7,1,1,,0,,11,1,1,,0,,20.5,1,1,221,2,8
15011002903200240011,15011002903200240011.01,2o45,7828.25,1,75,2,1,7,1,1,,0,,11,1,1,,0,,,0,,4,1,0,3,1,0,3,1,0,7,1,1,7,1,0,,0,,1,0,1,2,0,1,221,2,7
15011002903200240021,15011002903200240021.01,2o45,15644.599609375,2,38,2,1,,0,,8.5,1,1,6,1,1,,0,,,0,,3,1,0,4,1,0,14,1,0,7,1,1,3,1,0,,0,,,0,,4,0,1,221,2,7
15011002903200300011,15011002903200300011.02,2o45,18716.189453125,2,67,2,2,7,1,1,,0,,1,0,1,,0,,1,0,0,,0,,3,1,0,8,1,0,7,1,1,3,1,0,3,1,1,,0,,25,1,1,221,2,7
15011002903200300071,15011002903200300071.01,2o45,24991.26953125,1,34,2,1,2,0,1,3,1,1,1,0,1,1,0,0,,0,,1,0,0,1,0,0,4,1,0,3,0,1,3,1,0,4,1,1,,0,,,0,,221,2,4
15011002903200300081,15011002903200300081.01,2o45,24991.26953125,1,28,2,1,18,1,1,3,1,1,12,1,1,3,1,0,1,0,0,27,1,0,9,1,0,9,1,0,7,1,1,1,0,0,3,1,1,1,0,1,17,1,1,221,2,10
15011002903200390101,15011002903200390101.01,2o45,11988.51953125,2,60,2,1,6,0,1,3,1,1,5,1,1,,0,,3,1,0,3,1,0,,0,,14,1,0,7,1,1,3,1,0,,0,,,0,,4,0,1,221,2,7
15013000101470010071,15013000101470010071.01,3o40,972.9199829101562,2,46,2,1,,0,,,0,,1,0,1,,0,,,0,,1,0,0,4,1,0,8,1,0,3,0,1,1,0,0,,0,,,0,,10,1,1,15000,3,3
15013000101470010101,15013000101470010101.02,3o40,3206.22998046875,1,63,2,2,1,0,1,4,1,1,3,1,1,6,1,0,,0,,1,0,0,1,0,0,10.5,1,0,7,1,1,,0,,5.5,1,1,7,1,1,6,0,1,15000,3,7
15013000101470030021,15013000101470030021.01,3o40,3314.0400390625,2,69,2,1,8,1,1,,0,,3,1,1,,0,,,0,,,0,,3,1,0,,0,,7,1,1,,0,,4,1,1,,0,,6,0,1,15000,3,5
15013000101470050041,15013000101470050041.01,3o40,5095.72998046875,1,27,2,1,19,1,1,,0,,4,1,1,3,1,0,2,0,0,1,0,0,,0,,1,0,0,7,1,1,,0,,9.5,1,1,,0,,13,1,1,15000,3,6
15013000101470050091,15013000101470050091.02,3o40,5203.2998046875,2,55,2,2,7,1,1,3,1,1,5,1,1,,0,,1,0,0,6.5,1,0,12,1,0,,0,,7,1,1,1,0,0,6,1,1,,0,,20,1,1,15000,3,8
15013000101470080061,15013000101470080061.02,3o40,2818.699951171875,2,39,2,2,8,1,1,,0,,3,1,1,,0,,3,1,0,4,1,0,,0,,1,0,0,7,1,1,,0,,,0,,,0,,3,0,1,15000,3,5
15013000101470080101,15013000101470080101.01,3o40,1409.3499755859375,2,63,2,1,21,1,1,6,1,1,9,1,1,,0,,1,0,0,,0,,3,1,0,17,1,0,7,1,1,3,1,0,3,1,1,1,0,1,12,1,1,15000,3,9
15013000101470080151,15013000101470080151.01,3o40,2013.0799560546875,2,86,2,1,8,1,1,3,1,1,1,0,1,,0,,,0,,1,0,0,,0,,18,1,0,7,1,1,,0,,1,0,1,,0,,,0,,15000,3,4
15013000101470080241,15013000101470080241.01,3o40,1409.3499755859375,2,38,2,1,7,1,1,3,1,1,1,0,1,,0,,2,0,0,,0,,3,1,0,7,1,0,7,1,1,,0,,3,1,1,,0,,5,0,1,15000,3,6
15013000101470100321,15013000101470100321.01,3o40,4871.830078125,2,45,2,1,13,1,1,7,1,1,1,0,1,,0,,,0,,5,1,0,6,1,0,,0,,7,1,1,,0,,7,1,1,5.5,1,1,3,0,1,15000,3,7
15013000101470160021,15013000101470160021.01,3o40,3491.8701171875,1,21,2,1,9,1,1,3,1,1,3,1,1,,0,,1,0,0,1,0,0,4,1,0,7,1,0,3,0,1,,0,,3,1,1,,0,,1,0,1,15000,3,6
15013000101470160201,15013000101470160201.02,3o40,2377.050048828125,2,43,2,2,14,1,1,3,1,1,4,1,1,,0,,3,1,0,1,0,0,6,1,0,20,1,0,7,1,1,,0,,6,1,1,3,1,1,21,1,1,15000,3,10
15026000601119990011,15026000601119990011.03,2o21,3971.56005859375,2,26,1,3,19,1,1,1,0,1,1,0,1,1,0,0,4,1,0,3,1,0,4,1,0,14,1,0,7,1,1,3,1,0,,0,,1,0,1,4,0,1,211,2,7
15026000601119990021,15026000601119990021.02,2o21,1198.3599853515625,2,43,1,2,17.5,1,1,,0,,3,1,1,,0,,,0,,,0,,,0,,10,1,0,,0,,,0,,,0,,,0,,6,0,1,211,2,3
15026000601119990031,15026000601119990031.02,2o21,1797.5400390625,2,60,1,2,4,0,1,,0,,,0,,,0,,,0,,,0,,,0,,7,1,0,7,1,1,,0,,3,1,1,,0,,6,0,1,211,2,3
15026000601119990041,15026000601119990041.01,2o21,599.1799926757812,2,37,1,1,8,1,1,3,1,1,1,0,1,1,0,0,,0,,3,1,0,3,1,0,1,0,0,7,1,1,3,1,0,1,0,1,,0,,13,1,1,211,2,7
15026000601119990051,15026000601119990051.01,2o21,1517.6500244140625,1,43,1,1,7,1,1,,0,,4,1,1,1,0,0,3,1,0,,0,,3,1,0,3,1,0,3,0,1,1,0,0,,0,,3,1,1,4,0,1,211,2,6
15026000601119990061,15026000601119990061.03,2o21,3035.2900390625,1,62,1,3,3,0,1,,0,,4,1,1,,0,,1,0,0,,0,,1,0,0,3,1,0,3,0,1,2,0,0,,0,,,0,,6,0,1,211,2,2
15026000601119990071,15026000601119990071.01,2o21,599.1799926757812,2,63,1,1,1,0,1,3,1,1,,0,,,0,,,0,,,0,,,0,,4,1,0,,0,,,0,,,0,,,0,,4,0,1,211,2,2
15026000601119990091,15026000601119990091.02,2o21,1797.5400390625,2,45,1,2,,0,,,0,,,0,,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,,0,,,0,,1,0,1,211,2,2
15026000601119990101,15026000601119990101.01,2o21,595.219970703125,2,76,1,1,6,0,1,6,1,1,1,0,1,1,0,0,,0,,9.5,1,0,3,1,0,11,1,0,7,1,1,7,1,0,,0,,1,0,1,6,0,1,211,2,6
15026000601119990131,15026000601119990131.01,2o21,2961.60009765625,1,31,1,1,8,1,1,3,1,1,3,1,1,3,1,0,2,0,0,4,1,0,2,0,0,10,1,0,7,1,1,1,0,0,,0,,,0,,,0,,211,2,7
15026000601119990141,15026000601119990141.02,2o21,1198.3599853515625,2,64,1,2,3,0,1,,0,,1,0,1,,0,,,0,,1,0,0,,0,,3,1,0,7,1,1,1,0,0,,0,,,0,,8,1,1,211,2,3
15026000601119990151,15026000601119990151.02,2o21,1198.3599853515625,2,43,1,2,9,1,1,3,1,1,3,1,1,1,0,0,1,0,0,,0,,4,1,0,7,1,0,7,1,1,4,1,0,3,1,1,3,1,1,1,0,1,211,2,9
15026001201119990011,15026001201119990011.01,2o21,762.6900024414062,2,52,1,1,6,0,1,7,1,1,,0,,,0,,,0,,1,0,0,7,1,0,16.5,1,0,7,1,1,,0,,,0,,,0,,15,1,1,211,2,5
15026001201119990051,15026001201119990051.02,2o21,3769.7900390625,1,22,1,2,1,0,1,4,1,1,1,0,1,,0,,1,0,0,6,1,0,,0,,10,1,0,3,0,1,3,1,0,3,1,1,3,1,1,6,0,1,211,2,6
15026001201119990061,15026001201119990061.02,2o21,2288.080078125,2,51,1,2,13,1,1,6,1,1,,0,,,0,,,0,,2,0,0,9,1,0,,0,,7,1,1,3,1,0,,0,,,0,,14,1,1,211,2,6
15026001201119990091,15026001201119990091.01,2o21,1263.8399658203125,2,34,1,1,3,0,1,3,1,1,1,0,1,3,1,0,,0,,3,1,0,3,1,0,3,1,0,3,0,1,3,1,0,,0,,3,1,1,6,0,1,211,2,7
