folio_sel,folio,code_upm,ponde_f,sexo,edad,rural,intp,dias1,gpo_diversidad1,recomendable1,dias2,gpo_diversidad2,recomendable2,dias3,gpo_diversidad3,recomendable3,dias4,gpo_diversidad4,recomendable4,dias5,gpo_diversidad5,recomendable5,dias6,gpo_diversidad6,recomendable6,dias7,gpo_diversidad7,recomendable7,dias8,gpo_diversidad8,recomendable8,dias9,gpo_diversidad9,recomendable9,dias10,gpo_diversidad10,recomendable10,dias11,gpo_diversidad11,recomendable11,dias12,gpo_diversidad12,recomendable12,dias13,gpo_diversidad13,recomendable13,est_var,region_h,diversidad
110270045006A9990071,110270045006A9990071.01,2o35,908.3499755859375,2,62,1,1,14,1,1,6,1,1,6,1,1,3,1,0,3,1,0,2,0,0,6,1,0,4,1,0,7,1,1,3,1,0,10,1,1,,0,,26,1,1,212,2,11
110270045006A9990081,110270045006A9990081.02,2o35,4166.68017578125,2,22,1,2,16,1,1,,0,,10,1,1,,0,,1,0,0,3,1,0,,0,,,0,,7,1,1,,0,,14,1,1,,0,,6,0,1,212,2,5
110270045006A9990091,110270045006A9990091.04,2o35,3633.39990234375,2,36,1,4,2,0,1,3,1,1,4,1,1,,0,,,0,,3,1,0,6,1,0,8,1,0,7,1,1,,0,,3,1,1,,0,,7,1,1,212,2,8
110270045006A9990101,110270045006A9990101.01,2o35,2738.219970703125,2,70,1,1,1,0,1,,0,,,0,,,0,,,0,,,0,,1,0,0,4,1,0,7,1,1,,0,,7,1,1,,0,,,0,,212,2,3
110270045006A9990111,110270045006A9990111.03,2o35,4384.72021484375,1,21,1,3,7,1,1,,0,,3,1,1,,0,,3,1,0,1,0,0,11,1,0,,0,,7,1,1,1,0,0,7,1,1,1,0,1,1,0,1,212,2,6
110270045006A9990121,110270045006A9990121.01,2o35,2923.14990234375,1,31,1,1,5,0,1,1,0,1,1,0,1,,0,,1,0,0,,0,,,0,,3,1,0,7,1,1,,0,,3,1,1,1,0,1,3,0,1,212,2,3
110270045006A9990131,110270045006A9990131.02,2o35,1816.699951171875,2,55,1,2,8.5,1,1,,0,,1,0,1,,0,,2,0,0,,0,,1,0,0,2,0,0,7,1,1,1,0,0,,0,,,0,,10.5,1,1,212,2,3
110270152006A9990011,110270152006A9990011.01,2o35,2567.330078125,1,67,1,1,5,0,1,7,1,1,4,1,1,,0,,,0,,,0,,,0,,7,1,0,7,1,1,,0,,3,1,1,7,1,1,7,1,1,212,2,7
110270152006A9990021,110270152006A9990021.01,2o35,3364.969970703125,2,29,1,1,8,1,1,6,1,1,3,1,1,,0,,1,0,0,,0,,,0,,10,1,0,7,1,1,,0,,,0,,1,0,1,13,1,1,212,2,6
110270152006A9990031,110270152006A9990031.02,2o35,4721.419921875,1,29,1,2,,0,,7,1,1,4,1,1,,0,,,0,,1,0,0,1,0,0,7,1,0,,0,,,0,,,0,,7,1,1,15.5,1,1,212,2,5
110270152006A9990041,110270152006A9990041.01,2o35,2934.300048828125,2,57,1,1,5.5,0,1,8,1,1,3,1,1,,0,,1,0,0,,0,,,0,,5.5,1,0,7,1,1,,0,,,0,,,0,,17,1,1,212,2,5
110270152006A9990051,110270152006A9990051.01,2o35,4721.419921875,1,32,1,1,12,1,1,,0,,4,1,1,,0,,,0,,1,0,0,1,0,0,11,1,0,7,1,1,,0,,,0,,1,0,1,1,0,1,212,2,4
110270152006A9990061,110270152006A9990061.01,2o35,4336.25,1,36,1,1,3,0,1,6,1,1,3,1,1,3,1,0,,0,,3,1,0,,0,,10,1,0,7,1,1,,0,,1,0,1,3,1,1,3,0,1,212,2,7
110270152006A9990071,110270152006A9990071.01,2o35,7082.1298828125,1,30,1,1,15.5,1,1,3,1,1,3,1,1,,0,,1,0,0,3,1,0,1,0,0,7,1,0,7,1,1,3,1,0,,0,,,0,,5.5,0,1,212,2,7
110270152006A9990081,110270152006A9990081.01,2o35,4721.419921875,1,31,1,1,7,1,1,3,1,1,1,0,1,,0,,1,0,0,8,1,0,,0,,5,1,0,7,1,1,3,1,0,,0,,1,0,1,8,1,1,212,2,7
110270152006A9990091,110270152006A9990091.01,2o35,2567.330078125,1,86,1,1,1,0,1,1,0,1,5.5,1,1,,0,,1,0,0,3,1,0,1,0,0,4,1,0,7,1,1,6.5,1,0,,0,,,0,,1,0,1,212,2,5
110270152006A9990101,110270152006A9990101.01,2o35,4336.25,1,46,1,1,1,0,1,1,0,1,4,1,1,,0,,1,0,0,1,0,0,1,0,0,10,1,0,7,1,1,,0,,3,1,1,3,1,1,7,1,1,212,2,6
110270152006A9990111,110270152006A9990111.01,2o35,2168.1201171875,1,55,1,1,12,1,1,,0,,3,1,1,,0,,,0,,1,0,0,3,1,0,5.5,1,0,7,1,1,5.5,1,0,,0,,1,0,1,3,0,1,212,2,6
110270152006A9990121,110270152006A9990121.02,2o35,5868.60009765625,2,55,1,2,13,1,1,1,0,1,1,0,1,,0,,,0,,,0,,,0,,,0,,7,1,1,,0,,6,1,1,,0,,14,1,1,212,2,4
110270152006A9990131,110270152006A9990131.01,2o35,3364.969970703125,2,32,1,1,3,0,1,,0,,,0,,,0,,,0,,2,0,0,1,0,0,5.5,1,0,5.5,0,1,3,1,0,,0,,,0,,,0,,212,2,2
110270581006A9990031,110270581006A9990031.01,2o35,49847.78125,1,26,1,1,,0,,3,1,1,5,1,1,,0,,1,0,0,,0,,5.5,1,0,14,1,0,7,1,1,6.5,1,0,,0,,,0,,6,0,1,212,2,6
110270581006A9990041,110270581006A9990041.01,2o35,30520.8203125,1,47,1,1,19,1,1,3,1,1,5,1,1,,0,,1,0,0,7,1,0,1,0,0,7,1,0,7,1,1,,0,,3,1,1,6,1,1,7,1,1,212,2,9
110270581006A9990051,110270581006A9990051.02,2o35,47368.94140625,2,21,1,2,9,1,1,4,1,1,1,0,1,7,1,0,,0,,1,0,0,2,0,0,8,1,0,7,1,1,,0,,7,1,1,7,1,1,8,1,1,212,2,8
110270581006A9990081,110270581006A9990081.02,2o35,20653.1796875,2,40,1,2,3,0,1,,0,,1,0,1,,0,,,0,,,0,,7,1,0,,0,,7,1,1,1,0,0,3,1,1,,0,,3,0,1,212,2,3
110270581006A9990091,110270581006A9990091.02,2o35,20653.1796875,2,44,1,2,3,0,1,,0,,1,0,1,,0,,,0,,1,0,0,,0,,4,1,0,7,1,1,,0,,,0,,,0,,7,1,1,212,2,3
110270581006A9990121,110270581006A9990121.01,2o35,15260.41015625,1,37,1,1,11,1,1,8,1,1,2,0,1,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,3,1,1,5.5,1,1,16,1,1,212,2,7
110270581006A9990131,110270581006A9990131.01,2o35,30520.8203125,1,41,1,1,3,0,1,3,1,1,8,1,1,,0,,2,0,0,5,1,0,1,0,0,7,1,0,7,1,1,,0,,3,1,1,,0,,15,1,1,212,2,7
11030000103700070011,11030000103700070011.02,2o52,13418.58984375,2,22,2,2,12,1,1,,0,,6,1,1,,0,,2,0,0,2,0,0,,0,,7,1,0,7,1,1,10,1,0,,0,,,0,,5,0,1,222,2,5
11030000103700070031,11030000103700070031.01,2o52,6709.2900390625,2,25,2,1,4,0,1,,0,,3,1,1,1,0,0,3,1,0,6,1,0,3,1,0,,0,,7,1,1,,0,,2,0,1,3,1,1,1,0,1,222,2,6
11030000103700070051,11030000103700070051.01,2o52,4503.47998046875,2,47,2,1,7,1,1,7,1,1,3,1,1,3,1,0,3,1,0,1,0,0,3,1,0,16,1,0,7,1,1,,0,,8.5,1,1,,0,,3,0,1,222,2,9
11030000103700070091,11030000103700070091.03,2o52,15643.5703125,2,77,2,3,9,1,1,8.5,1,1,1,0,1,,0,,,0,,4,1,0,,0,,8,1,0,7,1,1,3,1,0,7,1,1,3,1,1,18.5,1,1,222,2,9
11030000103700070111,11030000103700070111.01,2o52,4503.47998046875,2,45,2,1,5,0,1,3,1,1,4,1,1,1,0,0,1,0,0,1,0,0,3,1,0,10.5,1,0,3,0,1,1,0,0,6,1,1,,0,,24,1,1,222,2,6
11030000103700170011,11030000103700170011.02,2o52,7825.06005859375,2,43,2,2,9,1,1,10,1,1,5,1,1,3,1,0,,0,,1,0,0,7,1,0,11,1,0,7,1,1,7,1,0,3,1,1,5.5,1,1,16,1,1,222,2,11
11030000103700170041,11030000103700170041.01,2o52,7825.06005859375,2,60,2,1,,0,,7,1,1,,0,,,0,,,0,,3,1,0,3,1,0,,0,,7,1,1,,0,,,0,,,0,,3,0,1,222,2,4
11030000103700170061,11030000103700170061.01,2o52,3912.530029296875,2,44,2,1,1,0,1,,0,,,0,,,0,,,0,,,0,,,0,,1,0,0,7,1,1,1,0,0,,0,,3,1,1,1,0,1,222,2,2
11030000103700170081,11030000103700170081.02,2o52,7825.06005859375,2,35,2,2,7,1,1,3,1,1,4,1,1,5.5,1,0,,0,,,0,,,0,,,0,,7,1,1,,0,,11,1,1,5.5,1,1,38,1,1,222,2,8
11030000103700170131,11030000103700170131.01,2o52,3912.530029296875,2,37,2,1,19,1,1,3,1,1,5,1,1,,0,,,0,,1,0,0,,0,,3,1,0,7,1,1,,0,,4,1,1,,0,,17,1,1,222,2,7
11030000103700170151,11030000103700170151.01,2o52,17814.029296875,1,22,2,1,10,1,1,4,1,1,8,1,1,8,1,0,1,0,0,1,0,0,6,1,0,15,1,0,7,1,1,3,1,0,,0,,7,1,1,7,1,1,222,2,10
11030000103700270021,11030000103700270021.03,2o52,17938.91015625,2,21,2,3,7,1,1,3,1,1,9,1,1,3,1,0,1,0,0,16,1,0,6,1,0,3,1,0,7,1,1,,0,,6,1,1,3,1,1,,0,,222,2,10
11030000103700270051,11030000103700270051.02,2o52,11959.26953125,2,24,2,2,7,1,1,,0,,5,1,1,,0,,,0,,9,1,0,3,1,0,3,1,0,7,1,1,,0,,7,1,1,7,1,1,6,0,1,222,2,8
11030000103700310041,11030000103700310041.01,2o52,3551.030029296875,1,59,2,1,9,1,1,8,1,1,1,0,1,,0,,,0,,4,1,0,3,1,0,8,1,0,7,1,1,,0,,,0,,7,1,1,1,0,1,222,2,7
11030000103700310071,11030000103700310071.01,2o52,5294.3798828125,1,30,2,1,,0,,,0,,7,1,1,,0,,,0,,3,1,0,,0,,9,1,0,7,1,1,,0,,3,1,1,,0,,9,1,1,222,2,6
11030000103700310101,11030000103700310101.01,2o52,3551.030029296875,1,50,2,1,,0,,7,1,1,,0,,,0,,,0,,1,0,0,3,1,0,10,1,0,1,0,1,,0,,7,1,1,,0,,1,0,1,222,2,4
11030000103700310131,11030000103700310131.01,2o52,2325.6298828125,2,55,2,1,5,0,1,6.5,1,1,2,0,1,,0,,1,0,0,2,0,0,3,1,0,9.5,1,0,7,1,1,,0,,6,1,1,3,1,1,4,0,1,222,2,6
11030000103700310161,11030000103700310161.01,2o52,2692.81005859375,2,67,2,1,2,0,1,,0,,,0,,,0,,,0,,,0,,,0,,1,0,0,7,1,1,1,0,0,,0,,,0,,6,0,1,222,2,1
11030000103700310191,11030000103700310191.01,2o52,5294.3798828125,1,25,2,1,5.5,0,1,1,0,1,8,1,1,1,0,0,1,0,0,27,1,0,3,1,0,7,1,0,1,0,1,,0,,4,1,1,3,1,1,8.5,1,1,222,2,7
11030000103700350041,11030000103700350041.01,2o52,8314.1201171875,2,52,2,1,15.5,1,1,12.5,1,1,4,1,1,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,6,1,1,5.5,1,1,14,1,1,222,2,8
11030000103700350061,11030000103700350061.01,2o52,4157.06005859375,2,39,2,1,13,1,1,10,1,1,1,0,1,,0,,,0,,1,0,0,1,0,0,4,1,0,7,1,1,7,1,0,3,1,1,1,0,1,3,0,1,222,2,6
11030000103700350091,11030000103700350091.02,2o52,8314.1201171875,2,43,2,2,3,0,1,3,1,1,1,0,1,,0,,1,0,0,1,0,0,3,1,0,10,1,0,7,1,1,,0,,,0,,1,0,1,,0,,222,2,4
11030000103700350111,11030000103700350111.01,2o52,4157.06005859375,2,63,2,1,4,0,1,11,1,1,,0,,,0,,,0,,,0,,3,1,0,6,1,0,7,1,1,,0,,4,1,1,3,1,1,4,0,1,222,2,6
11030000103700350141,11030000103700350141.03,2o52,28391.119140625,1,22,2,3,4,0,1,3,1,1,1,0,1,,0,,3,1,0,3,1,0,,0,,3,1,0,7,1,1,,0,,12.5,1,1,3,1,1,7,1,1,222,2,8
11030000103700350161,11030000103700350161.01,2o52,4157.06005859375,2,59,2,1,4,0,1,1,0,1,,0,,,0,,,0,,,0,,,0,,1,0,0,7,1,1,1,0,0,,0,,,0,,5,0,1,222,2,1
11030000103700350191,11030000103700350191.01,2o52,9626.8095703125,2,80,2,1,1,0,1,7,1,1,4,1,1,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,,0,,,0,,8,1,1,222,2,5
11030000103700530011,11030000103700530011.01,2o52,4783.47021484375,2,45,2,1,9,1,1,3,1,1,,0,,,0,,,0,,,0,,,0,,3,1,0,7,1,1,,0,,,0,,3,1,1,3,0,1,222,2,5
11030000103700530041,11030000103700530041.01,2o52,10889.740234375,1,23,2,1,7,1,1,7,1,1,,0,,,0,,1,0,0,14,1,0,,0,,8.5,1,0,5.5,0,1,,0,,,0,,,0,,9,1,1,222,2,5
11030000103700530071,11030000103700530071.01,2o52,4783.47021484375,2,56,2,1,7,1,1,7,1,1,,0,,,0,,,0,,,0,,3,1,0,9,1,0,7,1,1,,0,,8,1,1,3,1,1,8,1,1,222,2,8
11030000103700530131,11030000103700530131.01,2o52,4783.47021484375,2,36,2,1,6,0,1,3,1,1,,0,,,0,,1,0,0,1,0,0,1,0,0,4,1,0,3,0,1,,0,,3,1,1,,0,,8,1,1,222,2,4
11030000103700530161,11030000103700530161.01,2o52,7126.41015625,2,32,2,1,,0,,4,1,1,2,0,1,3,1,0,,0,,6,1,0,4,1,0,1,0,0,1,0,1,,0,,3,1,1,3,1,1,5,0,1,222,2,6
11030000103700530191,11030000103700530191.01,2o52,5538.7099609375,2,65,2,1,3,0,1,7,1,1,11.5,1,1,,0,,,0,,,0,,7,1,0,10,1,0,7,1,1,,0,,6,1,1,,0,,6,0,1,222,2,6
11032004200559990011,11032004200559990011.02,2o04,5038.919921875,2,25,1,2,2,0,1,3,1,1,2,0,1,,0,,,0,,,0,,3,1,0,3,1,0,7,1,1,1,0,0,7,1,1,,0,,1,0,1,211,2,5
11032004200559990021,11032004200559990021.01,2o04,8397.1904296875,1,33,1,1,6,0,1,9,1,1,3,1,1,1,0,0,1,0,0,,0,,1,0,0,7,1,0,7,1,1,,0,,6,1,1,1,0,1,3,0,1,211,2,5
11032004200559990031,11032004200559990031.01,2o04,4356.919921875,1,41,1,1,2,0,1,15,1,1,3,1,1,3,1,0,,0,,4,1,0,7,1,0,3,1,0,7,1,1,,0,,7,1,1,5.5,1,1,1,0,1,211,2,9
11032004200559990041,11032004200559990041.01,2o04,2519.4599609375,2,27,1,1,7,1,1,10,1,1,4,1,1,,0,,,0,,9,1,0,9,1,0,12,1,0,7,1,1,3,1,0,3,1,1,3,1,1,9,1,1,211,2,11
11032004200559990051,11032004200559990051.01,2o04,6535.3798828125,1,54,1,1,7,1,1,3,1,1,2,0,1,3,1,0,1,0,0,4,1,0,3,1,0,15,1,0,7,1,1,6,1,0,5.5,1,1,,0,,3,0,1,211,2,9
11032004200559990061,11032004200559990061.02,2o04,5038.919921875,2,33,1,2,42,1,1,10,1,1,1,0,1,,0,,,0,,3,1,0,1,0,0,1,0,0,7,1,1,1,0,0,3,1,1,3,1,1,40,1,1,211,2,7
11032004200559990091,11032004200559990091.02,2o04,4648.75,2,39,1,2,17,1,1,3,1,1,4,1,1,,0,,,0,,3,1,0,,0,,4,1,0,7,1,1,6,1,0,6,1,1,3,1,1,23,1,1,211,2,10
11032004200559990101,11032004200559990101.01,2o04,2178.4599609375,1,61,1,1,9,1,1,4,1,1,3,1,1,,0,,,0,,,0,,1,0,0,7,1,0,7,1,1,,0,,8.5,1,1,3,1,1,5,0,1,211,2,7
11032004200559990121,11032004200559990121.01,2o04,4356.919921875,1,60,1,1,10,1,1,7,1,1,2,0,1,,0,,,0,,,0,,6,1,0,3,1,0,7,1,1,3,1,0,3,1,1,3,1,1,2,0,1,211,2,8
11032004200559990141,11032004200559990141.02,2o04,3099.169921875,2,38,1,2,29,1,1,6,1,1,3,1,1,,0,,1,0,0,1,0,0,1,0,0,,0,,,0,,,0,,3,1,1,,0,,27.5,1,1,211,2,5
11032004200559990151,11032004200559990151.01,2o04,4356.919921875,1,42,1,1,13,1,1,4,1,1,2,0,1,,0,,,0,,,0,,6,1,0,6,1,0,7,1,1,,0,,3,1,1,,0,,3,0,1,211,2,6
11032007400559990011,11032007400559990011.01,2o04,7487.4501953125,1,38,1,1,4,0,1,7,1,1,1,0,1,,0,,,0,,1,0,0,,0,,,0,,7,1,1,,0,,1,0,1,1,0,1,,0,,211,2,2
11032007400559990021,11032007400559990021.02,2o04,5325.97998046875,2,62,1,2,9,1,1,,0,,7,1,1,3,1,0,4,1,0,1,0,0,3,1,0,4,1,0,7,1,1,,0,,6,1,1,,0,,,0,,211,2,8
11032007400559990041,11032007400559990041.01,2o04,2662.989990234375,2,42,1,1,1,0,1,11,1,1,1,0,1,,0,,1,0,0,,0,,1,0,0,3,1,0,7,1,1,,0,,3,1,1,,0,,10,1,1,211,2,5
11032007400559990051,11032007400559990051.01,2o04,4329.740234375,2,33,1,1,6,0,1,2,0,1,1,0,1,,0,,1,0,0,,0,,,0,,3,1,0,7,1,1,,0,,1,0,1,,0,,3,0,1,211,2,2
11032007400559990091,11032007400559990091.01,2o04,15266.26953125,1,65,1,1,3,0,1,7,1,1,1,0,1,,0,,3,1,0,,0,,10,1,0,8,1,0,7,1,1,5.5,1,0,,0,,7,1,1,7,1,1,211,2,8
11032007400559990111,11032007400559990111.01,2o04,2662.989990234375,2,39,1,1,5,0,1,3,1,1,,0,,,0,,1,0,0,1,0,0,1,0,0,2,0,0,7,1,1,7,1,0,3,1,1,3,1,1,2,0,1,211,2,5
11032007400559990121,11032007400559990121.03,2o04,21646.099609375,1,25,1,3,19,1,1,9.5,1,1,6,1,1,3,1,0,,0,,3,1,0,6,1,0,13.5,1,0,7,1,1,3,1,0,11,1,1,3,1,1,13,1,1,211,2,12
11032007400559990131,11032007400559990131.02,2o04,5325.97998046875,2,37,1,2,24,1,1,,0,,7,1,1,,0,,,0,,4,1,0,,0,,,0,,7,1,1,,0,,10,1,1,,0,,19,1,1,211,2,6
11032007400559990141,11032007400559990141.02,2o04,8659.48046875,2,32,1,2,11.5,1,1,7,1,1,2,0,1,,0,,1,0,0,4,1,0,6,1,0,9,1,0,7,1,1,3,1,0,3,1,1,,0,,7,1,1,211,2,9
11032007400559990151,11032007400559990151.01,2o04,7487.4501953125,1,49,1,1,16,1,1,3,1,1,2,0,1,,0,,,0,,1,0,0,7,1,0,1,0,0,7,1,1,7,1,0,7,1,1,3,1,1,7,1,1,211,2,8
11032032400559990011,11032032400559990011.01,2o04,2705.760009765625,1,24,1,1,28,1,1,,0,,14,1,1,,0,,4,1,0,,0,,7,1,0,13,1,0,7,1,1,7,1,0,3,1,1,7,1,1,6,0,1,211,2,9
11032032400559990021,11032032400559990021.01,2o04,2705.760009765625,1,29,1,1,31,1,1,6,1,1,9,1,1,10,1,0,3,1,0,17,1,0,3,1,0,3,1,0,7,1,1,1,0,0,9,1,1,,0,,16,1,1,211,2,11
11032032400559990031,11032032400559990031.01,2o04,998.6199951171875,2,58,1,1,35.5,1,1,,0,,9,1,1,,0,,4,1,0,10,1,0,10,1,0,7,1,0,7,1,1,3,1,0,20,1,1,3,1,1,20,1,1,211,2,11
11032032400559990041,11032032400559990041.01,2o04,2807.7900390625,1,38,1,1,27,1,1,3,1,1,6,1,1,,0,,,0,,,0,,2,0,0,,0,,7,1,1,3,1,0,3,1,1,3,1,1,20,1,1,211,2,8
11032032400559990061,11032032400559990061.02,2o04,3994.47998046875,2,46,1,2,18.5,1,1,6,1,1,4,1,1,,0,,,0,,1,0,0,,0,,1,0,0,7,1,1,,0,,,0,,,0,,19,1,1,211,2,5
11032032400559990071,11032032400559990071.04,2o04,10823.0498046875,1,20,1,4,9.5,1,1,7,1,1,6,1,1,,0,,,0,,,0,,,0,,6,1,0,7,1,1,3,1,0,7,1,1,3,1,1,10,1,1,211,2,9
11032032400559990081,11032032400559990081.01,2o04,2807.7900390625,1,50,1,1,20,1,1,6,1,1,4,1,1,,0,,1,0,0,8,1,0,3,1,0,13,1,0,,0,,2,0,0,,0,,,0,,25.5,1,1,211,2,7
11032032400559990121,11032032400559990121.01,2o04,2807.7900390625,1,36,1,1,22,1,1,,0,,3,1,1,,0,,1,0,0,,0,,1,0,0,3,1,0,7,1,1,,0,,8.5,1,1,3,1,1,34,1,1,211,2,7
11032032400559990141,11032032400559990141.01,2o04,2807.7900390625,1,40,1,1,7.5,1,1,3,1,1,2,0,1,,0,,,0,,1,0,0,,0,,9,1,0,3,0,1,,0,,,0,,,0,,3,0,1,211,2,3
11032032400559990151,11032032400559990151.01,2o04,5411.52001953125,1,25,1,1,14.5,1,1,3,1,1,2,0,1,3,1,0,2,0,0,1,0,0,1,0,0,3,1,0,7,1,1,,0,,6,1,1,3,1,1,19,1,1,211,2,8
11033012401949990021,11033012401949990021.01,2o02,1239.739990234375,2,39,1,1,12,1,1,10,1,1,4,1,1,,0,,,0,,1,0,0,,0,,10,1,0,7,1,1,,0,,6,1,1,1,0,1,19,1,1,211,2,7
11033012401949990031,11033012401949990031.01,2o02,2842.85009765625,1,68,1,1,5,0,1,8,1,1,3,1,1,,0,,,0,,5.5,1,0,1,0,0,6,1,0,7,1,1,,0,,,0,,1,0,1,19.5,1,1,211,2,6
11033012401949990041,11033012401949990041.01,2o02,3485.739990234375,1,50,1,1,4,0,1,,0,,3,1,1,,0,,,0,,,0,,1,0,0,5.5,1,0,7,1,1,,0,,7,1,1,,0,,1,0,1,211,2,4
11033012401949990051,11033012401949990051.01,2o02,1239.739990234375,2,59,1,1,12,1,1,6,1,1,3,1,1,,0,,,0,,,0,,1,0,0,8,1,0,7,1,1,,0,,,0,,3,1,1,4,0,1,211,2,6
11033012401949990061,11033012401949990061.01,2o02,2015.68994140625,2,26,1,1,3,0,1,10,1,1,,0,,,0,,,0,,3,1,0,,0,,7,1,0,7,1,1,,0,,1,0,1,,0,,1,0,1,211,2,4
11033012401949990071,11033012401949990071.01,2o02,1264.06005859375,2,68,1,1,,0,,7,1,1,,0,,,0,,,0,,,0,,,0,,1,0,0,7,1,1,1,0,0,3,1,1,,0,,7,1,1,211,2,4
11033012401949990081,11033012401949990081.02,2o02,2479.47998046875,2,38,1,2,4,0,1,6,1,1,,0,,,0,,,0,,3,1,0,3,1,0,3,1,0,7,1,1,,0,,1,0,1,,0,,3,0,1,211,2,5
11033012401949990091,11033012401949990091.02,2o02,4031.3798828125,2,30,1,2,6,0,1,10,1,1,1,0,1,,0,,,0,,1,0,0,6,1,0,14,1,0,7,1,1,,0,,3,1,1,3,1,1,17,1,1,211,2,7
11033012401949990101,11033012401949990101.02,2o02,2479.47998046875,2,35,1,2,,0,,15.5,1,1,4,1,1,3,1,0,1,0,0,,0,,4,1,0,13,1,0,3,0,1,,0,,7,1,1,3,1,1,12.5,1,1,211,2,8
11033012401949990111,11033012401949990111.01,2o02,1239.739990234375,2,43,1,1,2,0,1,3,1,1,1,0,1,,0,,,0,,2,0,0,1,0,0,12.5,1,0,7,1,1,1,0,0,3,1,1,,0,,,0,,211,2,4
11033012401949990121,11033012401949990121.01,2o02,6718.14990234375,1,23,1,1,9,1,1,6,1,1,1,0,1,3,1,0,1,0,0,4,1,0,3,1,0,8,1,0,7,1,1,4,1,0,3,1,1,3,1,1,6,0,1,211,2,10
11033012401949990131,11033012401949990131.01,2o02,1264.06005859375,2,75,1,1,3,0,1,7,1,1,,0,,,0,,,0,,,0,,3,1,0,8.5,1,0,7,1,1,1,0,0,1,0,1,,0,,5.5,0,1,211,2,4
11033012401949990141,11033012401949990141.02,2o02,2479.47998046875,2,36,1,2,17.5,1,1,13.5,1,1,,0,,,0,,,0,,,0,,4,1,0,10,1,0,7,1,1,1,0,0,3,1,1,3,1,1,12,1,1,211,2,8
11033012401949990151,11033012401949990151.01,2o02,1239.739990234375,2,36,1,1,7,1,1,6,1,1,1,0,1,3,1,0,1,0,0,5,1,0,5.5,1,0,3,1,0,7,1,1,3,1,0,3,1,1,3,1,1,9,1,1,211,2,11
11033038501949990011,11033038501949990011.01,2o02,2153.89990234375,1,62,1,1,14.5,1,1,5.5,1,1,7,1,1,,0,,,0,,7,1,0,5.5,1,0,14,1,0,7,1,1,3,1,0,7,1,1,3,1,1,8,1,1,211,2,11
11033038501949990021,11033038501949990021.01,2o02,781.0900268554688,2,89,1,1,7,1,1,,0,,6,1,1,,0,,,0,,,0,,,0,,8.5,1,0,7,1,1,7,1,0,3,1,1,,0,,3,0,1,211,2,6
11033038501949990031,11033038501949990031.02,2o02,1532.1199951171875,2,38,1,2,1,0,1,3,1,1,1,0,1,,0,,,0,,,0,,,0,,1,0,0,7,1,1,3,1,0,,0,,,0,,,0,,211,2,3
11033038501949990041,11033038501949990041.01,2o02,1532.1199951171875,2,55,1,1,,0,,10,1,1,,0,,,0,,,0,,,0,,,0,,7,1,0,7,1,1,,0,,,0,,,0,,,0,,211,2,3
11033038501949990051,11033038501949990051.02,2o02,1532.1199951171875,2,35,1,2,4,0,1,,0,,3,1,1,1,0,0,,0,,2,0,0,1,0,0,6,1,0,7,1,1,,0,,3,1,1,3,1,1,4,0,1,211,2,5
11033038501949990071,11033038501949990071.03,2o02,3736.590087890625,2,22,1,3,6,0,1,1,0,1,4,1,1,,0,,1,0,0,6,1,0,1,0,0,6,1,0,7,1,1,,0,,3,1,1,3,1,1,1,0,1,211,2,6
11033038501949990081,11033038501949990081.01,2o02,4151.27001953125,1,28,1,1,9,1,1,3,1,1,4,1,1,,0,,,0,,,0,,3,1,0,10,1,0,7,1,1,,0,,,0,,3,1,1,16,1,1,211,2,8
11033038501949990091,11033038501949990091.03,2o02,3736.590087890625,2,21,1,3,2,0,1,3,1,1,4,1,1,,0,,,0,,,0,,,0,,3,1,0,7,1,1,3,1,0,3,1,1,,0,,6,0,1,211,2,6
11033038501949990101,11033038501949990101.01,2o02,1245.530029296875,2,32,1,1,3,0,1,7,1,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,4,1,1,,0,,3,0,1,211,2,2
11033038501949990111,11033038501949990111.01,2o02,2075.6298828125,1,28,1,1,1,0,1,6,1,1,,0,,,0,,,0,,,0,,2,0,0,8,1,0,7,1,1,1,0,0,3,1,1,,0,,4,0,1,211,2,4
11033038501949990121,11033038501949990121.01,2o02,3513.300048828125,1,76,1,1,1,0,1,3,1,1,6,1,1,,0,,3,1,0,1,0,0,7,1,0,7,1,0,1,0,1,7,1,0,,0,,,0,,3,0,1,211,2,6
11033038501949990141,11033038501949990141.03,2o02,8302.5302734375,1,27,1,3,9,1,1,3,1,1,6,1,1,3,1,0,3,1,0,6,1,0,,0,,6,1,0,3,0,1,,0,,9,1,1,,0,,24,1,1,211,2,9
11033038501949990151,11033038501949990151.02,2o02,1532.1199951171875,2,46,1,2,6,0,1,3,1,1,2,0,1,3,1,0,1,0,0,1,0,0,6,1,0,11,1,0,7,1,1,,0,,6,1,1,,0,,7,1,1,211,2,7
11033078001949990011,11033078001949990011.04,2o02,3560.669921875,2,21,1,4,,0,,7,1,1,5.5,1,1,,0,,,0,,3,1,0,,0,,,0,,7,1,1,,0,,,0,,,0,,1,0,1,211,2,4
11033078001949990021,11033078001949990021.01,2o02,2966.8701171875,1,30,1,1,9,1,1,14,1,1,3,1,1,,0,,1,0,0,4,1,0,4,1,0,10,1,0,7,1,1,1,0,0,,0,,3,1,1,4,0,1,211,2,8
