folio_sel,intp,dias1,gpo_diversidad1,dias2,gpo_diversidad2,dias3,gpo_diversidad3,dias4,gpo_diversidad4,dias5,gpo_diversidad5,dias6,gpo_diversidad6,dias7,gpo_diversidad7,dias8,gpo_diversidad8,dias9,gpo_diversidad9,dias10,gpo_diversidad10,dias11,gpo_diversidad11,dias12,gpo_diversidad12,dias13,gpo_diversidad13,entidad,desc_ent,munici,locali,est_var,region,code_upm,ponde_f,sexo,edad,emb,r_estrato,area,diversidad
10015002803509990141,2,8,1,3,1,1,0,0,0,1,0,6,1,4,1,8.5,1,7,1,5.5,1,6,1,3,1,6,0,10,DURANGO,015,0028,10001,1,1o08,869.72998046875,2,12,4,1,1,9
10032012209159030151,3,0,0,0,0,0,0,3,1,0,0,7,1,0,0,3,1,7,1,0,0,1,0,7,1,1,0,10,DURANGO,032,0122,10001,1,1o91,673.9000244140625,2,17,4,1,1,5
10034016207469990021,3,7,1,7,1,7,1,14,1,0,0,10,1,3,1,13,1,7,1,0,0,10,1,7,1,7,1,10,DURANGO,034,0162,10001,1,1o06,805.969970703125,1,12,,1,1,11
10034016207469990031,3,6,0,10,1,5,1,0,0,1,0,0,0,1,0,3,1,7,1,0,0,1,0,7,1,6,0,10,DURANGO,034,0162,10001,1,1o06,1884.0799560546875,1,16,,1,1,5
10034016207469990041,4,8,1,7,1,2,0,6,1,0,0,6,1,0,0,7,1,7,1,3,1,3,1,0,0,0,0,10,DURANGO,034,0162,10001,1,1o06,1454.18994140625,2,16,4,1,1,8
10034016207469990061,6,7,1,7,1,3,1,0,0,1,0,10,1,0,0,11,1,7,1,1,0,7,1,3,1,19,1,10,DURANGO,034,0162,10001,1,1o06,1191.1700439453125,2,14,4,1,1,9
10034016207469990201,2,1,0,0,0,0,0,0,0,0,0,14,1,2,0,7,1,3,0,0,0,0,0,0,0,0,0,10,DURANGO,034,0162,10001,1,1o06,1454.18994140625,2,17,4,1,1,2
10034016207469990211,3,1,0,7,1,1,0,3,1,0,0,3,1,3,1,8,1,7,1,0,0,6,1,1,0,0,0,10,DURANGO,034,0162,10001,1,1o06,1120.760009765625,1,15,,1,1,7
10034016207469990221,5,1,0,10,1,0,0,0,0,0,0,6.5,1,0,0,3,1,7,1,0,0,4,1,0,0,0,0,10,DURANGO,034,0162,10001,1,1o06,595.5800170898438,2,14,4,1,1,5
10034016207469990241,3,1,0,5.5,1,0,0,3,1,0,0,6,1,3,1,2,0,7,1,4,1,3,1,3,1,0,0,10,DURANGO,034,0162,10001,1,1o06,595.5800170898438,2,12,4,1,1,8
10034016207469990251,4,1,0,1,0,2,0,3,1,1,0,4,1,0,0,4,1,7,1,3,1,6,1,0,0,0,0,10,DURANGO,034,0162,10001,1,1o06,1315.1300048828125,2,15,4,1,1,6
10034016207469990281,5,4,0,4,1,2,0,0,0,0,0,7,1,1,0,10,1,7,1,1,0,0,0,3,1,1,0,10,DURANGO,034,0162,10001,1,1o06,2417.909912109375,1,14,,1,1,5
10034016207469990291,3,5,0,7,1,3,1,0,0,0,0,4,1,3,1,4,1,7,1,0,0,7,1,3,1,0,0,10,DURANGO,034,0162,10001,1,1o06,1454.18994140625,2,16,4,1,1,8
10034016207469990301,3,4,0,6,1,3,1,3,1,1,0,1,0,12.5,1,12.5,1,7,1,1,0,1,0,3,1,6,0,10,DURANGO,034,0162,10001,1,1o06,942.0399780273438,1,18,,1,1,7
10034016207469990311,3,5,0,7,1,1,0,0,0,1,0,0,0,0,0,8,1,7,1,4,1,7,1,7,1,6,0,10,DURANGO,034,0162,10001,1,1o06,805.969970703125,1,14,,1,1,6
10034016207469990321,3,6,0,3,1,1,0,0,0,0,0,3,1,3,1,10,1,7,1,7,1,3,1,7,1,0,0,10,DURANGO,034,0162,10001,1,1o06,1120.760009765625,1,15,,1,1,8
10034016207469990331,4,6,0,14,1,3,1,0,0,1,0,7,1,0,0,14,1,7,1,3,1,8,1,7,1,7,1,10,DURANGO,034,0162,10001,1,1o06,942.0399780273438,1,16,,1,1,9
11007009700719990101,5,0,0,10,1,1,0,3,1,1,0,3,1,8,1,6,1,7,1,0,0,4,1,3,1,10,1,11,GUANAJUATO,007,0097,211,2,2o07,4467.22998046875,1,14,,1,1,9
11007009700719990131,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,5.5,0,11,GUANAJUATO,007,0097,211,2,2o07,5912.9599609375,1,17,,1,1,2
11007009700719990141,4,8,1,0,0,7,1,0,0,1,0,4,1,1,0,10,1,7,1,1,0,3,1,1,0,9,1,11,GUANAJUATO,007,0097,211,2,2o07,8869.4404296875,1,16,,1,1,7
11007009700719990151,3,25.5,1,1,0,4,1,0,0,4,1,7,1,4,1,10,1,7,1,0,0,3,1,0,0,3,0,11,GUANAJUATO,007,0097,211,2,2o07,1489.0799560546875,1,14,,1,1,8
11007013700719990071,4,6,0,0,0,3,1,0,0,3,1,6,1,4,1,10,1,7,1,3,1,0,0,3,1,0,0,11,GUANAJUATO,007,0137,211,2,2o07,5477.509765625,1,18,,1,1,8
11007013700719990091,4,10,1,0,0,1,0,0,0,0,0,17.5,1,0,0,3,1,7,1,5.5,1,3,1,0,0,27,1,11,GUANAJUATO,007,0137,211,2,2o07,5558.919921875,2,14,4,1,1,7
11007013700719990131,4,4,0,3,1,4,1,0,0,1,0,12.5,1,3,1,4,1,7,1,5.5,1,0,0,1,0,2,0,11,GUANAJUATO,007,0137,211,2,2o07,5558.919921875,2,14,4,1,1,7
11007041500719990021,1,11,1,6,1,14,1,1,0,1,0,10,1,7,1,8,1,7,1,0,0,7,1,3,1,24.5,1,11,GUANAJUATO,007,0415,211,2,2o07,2863.030029296875,2,18,4,1,1,10
11007041500719990051,3,7,1,3,1,2,0,1,0,0,0,3,1,11.5,1,10,1,7,1,3,1,8,1,3,1,3,0,11,GUANAJUATO,007,0415,211,2,2o07,4997.6201171875,1,12,,1,1,9
11007041500719990071,2,7,1,6,1,1,0,3,1,0,0,16,1,8,1,10,1,7,1,6,1,3,1,3,1,1,0,11,GUANAJUATO,007,0415,211,2,2o07,2498.81005859375,1,14,,1,1,10
11007041500719990111,2,13,1,3,1,0,0,1,0,6,1,11,1,3,1,10,1,7,1,9,1,0,0,3,1,4,0,11,GUANAJUATO,007,0415,211,2,2o07,2863.030029296875,2,18,4,1,1,9
11007041500719990121,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,1,0,11,GUANAJUATO,007,0415,211,2,2o07,5977.81982421875,2,15,4,1,1,1
11007041500719990141,4,6,0,7,1,0,0,0,0,0,0,0,0,3,1,8.5,1,7,1,0,0,0,0,3,1,7,1,11,GUANAJUATO,007,0415,211,2,2o07,4961.25,1,17,,1,1,6
11009000100610060021,4,17,1,7,1,9,1,0,0,4,1,4,1,1,0,4,1,0,0,3,1,10,1,0,0,23,1,11,GUANAJUATO,009,0001,221,2,2o41,3097.110107421875,1,17,,1,2,9
11009000100610060061,3,6,0,0,0,1,0,0,0,4,1,8.5,1,1,0,10,1,7,1,0,0,4,1,1,0,27.5,1,11,GUANAJUATO,009,0001,221,2,2o41,3097.110107421875,1,18,,1,2,6
11009000100610130081,3,11,1,3,1,7,1,3,1,0,0,3,1,0,0,2,0,5.5,0,3,1,4,1,5.5,1,13,1,11,GUANAJUATO,009,0001,221,2,2o41,11785.41015625,1,13,,1,2,9
11009000100610130411,3,15,1,6,1,0,0,0,0,2,0,12.5,1,3,1,4,1,3,0,0,0,4,1,0,0,1,0,11,GUANAJUATO,009,0001,221,2,2o41,6502.4599609375,2,14,4,1,2,6
11009000100610131061,4,1,0,7,1,1,0,0,0,1,0,3,1,5,1,3,1,7,1,7,1,0,0,0,0,0,0,11,GUANAJUATO,009,0001,221,2,2o41,11785.41015625,1,12,,1,2,6
11009000100610190061,6,3,0,6,1,2,0,0,0,0,0,3,1,0,0,3,1,7,1,0,0,0,0,1,0,2,0,11,GUANAJUATO,009,0001,221,2,2o41,2345.320068359375,1,13,,1,2,4
11009000100610280131,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,8,1,3,0,7,1,0,0,0,0,1,0,11,GUANAJUATO,009,0001,221,2,2o41,3314.489990234375,1,12,,1,2,2
11009000100610280221,3,8,1,1,0,4,1,3,1,0,0,10,1,4,1,10,1,7,1,1,0,0,0,0,0,6,0,11,GUANAJUATO,009,0001,221,2,2o41,13745.2998046875,1,16,,1,2,7
11009000100610280311,7,5,0,0,0,1,0,0,0,0,0,0,0,8,1,3,1,7,1,4,1,3,1,3,1,3,0,11,GUANAJUATO,009,0001,221,2,2o41,9709.5703125,2,18,4,1,2,6
11009000100610280391,3,7,1,8.5,1,0,0,0,0,0,0,3,1,3,1,5.5,1,7,1,1,0,3,1,1,0,6,0,11,GUANAJUATO,009,0001,221,2,2o41,4854.7900390625,2,17,4,1,2,7
11009000100610410031,3,6,0,0,0,2,0,0,0,1,0,8,1,3,1,4,1,7,1,0,0,6,1,1,0,4,0,11,GUANAJUATO,009,0001,221,2,2o41,2493.320068359375,2,12,4,1,2,5
11009000100610610091,3,9.5,1,0,0,6,1,0,0,0,0,6,1,3,1,5.5,1,7,1,0,0,13,1,1,0,4,0,11,GUANAJUATO,009,0001,221,2,2o41,3371.9599609375,1,16,,1,2,7
11009000301279990061,4,9,1,7,1,6,1,1,0,4,1,7,1,3,1,6,1,7,1,3,1,0,0,0,0,16,1,11,GUANAJUATO,009,0003,211,2,2o01,1650.6600341796875,2,18,4,1,1,10
11009000301279990071,4,9,1,0,0,0,0,0,0,1,0,4,1,7,1,6,1,7,1,6,1,0,0,0,0,6,0,11,GUANAJUATO,009,0003,211,2,2o01,1440.6800537109375,1,14,,1,1,6
11009000301279990081,1,1,0,7,1,2,0,0,0,0,0,0,0,1,0,4,1,7,1,0,0,0,0,1,0,0,0,11,GUANAJUATO,009,0003,211,2,2o01,1650.6600341796875,2,18,4,1,1,3
11009000301279990141,3,19,1,7,1,4,1,3,1,0,0,14,1,9.5,1,17,1,7,1,3,1,3,1,7,1,6,0,11,GUANAJUATO,009,0003,211,2,2o01,5720.77001953125,1,17,,1,1,11
11009000301279990151,4,21,1,3,1,4,1,3,1,1,0,0,0,7,1,1,0,7,1,3,1,7,1,0,0,16.5,1,11,GUANAJUATO,009,0003,211,2,2o01,4354.35009765625,2,14,4,1,1,9
11009003301279990101,3,0,0,0,0,0,0,3,1,0,0,0,0,7,1,3,1,7,1,0,0,3,1,0,0,0,0,11,GUANAJUATO,009,0033,211,2,2o01,5179.5498046875,1,17,,1,1,5
11009003301279990131,6,0,0,3,1,4,1,0,0,1,0,1,0,0,0,5.5,1,7,1,0,0,0,0,3,1,0,0,11,GUANAJUATO,009,0033,211,2,2o01,5179.5498046875,1,19,,1,1,5
11009003601279990011,4,1,0,6,1,4,1,0,0,1,0,1,0,3,1,6.5,1,0,0,3,1,3,1,3,1,4,0,11,GUANAJUATO,009,0036,211,2,2o01,3822.43994140625,1,13,,1,1,7
11009003601279990021,3,8,1,0,0,0,0,0,0,0,0,8.5,1,1,0,6,1,7,1,0,0,7,1,0,0,10.5,1,11,GUANAJUATO,009,0036,211,2,2o01,3851.02001953125,2,14,4,1,1,6
11009003601279990031,5,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,7,1,0,0,0,0,0,0,1,0,11,GUANAJUATO,009,0036,211,2,2o01,5776.52978515625,2,14,4,1,1,2
11009003601279990141,3,10,1,0,0,3,1,0,0,3,1,3,1,3,1,3,1,7,1,0,0,7,1,0,0,6,0,11,GUANAJUATO,009,0036,211,2,2o01,2189.7900390625,2,17,4,1,1,8
110110001013A0050341,7,10,1,4,1,6,1,0,0,0,0,7,1,0,0,6,1,3,0,0,0,3,1,1,0,3,0,11,GUANAJUATO,011,0001,222,2,2o53,7515.72021484375,1,13,,2,2,6
110110001013A0110091,3,13,1,13,1,8,1,0,0,1,0,1,0,1,0,4,1,7,1,0,0,6,1,0,0,4,0,11,GUANAJUATO,011,0001,222,2,2o53,2935.919921875,1,12,,2,2,6
110110001013A0110131,1,5,0,4,1,8,1,1,0,1,0,3,1,3,1,7,1,7,1,3,1,8,1,3,1,4,0,11,GUANAJUATO,011,0001,222,2,2o53,5833.85986328125,1,19,,2,2,9
110110001013A0190261,2,1,0,3,1,0,0,0,0,1,0,3,1,0,0,1,0,3,0,1,0,7,1,0,0,4,0,11,GUANAJUATO,011,0001,222,2,2o53,7140.06982421875,2,14,4,2,2,3
110110001013A0190401,5,3,0,3,1,0,0,0,0,1,0,6,1,4,1,10,1,7,1,3,1,3,1,3,1,1,0,11,GUANAJUATO,011,0001,222,2,2o53,4080.64990234375,1,12,,2,2,8
11015000101810370011,2,7,1,0,0,0,0,3,1,1,0,5,1,1,0,10,1,5.5,0,7,1,7,1,0,0,3,0,11,GUANAJUATO,015,0001,223,2,2a73,3891.300048828125,1,17,,3,2,6
11015000101810510061,3,4,0,3,1,4,1,3,1,1,0,0,0,0,0,1,0,7,1,1,0,7,1,0,0,0,0,11,GUANAJUATO,015,0001,223,2,2a73,4369.990234375,1,14,,3,2,5
11015000101810630011,2,7,1,0,0,2,0,0,0,1,0,1,0,0,0,3,1,7,1,3,1,7,1,0,0,0,0,11,GUANAJUATO,015,0001,223,2,2a73,7283.31982421875,1,12,,3,2,5
11015000101810630051,2,13,1,8,1,0,0,0,0,1,0,5,1,3,1,6.5,1,7,1,1,0,3,1,3,1,23,1,11,GUANAJUATO,015,0001,223,2,2a73,42560.3984375,2,14,4,3,2,9
11015000101810740011,2,16,1,1,0,2,0,3,1,1,0,4,1,1,0,13,1,3,0,0,0,3,1,7,1,0,0,11,GUANAJUATO,015,0001,223,2,2a73,6553.35986328125,2,12,4,3,2,6
11017000105950370201,2,3,0,0,0,3,1,4,1,0,0,17,1,0,0,6,1,7,1,1,0,3,1,3,1,2,0,11,GUANAJUATO,017,0001,222,2,2o54,7691.6201171875,2,13,4,2,2,7
11017000105950720131,3,34,1,0,0,6,1,3,1,1,0,16.5,1,5.5,1,2,0,7,1,0,0,10,1,0,0,15.5,1,11,GUANAJUATO,017,0001,222,2,2o54,33110.41015625,1,14,,2,2,8
11017000105950720201,3,3,0,10,1,7,1,0,0,0,0,5,1,3,1,3,1,7,1,2,0,3,1,1,0,5,0,11,GUANAJUATO,017,0001,222,2,2o54,34100.6484375,2,17,4,2,2,7
11017000105950970071,3,9,1,0,0,4,1,0,0,3,1,5,1,4,1,4,1,7,1,7,1,0,0,3,1,1,0,11,GUANAJUATO,017,0001,222,2,2o54,6013.330078125,1,13,,2,2,9
11017000114700080081,2,9,1,0,0,6,1,3,1,2,0,10,1,0,0,13,1,7,1,6.5,1,12.5,1,3,1,3,0,11,GUANAJUATO,017,0001,223,2,2o75,62311.33984375,1,12,,3,2,9
11017000114700090021,3,21,1,5.5,1,4,1,6,1,3,1,8,1,0,0,7,1,7,1,5.5,1,7,1,3,1,17,1,11,GUANAJUATO,017,0001,223,2,2o75,43136.078125,2,18,4,3,2,12
110200001584A0030101,3,6,0,5.5,1,5,1,0,0,1,0,1,0,2,0,14,1,7,1,0,0,5.5,1,0,0,12.5,1,11,GUANAJUATO,020,0001,223,2,2o73,2044.6300048828125,1,12,,3,2,6
110200001584A0050111,3,6,0,6,1,4,1,0,0,2,0,14.5,1,13,1,11,1,7,1,7,1,10,1,1,0,7,1,11,GUANAJUATO,020,0001,223,2,2o73,6573.83984375,1,18,,3,2,9
110200001584A0050181,5,11,1,6,1,11,1,1,0,0,0,3,1,7,1,7,1,7,1,0,0,3,1,3,1,24,1,11,GUANAJUATO,020,0001,223,2,2o73,16219.2900390625,1,15,,3,2,10
110200001584A0070051,5,1,0,0,0,0,0,6,1,1,0,1,0,7,1,8,1,7,1,4,1,1,0,3,1,4,0,11,GUANAJUATO,020,0001,223,2,2o73,6448.02001953125,2,17,4,3,2,6
110200001584A0070411,2,1,0,0,0,0,0,0,0,0,0,4,1,3,1,4,1,7,1,0,0,5.5,1,1,0,0,0,11,GUANAJUATO,020,0001,223,2,2o73,3788.580078125,1,13,,3,2,5
110200001584A0100221,4,6,0,3,1,0,0,0,0,1,0,4,1,6,1,8,1,7,1,1,0,7,1,1,0,0,0,11,GUANAJUATO,020,0001,223,2,2o73,9074.7998046875,1,12,,3,2,6
11020040900889990021,2,4,0,10,1,0,0,0,0,1,0,3,1,0,0,4,1,7,1,0,0,0,0,0,0,1,0,11,GUANAJUATO,020,0409,211,2,2o05,683.1500244140625,2,12,4,1,1,4
11020040900889990061,2,0,0,5.5,1,5,1,0,0,0,0,0,0,0,0,8,1,7,1,0,0,3,1,5.5,1,9,1,11,GUANAJUATO,020,0409,211,2,2o05,1346.2900390625,1,18,,1,1,7
11020040900889990111,2,3,0,3,1,1,0,0,0,0,0,1,0,4,1,8.5,1,7,1,0,0,8,1,3,1,3,0,11,GUANAJUATO,020,0409,211,2,2o05,678.0800170898438,1,12,,1,1,6
11020099200889990021,3,5,0,7,1,1,0,0,0,0,0,0,0,7,1,2,0,7,1,0,0,3,1,0,0,11,1,11,GUANAJUATO,020,0992,211,2,2o05,3798.320068359375,2,14,4,1,1,5
11020099200889990031,3,15,1,6,1,3,1,3,1,1,0,3,1,8,1,5,1,7,1,0,0,11,1,3,1,33.5,1,11,GUANAJUATO,020,0992,211,2,2o05,1885.06005859375,1,14,,1,1,11
11020137800889990031,2,15,1,8,1,2,0,0,0,1,0,5,1,6,1,6,1,5.5,0,3,1,0,0,3,1,2,0,11,GUANAJUATO,020,1378,211,2,2o05,2792.8798828125,2,14,4,1,1,7
11020137800889990091,2,6,0,10,1,6,1,3,1,2,0,0,0,6,1,14,1,0,0,0,0,11.5,1,7,1,15,1,11,GUANAJUATO,020,1378,211,2,2o05,1352,1,15,,1,1,8
11020137800889990111,5,10,1,3,1,1,0,0,0,1,0,14,1,0,0,7,1,7,1,1,0,0,0,7,1,2,0,11,GUANAJUATO,020,1378,211,2,2o05,3723.840087890625,2,12,4,1,1,6
11020137800889990141,3,6,0,0,0,1,0,0,0,0,0,2,0,3,1,4,1,7,1,1,0,0,0,1,0,0,0,11,GUANAJUATO,020,1378,211,2,2o05,930.9600219726562,2,12,4,1,1,3
11023000103230020171,3,16,1,4,1,2,0,1,0,0,0,6,1,8,1,15,1,0,0,6,1,10,1,3,1,4,0,11,GUANAJUATO,023,0001,221,2,2o40,10220.169921875,1,19,,1,2,8
11023000103230020511,2,12,1,0,0,1,0,1,0,2,0,3,1,0,0,7,1,7,1,0,0,1,0,3,1,0,0,11,GUANAJUATO,023,0001,221,2,2o40,10829.169921875,2,18,4,1,2,5
11023000103230170021,3,0,0,3,1,3,1,3,1,6,1,8,1,3,1,10,1,0,0,1,0,3,1,0,0,3,0,11,GUANAJUATO,023,0001,221,2,2o40,8625.830078125,1,12,,1,2,8
110230073015A9990011,2,4,0,3,1,1,0,3,1,0,0,13,1,6,1,6,1,3,0,3,1,0,0,7,1,9,1,11,GUANAJUATO,023,0073,211,2,2o06,1957.6400146484375,2,18,4,1,1,8
110230073015A9990051,3,26,1,17,1,3,1,1,0,0,0,21,1,6,1,14,1,7,1,14,1,0,0,0,0,23,1,11,GUANAJUATO,023,0073,211,2,2o06,1721.3699951171875,2,12,4,1,1,9
110230073015A9990111,3,7,1,3,1,2,0,0,0,1,0,3,1,0,0,8,1,7,1,1,0,3,1,3,1,4,0,11,GUANAJUATO,023,0073,211,2,2o06,1957.6400146484375,2,17,4,1,1,7
110230133015A9990011,2,6,0,7,1,6,1,3,1,0,0,6,1,3,1,6,1,0,0,4,1,0,0,0,0,1,0,11,GUANAJUATO,023,0133,211,2,2o06,1493.72998046875,1,12,,1,1,7
110230133015A9990031,3,8,1,6,1,4,1,0,0,1,0,6,1,10,1,12.5,1,7,1,7,1,0,0,1,0,7,1,11,GUANAJUATO,023,0133,211,2,2o06,6556.5498046875,1,15,,1,1,9
110230133015A9990131,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,7,1,0,0,3,1,0,0,1,0,11,GUANAJUATO,023,0133,211,2,2o06,2987.449951171875,1,13,,1,1,3
11027000104640180061,4,1,0,0,0,5,1,1,0,0,0,1,0,0,0,13,1,1,0,0,0,1,0,0,0,0,0,11,GUANAJUATO,027,0001,223,2,2o74,2727.840087890625,2,16,4,3,2,2
11027000104640450011,4,3,0,0,0,3,1,3,1,5,1,6.5,1,4,1,1,0,7,1,1,0,3,1,0,0,1,0,11,GUANAJUATO,027,0001,223,2,2o74,7775.4599609375,2,13,4,3,2,7
11027000104640450061,5,2,0,3,1,7,1,3,1,3,1,7,1,4,1,12.5,1,3,0,0,0,10,1,1,0,12,1,11,GUANAJUATO,027,0001,223,2,2o74,4734.4599609375,1,18,,3,2,9
11027000104640450111,4,15,1,0,0,4,1,4,1,4,1,11.5,1,3,1,10,1,7,1,3,1,0,0,3,1,6.5,0,11,GUANAJUATO,027,0001,223,2,2o74,9468.9296875,1,16,,3,2,10
11027000104640450131,3,5.5,0,4,1,2,0,0,0,2,0,4,1,8,1,3,1,7,1,3,1,0,0,0,0,1,0,11,GUANAJUATO,027,0001,223,2,2o74,9468.9296875,1,16,,3,2,6
110270045006A9990051,3,9,1,0,0,1,0,3,1,0,0,4,1,1,0,8,1,7,1,0,0,3,1,0,0,0,0,11,GUANAJUATO,027,0045,212,2,2o35,1086.800048828125,2,19,4,2,1,6
110270045006A9990061,4,13,1,3,1,5,1,0,0,4,1,1,0,2,0,15,1,7,1,5.5,1,7,1,0,0,0,0,11,GUANAJUATO,027,0045,212,2,2o35,3534.169921875,1,14,,2,1,8
110270045006A9990081,3,8,1,0,0,5,1,1,0,4,1,3,1,4,1,8,1,7,1,3,1,7,1,0,0,8,1,11,GUANAJUATO,027,0045,212,2,2o35,1057.5799560546875,1,18,,2,1,10
110270045006A9990111,4,0,0,0,0,0,0,0,0,3,1,0,0,2,0,5.5,1,7,1,1,0,1,0,0,0,1,0,11,GUANAJUATO,027,0045,212,2,2o35,1767.0799560546875,1,13,,2,1,3
110270045006A9990131,3,5.5,0,0,0,5,1,0,0,3,1,11,1,0,0,5.5,1,0,0,0,0,7,1,0,0,0,0,11,GUANAJUATO,027,0045,212,2,2o35,1057.5799560546875,1,18,,2,1,5
110270152006A9990021,2,19,1,6,1,1,0,1,0,0,0,13,1,10,1,5.5,1,7,1,8.5,1,7,1,3,1,9,1,11,GUANAJUATO,027,0152,212,2,2o35,1370.0999755859375,2,13,4,2,1,10
110270152006A9990051,3,4,0,3,1,3,1,3,1,4,1,12,1,0,0,11,1,7,1,0,0,3,1,1,0,3,0,11,GUANAJUATO,027,0152,212,2,2o35,2854.159912109375,1,12,,2,1,8
110270152006A9990061,3,9,1,3,1,4,1,2,0,1,0,4,1,1,0,2,0,7,1,1,0,14,1,1,0,5,0,11,GUANAJUATO,027,0152,212,2,2o35,5266.1298828125,2,19,4,2,1,6
110270152006A9990111,2,13.5,1,0,0,5,1,0,0,1,0,1,0,1,0,10,1,5.5,0,5.5,1,3,1,1,0,7,1,11,GUANAJUATO,027,0152,212,2,2o35,1708.18994140625,1,19,,2,1,6
110270152006A9990121,5,9.5,1,4,1,2,0,0,0,0,0,9,1,6,1,7,1,7,1,7,1,1,0,0,0,3,0,11,GUANAJUATO,027,0152,212,2,2o35,1708.18994140625,1,19,,2,1,7
110270581006A9990041,3,9,1,3,1,3,1,3,1,0,0,6,1,8.5,1,10,1,7,1,0,0,7,1,3,1,0,0,11,GUANAJUATO,027,0581,212,2,2o35,20089.130859375,1,12,,2,1,10
110270581006A9990081,3,4,0,5.5,1,3,1,8.5,1,4,1,10,1,6.5,1,8,1,1,0,6.5,1,0,0,1,0,15,1,11,GUANAJUATO,027,0581,212,2,2o35,12023.1298828125,1,17,,2,1,9
110270581006A9990091,3,1,0,1,0,3,1,1,0,2,0,3,1,0,0,8,1,7,1,0,0,0,0,0,0,0,0,11,GUANAJUATO,027,0581,212,2,2o35,29392.98046875,1,15,,2,1,4
110270581006A9990121,2,4,0,3,1,1,0,0,0,0,0,4,1,6,1,3,1,7,1,3,1,8.5,1,3,1,1,0,11,GUANAJUATO,027,0581,212,2,2o35,24046.26953125,1,18,,2,1,8
110270581006A9990131,3,3,0,3,1,1,0,0,0,0,0,8,1,1,0,5.5,1,7,1,1,0,3,1,1,0,6,0,11,GUANAJUATO,027,0581,212,2,2o35,9643.5,2,13,4,2,1,5
11030000103700070011,4,15,1,0,0,4,1,1,0,0,0,1,0,7,1,6,1,7,1,0,0,10,1,0,0,0,0,11,GUANAJUATO,030,0001,222,2,2o52,28111.5,2,17,4,2,2,6
11030000103700070111,2,4,0,3,1,5,1,1,0,1,0,15,1,0,0,7,1,3,0,0,0,6,1,3,1,10,1,11,GUANAJUATO,030,0001,222,2,2o52,7087.830078125,2,15,4,2,2,7
11030000103700170111,4,2,0,6,1,0,0,0,0,1,0,22,1,3,1,8,1,7,1,0,0,0,0,0,0,5,0,11,GUANAJUATO,030,0001,222,2,2o52,12211.330078125,2,17,4,2,2,5
11030000103700350061,3,6,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1,3,0,0,0,6,1,0,0,8.5,1,11,GUANAJUATO,030,0001,222,2,2o52,27648.25,1,15,,2,2,3
11030000103700350141,4,2,0,3,1,3,1,3,1,3,1,0,0,0,0,3,1,7,1,0,0,1,0,0,0,3,0,11,GUANAJUATO,030,0001,222,2,2o52,6487.27001953125,2,19,4,2,2,6
11030000103700350161,2,1,0,3,1,3,1,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,1,0,11,GUANAJUATO,030,0001,222,2,2o52,12516.2900390625,1,17,,2,2,3
11030000103700350191,3,5.5,0,3,1,1,0,6,1,3,1,7,1,0,0,4,1,7,1,0,0,3,1,0,0,2,0,11,GUANAJUATO,030,0001,222,2,2o52,5510.7001953125,2,13,4,2,2,7
11030000103700530011,2,2,0,3,1,1,0,4,1,0,0,7,1,1,0,5.5,1,7,1,0,0,3,1,3,1,0,0,11,GUANAJUATO,030,0001,222,2,2o52,14929.6103515625,2,16,4,2,2,7
11030000103700530041,2,0,0,3,1,0,0,0,0,0,0,3,1,0,0,4,1,7,1,0,0,0,0,6,1,2,0,11,GUANAJUATO,030,0001,222,2,2o52,7464.7998046875,2,19,4,2,2,5
11030000103700530131,2,6,0,3,1,4,1,0,0,1,0,6,1,1,0,2,0,7,1,0,0,7,1,1,0,8,1,11,GUANAJUATO,030,0001,222,2,2o52,6341.080078125,2,12,4,2,2,6
11032004200559990031,3,0,0,0,0,0,0,0,0,0,0,13,1,9,1,8,1,7,1,1,0,7,1,0,0,0,0,11,GUANAJUATO,032,0042,211,2,2o04,4389.6298828125,2,19,4,1,1,5
11032004200559990091,5,10,1,3,1,0,0,0,0,3,1,0,0,0,0,4,1,7,1,3,1,6,1,3,1,10,1,11,GUANAJUATO,032,0042,211,2,2o04,6873.9599609375,2,15,4,1,1,9
11032004200559990121,3,11,1,11,1,4,1,0,0,0,0,1,0,6,1,7,1,7,1,6,1,0,0,3,1,9,1,11,GUANAJUATO,032,0042,211,2,2o04,3803.330078125,1,18,,1,1,9
11032004200559990131,3,17,1,6,1,1,0,0,0,0,0,1,0,5.5,1,1,0,7,1,3,1,6,1,0,0,23.5,1,11,GUANAJUATO,032,0042,211,2,2o04,1929.9300537109375,2,14,,1,1,7
11032004200559990151,4,2,0,5.5,1,1,0,0,0,0,0,0,0,0,0,5.5,1,7,1,4,1,0,0,0,0,4,0,11,GUANAJUATO,032,0042,211,2,2o04,4389.6298828125,2,16,4,1,1,4
11032007400559990011,3,10,1,6,1,3,1,1,0,0,0,4,1,0,0,11,1,7,1,0,0,8,1,1,0,0,0,11,GUANAJUATO,032,0074,211,2,2o04,7875.35009765625,2,15,4,1,1,7
