folio_sel,intp,dias1,gpo_diversidad1,dias2,gpo_diversidad2,dias3,gpo_diversidad3,dias4,gpo_diversidad4,dias5,gpo_diversidad5,dias6,gpo_diversidad6,dias7,gpo_diversidad7,dias8,gpo_diversidad8,dias9,gpo_diversidad9,dias10,gpo_diversidad10,dias11,gpo_diversidad11,dias12,gpo_diversidad12,dias13,gpo_diversidad13,entidad,desc_ent,munici,locali,est_var,region,code_upm,ponde_f,sexo,edad,emb,r_estrato,area,diversidad
25014000107010040141,2,12,1,7,1,4,1,0,0,2,0,7,1,9,1,4,1,7,1,4,1,3,1,0,0,12.5,1,25,SINALOA,014,0001,25002,2,1o79,5038.52001953125,2,17,4,3,2,10
25014000107010070041,3,0,0,0,0,6,1,0,0,3,1,3,1,0,0,2,0,7,1,0,0,3,1,0,0,2,0,25,SINALOA,014,0001,25002,2,1o79,15258.3603515625,2,12,4,3,2,5
25014000107010070071,2,6,0,3,1,3,1,0,0,2,0,1,0,0,0,6,1,7,1,0,0,15,1,3,1,6,0,25,SINALOA,014,0001,25002,2,1o79,7629.18017578125,2,13,4,3,2,6
25014000107010090011,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,0,0,0,0,25,SINALOA,014,0001,25002,2,1o79,9158.8896484375,1,13,,3,2,2
25014000107010120031,3,15,1,6,1,4,1,3,1,0,0,0,0,6,1,3,1,7,1,0,0,6,1,1,0,6,0,25,SINALOA,014,0001,25002,2,1o79,9813.08984375,1,14,,3,2,8
25014000107010180161,3,7,1,3,1,4,1,3,1,3,1,7,1,1,0,13,1,7,1,0,0,3,1,0,0,1,0,25,SINALOA,014,0001,25002,2,1o79,19448.810546875,2,14,4,3,2,9
25015000100600020011,2,0,0,4,1,0,0,3,1,1,0,7,1,0,0,3,1,7,1,0,0,0,0,3,1,24,1,25,SINALOA,015,0001,25002,2,1a79,1821.6500244140625,2,16,4,3,2,7
25015000100600020021,4,5,0,1,0,3,1,0,0,3,1,9,1,4,1,9,1,7,1,4,1,4,1,1,0,7,1,25,SINALOA,015,0001,25002,2,1a79,5384.3798828125,2,13,4,3,2,9
25015000100600260011,1,6,0,0,0,1,0,3,1,2,0,4,1,1,0,0,0,7,1,3,1,1,0,3,1,6,0,25,SINALOA,015,0001,25002,2,1a79,5978.9599609375,1,18,,3,2,5
25015000100600260031,1,4,0,0,0,2,0,3,1,0,0,5,1,0,0,0,0,7,1,0,0,8,1,7,1,0,0,25,SINALOA,015,0001,25002,2,1a79,2498.27001953125,2,19,4,3,2,5
250170344092A9990021,2,0,0,5.5,1,6,1,0,0,0,0,6,1,0,0,8,1,7,1,0,0,0,0,3,1,0,0,25,SINALOA,017,0344,25001,2,1o21,8328.669921875,1,16,,1,1,6
250170344092A9990051,2,6,0,3,1,3,1,3,1,1,0,0,0,0,0,4,1,7,1,3,1,12,1,0,0,10,1,25,SINALOA,017,0344,25001,2,1o21,3317.699951171875,2,14,4,1,1,8
250170344092A9990091,3,5,0,6.5,1,11,1,0,0,2,0,4,1,1,0,8,1,7,1,3,1,6,1,7,1,10,1,25,SINALOA,017,0344,25001,2,1o21,6561.85009765625,2,18,4,1,1,9
250170344092A9990111,5,8.5,1,4,1,11,1,0,0,4,1,12,1,9,1,12.5,1,7,1,0,0,7,1,3,1,12,1,25,SINALOA,017,0344,25001,2,1o21,3280.919921875,2,17,4,1,1,11
250170344092A9990121,3,10,1,8.5,1,5,1,3,1,1,0,11.5,1,1,0,10,1,7,1,3,1,4,1,3,1,6,0,25,SINALOA,017,0344,25001,2,1o21,8183.35986328125,1,15,,1,1,10
26002000118260010011,5,10,1,3,1,1,0,0,0,2,0,13,1,4,1,10,1,7,1,0,0,3,1,3,1,0,0,26,SONORA,002,0001,26002,1,1o42,13248.7099609375,2,13,4,1,2,8
26002000118260010031,5,4,0,9.5,1,0,0,8.5,1,3,1,18.5,1,3,1,21,1,7,1,7,1,4,1,7,1,3,0,26,SONORA,002,0001,26002,1,1o42,19152.9609375,1,13,,1,2,10
26002000118260050071,4,10,1,6,1,1,0,0,0,1,0,8,1,0,0,10,1,7,1,0,0,1,0,7,1,1,0,26,SONORA,002,0001,26002,1,1o42,9317.66015625,1,13,,1,2,6
26002000118260160011,3,7,1,7,1,1,0,0,0,4,1,1,0,1,0,10,1,7,1,1,0,2,0,3,1,3,0,26,SONORA,002,0001,26002,1,1o42,3167.639892578125,1,16,,1,2,6
26002000118260160061,4,4,0,1,0,0,0,0,0,1,0,11,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,26,SONORA,002,0001,26002,1,1o42,1938.8399658203125,2,14,4,1,2,2
26002000118260160071,3,3,0,7,1,1,0,0,0,1,0,6,1,0,0,1,0,7,1,0,0,1,0,3,1,0,0,26,SONORA,002,0001,26002,1,1o42,3834.6201171875,1,15,,1,2,4
26002000118260200021,2,6.5,0,3,1,1,0,1,0,0,0,12.5,1,3,1,10,1,7,1,0,0,0,0,0,0,3,0,26,SONORA,002,0001,26002,1,1o42,2384.02001953125,2,19,4,1,2,5
26002000118260200041,3,4,0,0,0,1,0,1,0,1,0,2,0,0,0,8,1,1,0,0,0,2,0,7,1,1,0,26,SONORA,002,0001,26002,1,1o42,1848.6600341796875,2,13,4,1,2,2
26002000118260200061,2,6,0,3,1,2,0,0,0,1,0,4,1,3,1,3,1,7,1,0,0,9,1,1,0,3,0,26,SONORA,002,0001,26002,1,1o42,4768.0400390625,2,19,4,1,2,6
26002000118260240051,4,3,0,3,1,3,1,0,0,2,0,3,1,0,0,8,1,7,1,0,0,0,0,1,0,3,0,26,SONORA,002,0001,26002,1,1o42,12987.330078125,1,19,,1,2,5
26012000101900100051,3,6,0,7,1,0,0,1,0,0,0,4,1,0,0,11,1,7,1,0,0,1,0,0,0,0,0,26,SONORA,012,0001,26002,1,1o56,5478.89990234375,2,12,4,2,2,4
26012000101900100071,2,3,0,7,1,0,0,0,0,1,0,6.5,1,0,0,7,1,7,1,0,0,4,1,0,0,0,0,26,SONORA,012,0001,26002,1,1o56,3881.080078125,2,15,4,2,2,5
26012000101900310011,4,9,1,6.5,1,10,1,0,0,4,1,9,1,1,0,4,1,7,1,3,1,3,1,3,1,26,1,26,SONORA,012,0001,26002,1,1o56,2747.219970703125,1,12,,2,2,11
26012000101900310061,5,7,1,8.5,1,6,1,3,1,1,0,22,1,0,0,8,1,7,1,0,0,8,1,3,1,3,0,26,SONORA,012,0001,26002,1,1o56,1900.3399658203125,2,14,4,2,2,9
26012000101900410061,6,4,0,10,1,0,0,1,0,1,0,3,1,0,0,7,1,7,1,1,0,3,1,3,1,1,0,26,SONORA,012,0001,26002,1,1o56,1439.280029296875,2,19,4,2,2,6
26012007802189010011,4,8,1,6.5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,26,SONORA,012,0078,26001,1,1o93,1166.56005859375,1,14,,1,1,3
26012007802189010061,4,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,3,0,26,SONORA,012,0078,26001,1,1o93,3191.949951171875,1,15,,1,1,2
26012008602189020031,3,0,0,6,1,0,0,1,0,0,0,3,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,26,SONORA,012,0086,26001,1,1o93,372.54998779296875,1,12,,1,1,3
26012008602189020121,5,7,1,14,1,1,0,1,0,2,0,6,1,1,0,8,1,7,1,1,0,0,0,1,0,8,1,26,SONORA,012,0086,26001,1,1o93,372.54998779296875,1,12,,1,1,6
26012008602189020321,3,4,0,7,1,3,1,3,1,0,0,1,0,0,0,4,1,7,1,0,0,6,1,3,1,3,0,26,SONORA,012,0086,26001,1,1o93,1117.6600341796875,1,14,,1,1,7
26012008602189020351,4,3,0,7,1,1,0,1,0,0,0,4,1,0,0,2,0,7,1,0,0,7,1,1,0,5,0,26,SONORA,012,0086,26001,1,1o93,372.54998779296875,1,12,,1,1,4
26012009002379010021,3,13,1,7,1,4,1,3,1,2,0,3,1,0,0,7,1,7,1,1,0,10,1,0,0,3,0,26,SONORA,012,0090,26001,1,1o95,1675.469970703125,2,12,4,2,1,8
26012009002379010041,2,4,0,4,1,8,1,1,0,2,0,0,0,0,0,11,1,7,1,0,0,12.5,1,7,1,12.5,1,26,SONORA,012,0090,26001,1,1o95,2003.949951171875,1,19,,2,1,7
26012009002379010061,3,17,1,14,1,7,1,3,1,3,1,0,0,5,1,6,1,7,1,0,0,6,1,7,1,3,0,26,SONORA,012,0090,26001,1,1o95,3350.93994140625,2,12,4,2,1,10
26012009002379010071,2,0,0,3,1,0,0,3,1,1,0,10,1,0,0,7,1,7,1,0,0,3,1,0,0,0,0,26,SONORA,012,0090,26001,1,1o95,2373.699951171875,2,15,4,2,1,6
26012009002379010131,3,0,0,0,0,1,0,14,1,3,1,11,1,4,1,15.5,1,7,1,0,0,3,1,7,1,7,1,26,SONORA,012,0090,26001,1,1o95,2125.320068359375,1,12,,2,1,9
26012009002379010201,2,3,0,0,0,0,0,0,0,0,0,3,1,3,1,6.5,1,7,1,0,0,3,1,3,1,18,1,26,SONORA,012,0090,26001,1,1o95,1777.25,2,18,4,2,1,7
26012009002379010351,2,2,0,4,1,0,0,6,1,0,0,1,0,3,1,11,1,7,1,0,0,7,1,3,1,4,0,26,SONORA,012,0090,26001,1,1o95,2125.320068359375,1,14,,2,1,7
26018007218119990031,3,8,1,3,1,5,1,3,1,4,1,10,1,3,1,12.5,1,7,1,0,0,3,1,7,1,4,0,26,SONORA,018,0072,26001,1,1o38,727.719970703125,1,12,,2,1,11
26018007218119990071,3,3,0,3,1,7,1,5.5,1,7,1,10,1,4,1,6,1,7,1,3,1,1,0,7,1,10,1,26,SONORA,018,0072,26001,1,1o38,1217.0699462890625,2,16,4,2,1,11
26018007218119990091,3,15,1,3,1,4,1,3,1,4,1,5,1,3,1,11,1,7,1,1,0,0,0,3,1,0,0,26,SONORA,018,0072,26001,1,1o38,573.6900024414062,2,13,4,2,1,10
26018007218119990121,2,0,0,8,1,0,0,0,0,0,0,4,1,1,0,11,1,7,1,0,0,4,1,3,1,0,0,26,SONORA,018,0072,26001,1,1o38,1217.0699462890625,2,16,4,2,1,6
26018007418119990031,6,16,1,6,1,5,1,3,1,3,1,8.5,1,8,1,12.5,1,7,1,7,1,6,1,7,1,3,0,26,SONORA,018,0074,26001,1,1o38,1748.030029296875,1,14,,2,1,12
26018007418119990041,2,3,0,8,1,0,0,0,0,0,0,0,0,1,0,3,1,7,1,0,0,1,0,7,1,0,0,26,SONORA,018,0074,26001,1,1o38,1748.030029296875,1,12,,2,1,4
26018007418119990101,3,10,1,5.5,1,0,0,3,1,0,0,3,1,6,1,7,1,7,1,0,0,3,1,7,1,11,1,26,SONORA,018,0074,26001,1,1o38,1378.0400390625,2,13,4,2,1,10
26018007418119990121,3,3,0,3,1,4,1,1,0,2,0,7,1,0,0,7,1,7,1,0,0,3,1,1,0,16,1,26,SONORA,018,0074,26001,1,1o38,730.8699951171875,2,18,4,2,1,7
26018007418119990131,3,13.5,1,3,1,2,0,0,0,1,0,5,1,1,0,5,1,7,1,1,0,8.5,1,3,1,3,0,26,SONORA,018,0074,26001,1,1o38,1461.75,2,17,4,2,1,7
26018007418119990181,2,15,1,3,1,0,0,3,1,0,0,4,1,1,0,0,0,7,1,7,1,0,0,0,0,6,0,26,SONORA,018,0074,26001,1,1o38,730.8699951171875,2,19,4,2,1,6
26018031122560060231,4,1,0,6,1,5,1,0,0,3,1,4,1,1,0,9.5,1,7,1,3,1,1,0,0,0,4,0,26,SONORA,018,0311,26002,1,1o82,10873.740234375,2,14,4,3,2,7
26018031122560230031,3,1,0,8.5,1,0,0,1,0,2,0,1,0,0,0,10,1,7,1,0,0,0,0,7,1,4,0,26,SONORA,018,0311,26002,1,1o82,5414.330078125,1,17,,3,2,4
26018031122560230181,3,5,0,3,1,2,0,3,1,3,1,1,0,0,0,10,1,7,1,0,0,5,1,3,1,0,0,26,SONORA,018,0311,26002,1,1o82,6627.9599609375,2,13,4,3,2,7
26018031122560310081,3,14,1,4,1,4,1,3,1,2,0,7,1,1,0,6,1,7,1,3,1,0,0,2,0,16,1,26,SONORA,018,0311,26002,1,1o82,10039.8701171875,2,19,4,3,2,9
26018031122560360141,3,7,1,6,1,9,1,0,0,0,0,3,1,1,0,0,0,7,1,0,0,3,1,3,1,9,1,26,SONORA,018,0311,26002,1,1o82,4613.259765625,1,18,,3,2,8
26025003103819990081,3,11,1,3,1,3,1,1,0,1,0,2,0,2,0,4,1,7,1,0,0,7,1,0,0,0,0,26,SONORA,025,0031,26001,1,1o23,947.8599853515625,2,16,4,1,1,6
26025003103819990121,3,5,0,3,1,1,0,3,1,3,1,15,1,10,1,18.5,1,7,1,0,0,8.5,1,7,1,4,0,26,SONORA,025,0031,26001,1,1o23,1265.969970703125,2,15,4,1,1,9
26030000166430010091,3,4,0,0,0,3,1,5.5,1,1,0,3,1,0,0,9,1,7,1,3,1,3,1,7,1,0,0,26,SONORA,030,0001,26002,1,1o81,18565.75,1,18,,3,2,8
26030000166430110281,4,7,1,3,1,12,1,6,1,4,1,9,1,6,1,12,1,7,1,1,0,2,0,7,1,21,1,26,SONORA,030,0001,26002,1,1o81,14651.83984375,1,14,,3,2,11
26030000166430170341,3,6,0,5.5,1,2,0,6,1,0,0,1,0,0,0,0,0,7,1,0,0,4,1,7,1,31,1,26,SONORA,030,0001,26002,1,1o81,5336.22021484375,2,12,4,3,2,6
26030000166430210201,3,1,0,3,1,2,0,0,0,1,0,9,1,1,0,5,1,7,1,0,0,1,0,1,0,2,0,26,SONORA,030,0001,26002,1,1o81,11699.9697265625,2,16,4,3,2,4
26030000166430210341,2,4,0,4,1,0,0,0,0,0,0,3,1,0,0,11,1,7,1,0,0,1,0,7,1,1,0,26,SONORA,030,0001,26002,1,1o81,4536.2900390625,2,13,4,3,2,5
26030000166430320111,1,4,0,0,0,2,0,0,0,7,1,5,1,0,0,6,1,7,1,0,0,1,0,0,0,0,0,26,SONORA,030,0001,26002,1,1o81,8419.7998046875,2,19,4,3,2,4
26030000177980030061,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7,1,0,0,3,1,7,1,0,0,26,SONORA,030,0001,26002,1,1o57,2213.85009765625,2,13,4,2,2,4
26030000177980030211,3,0,0,8.5,1,5,1,0,0,0,0,3,1,2,0,14,1,7,1,0,0,10,1,5.5,1,26.5,1,26,SONORA,030,0001,26002,1,1o57,5709.93994140625,2,18,4,2,2,8
26030000177980070181,3,1,0,3,1,0,0,3,1,0,0,6,1,1,0,6,1,7,1,0,0,4,1,3,1,4,0,26,SONORA,030,0001,26002,1,1o57,13232.7998046875,2,17,4,2,2,7
26030000177980070271,3,8,1,7,1,3,1,3,1,0,0,6,1,6,1,7,1,7,1,10,1,0,0,7,1,0,0,26,SONORA,030,0001,26002,1,1o57,7417.0400390625,1,13,,2,2,10
26030000177980100011,4,7,1,7,1,0,0,3,1,0,0,2,0,1,0,7,1,7,1,0,0,3,1,5.5,1,0,0,26,SONORA,030,0001,26002,1,1o57,8023.06005859375,1,18,,2,2,7
26030000177980120061,4,1,0,0,0,1,0,0,0,1,0,8.5,1,0,0,8,1,7,1,0,0,7,1,7,1,1,0,26,SONORA,030,0001,26002,1,1o57,11831.9501953125,1,12,,2,2,5
26030000177980120121,3,1,0,3,1,4,1,0,0,0,0,6.5,1,0,0,7,1,7,1,0,0,3,1,7,1,4,0,26,SONORA,030,0001,26002,1,1o57,5277.3701171875,2,16,4,2,2,7
26030000177980120151,4,0,0,8,1,0,0,3,1,1,0,11,1,0,0,8,1,7,1,0,0,0,0,7,1,1,0,26,SONORA,030,0001,26002,1,1o57,5797.66015625,2,15,4,2,2,6
26033000103450160071,3,10,1,7,1,0,0,3,1,0,0,13,1,1,0,6,1,7,1,3,1,0,0,7,1,0,0,26,SONORA,033,0001,26002,1,1a82,3714.679931640625,1,13,,3,2,8
26033000103450210231,4,0,0,5.5,1,9,1,1,0,1,0,1,0,3,1,10,1,7,1,0,0,7,1,1,0,14,1,26,SONORA,033,0001,26002,1,1a82,3735.7900390625,1,18,,3,2,7
26033000103450340301,3,14,1,5.5,1,6,1,3,1,2,0,1,0,3,1,6,1,7,1,0,0,11.5,1,7,1,17,1,26,SONORA,033,0001,26002,1,1a82,3557.590087890625,1,17,,3,2,10
26033002403799010011,3,14,1,6,1,10,1,3,1,4,1,5,1,3,1,5,1,7,1,0,0,6,1,7,1,2,0,26,SONORA,033,0024,26001,1,1o94,60.369998931884766,1,15,,1,1,11
26033002403799010031,2,6.5,0,7,1,0,0,3,1,0,0,14,1,0,0,3,1,7,1,2,0,0,0,7,1,0,0,26,SONORA,033,0024,26001,1,1o94,147.58999633789062,2,16,4,1,1,6
26033002403799010051,4,9,1,3,1,0,0,7,1,2,0,7,1,4,1,13.5,1,7,1,0,0,6,1,7,1,6,0,26,SONORA,033,0024,26001,1,1o94,132.3699951171875,1,13,,1,1,9
26033002403799010061,2,4,0,3,1,0,0,3,1,0,0,1,0,3,1,8,1,7,1,0,0,0,0,0,0,6,0,26,SONORA,033,0024,26001,1,1o94,41.599998474121094,1,17,,1,1,5
26033002403799010101,3,13,1,4,1,2,0,3,1,1,0,5.5,1,3,1,4,1,7,1,7,1,0,0,7,1,18.5,1,26,SONORA,033,0024,26001,1,1o94,60.369998931884766,1,15,,1,1,10
26033005503799020021,2,19.5,1,6,1,8,1,0,0,3,1,9.5,1,1,0,8,1,7,1,3,1,1,0,0,0,4,0,26,SONORA,033,0055,26001,1,1o94,135.4600067138672,1,18,,1,1,8
26033005503799020081,2,7,1,8.5,1,1,0,3,1,0,0,1,0,3,1,5,1,7,1,4,1,0,0,3,1,1,0,26,SONORA,033,0055,26001,1,1o94,113.26000213623047,2,12,4,1,1,8
26033005503799020111,2,8,1,0,0,1,0,4,1,1,0,4,1,0,0,1,0,7,1,0,0,3,1,3,1,3,0,26,SONORA,033,0055,26001,1,1o94,120.13999938964844,2,16,4,1,1,6
26033008303799030061,3,4,0,1,0,1,0,0,0,1,0,0,0,2,0,4,1,7,1,1,0,1,0,1,0,1,0,26,SONORA,033,0083,26001,1,1o94,160.17999267578125,2,16,4,1,1,2
26033008303799030081,5,7,1,7,1,3,1,3,1,1,0,0,0,2,0,7,1,7,1,0,0,4,1,5.5,1,4,0,26,SONORA,033,0083,26001,1,1o94,180.61000061035156,1,17,,1,1,8
26033008303799030101,3,17,1,8,1,2,0,3,1,2,0,0,0,0,0,10,1,7,1,0,0,6,1,3,1,10,1,26,SONORA,033,0083,26001,1,1o94,427.8800048828125,2,15,4,1,1,8
26042011108619990011,3,0,0,7,1,0,0,0,0,0,0,0,0,3,1,3,1,7,1,1,0,0,0,7,1,0,0,26,SONORA,042,0111,26001,1,1o22,208.52999877929688,2,15,4,1,1,5
26042011108619990071,5,9,1,4,1,4,1,0,0,0,0,6,1,0,0,7,1,7,1,0,0,2,0,3,1,1,0,26,SONORA,042,0111,26001,1,1o22,88.0199966430664,1,16,,1,1,7
26042011108619990091,4,10,1,3,1,2,0,0,0,0,0,3,1,1,0,13,1,7,1,0,0,4,1,3,1,0,0,26,SONORA,042,0111,26001,1,1o22,78.05999755859375,2,19,4,1,1,7
26042011108619990101,3,23,1,6,1,3,1,5.5,1,0,0,7,1,4,1,6,1,7,1,0,0,6,1,3,1,13,1,26,SONORA,042,0111,26001,1,1o22,88.0199966430664,1,16,,1,1,11
26042011108619990111,3,4,0,4,1,0,0,1,0,0,0,1,0,0,0,6,1,7,1,0,0,7,1,0,0,0,0,26,SONORA,042,0111,26001,1,1o22,234.19000244140625,2,17,4,1,1,4
26042011108619990131,7,15,1,7,1,6,1,3,1,0,0,9.5,1,3,1,7,1,7,1,0,0,8,1,5.5,1,9,1,26,SONORA,042,0111,26001,1,1o22,147.19000244140625,2,12,4,1,1,11
26042011108619990141,5,3,0,6,1,2,0,0,0,3,1,3,1,0,0,10,1,7,1,0,0,4,1,7,1,0,0,26,SONORA,042,0111,26001,1,1o22,88.0199966430664,1,18,,1,1,7
26042013108619990051,4,10,1,10,1,1,0,0,0,1,0,0,0,0,0,3,1,7,1,0,0,0,0,7,1,22,1,26,SONORA,042,0131,26001,1,1o22,145.42999267578125,1,16,,1,1,6
26042013108619990061,5,7,1,7,1,2,0,0,0,1,0,3,1,1,0,7,1,7,1,0,0,0,0,3,1,9,1,26,SONORA,042,0131,26001,1,1o22,462.7099914550781,1,13,,1,1,7
26042013108619990091,3,14,1,6,1,1,0,3,1,4,1,4,1,1,0,5,1,7,1,0,0,3,1,0,0,15.5,1,26,SONORA,042,0131,26001,1,1o22,128.97999572753906,2,18,4,1,1,9
27002000902889990021,3,12.5,1,3,1,4,1,0,0,1,0,4,1,0,0,3,1,7,1,7,1,0,0,3,1,3,0,27,TABASCO,002,0009,27001,4,4o92,3340.7900390625,1,12,,1,1,8
27002000902889990071,5,0,0,3,1,7.5,1,0,0,5,1,17.5,1,16.5,1,8,1,7,1,0,0,0,0,3,1,3,0,27,TABASCO,002,0009,27001,4,4o92,9646.1103515625,2,19,4,1,1,8
27002000902889990081,5,1,0,3,1,11.5,1,1,0,1,0,4,1,0,0,7,1,3,0,3,1,3,1,0,0,17,1,27,TABASCO,002,0009,27001,4,4o92,10868.73046875,2,14,4,1,1,7
27002006701849990011,2,5,0,6,1,5,1,0,0,1,0,2,0,0,0,9.5,1,7,1,0,0,1,0,0,0,4,0,27,TABASCO,002,0067,27001,4,4o26,7034.7900390625,2,12,4,1,1,4
27002006701849990041,2,12,1,0,0,4,1,3,1,0,0,0,0,1,0,9,1,7,1,0,0,0,0,3,1,0,0,27,TABASCO,002,0067,27001,4,4o26,6486.97998046875,1,12,,1,1,6
27002006701849990071,3,3,0,1,0,4,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,27,TABASCO,002,0067,27001,4,4o26,7034.7900390625,2,14,4,1,1,1
27002009102889990031,4,2,0,1,0,4,1,0,0,6,1,10,1,0,0,3,1,7,1,3,1,3,1,1,0,1,0,27,TABASCO,002,0091,27001,4,4o92,2865.429931640625,1,15,,1,1,7
27002009102889990071,3,0,0,0,0,3,1,0,0,0,0,13,1,1,0,4,1,7,1,5,1,0,0,1,0,4,0,27,TABASCO,002,0091,27001,4,4o92,6971.509765625,2,16,4,1,1,5
27002014202889990071,2,3,0,0,0,1,0,0,0,0,0,6,1,4,1,11,1,3,0,3,1,0,0,0,0,3,0,27,TABASCO,002,0142,27001,4,4o92,1943.4599609375,2,13,4,1,1,4
27002014202889990091,3,10,1,0,0,3,1,0,0,0,0,10,1,1,0,15,1,0,0,0,0,0,0,3,1,4,0,27,TABASCO,002,0142,27001,4,4o92,971.72998046875,2,12,4,1,1,5
27002014202889990111,3,2,0,0,0,2,0,0,0,3,1,0,0,4,1,15,1,3,0,0,0,0,0,0,0,3,0,27,TABASCO,002,0142,27001,4,4o92,1792.1199951171875,1,13,,1,1,3
27004009899999010011,3,12,1,0,0,16,1,0,0,0,0,4,1,6,1,18.5,1,7,1,3,1,3,1,3,1,0,0,27,TABASCO,004,0098,27002,4,4o,4348.169921875,1,19,,1,2,9
27004009899999010021,3,14,1,0,0,3,1,0,0,3,1,0,0,0,0,3,1,7,1,3,1,1,0,1,0,14,1,27,TABASCO,004,0098,27002,4,4o,2464.610107421875,1,14,,1,2,7
27004009899999010031,2,1,0,0,0,3,1,0,0,0,0,0,0,7,1,11,1,7,1,0,0,0,0,3,1,3,0,27,TABASCO,004,0098,27002,4,4o,6129.009765625,2,13,4,1,2,5
27004009899999010061,2,3,0,0,0,5.5,1,0,0,3,1,4,1,0,0,17,1,7,1,1,0,6,1,0,0,12,1,27,TABASCO,004,0098,27002,4,4o,16346.26953125,2,16,4,1,2,7
27004009899999020021,5,7,1,1,0,2,0,0,0,1,0,0,0,0,0,2,0,7,1,0,0,7,1,1,0,5,0,27,TABASCO,004,0098,27002,4,4o,8173.14013671875,2,16,4,1,2,3
27004009899999040061,3,4,0,1,0,3,1,3,1,1,0,9,1,4,1,1,0,7,1,0,0,6,1,3,1,5.5,0,27,TABASCO,004,0098,27002,4,4o,4348.169921875,1,18,,1,2,7
27004009899999050011,3,4,0,6,1,7,1,6,1,1,0,8,1,4,1,7,1,7,1,0,0,0,0,3,1,0,0,27,TABASCO,004,0098,27002,4,4o,4348.169921875,1,17,,1,2,8
27004009899999050061,5,1,0,3,1,0,0,0,0,0,0,3,1,0,0,1,0,7,1,7,1,0,0,1,0,0,0,27,TABASCO,004,0098,27002,4,4o,12258.01953125,2,13,4,1,2,4
27005004202940040531,2,4,0,3,1,3,1,0,0,1,0,2,0,7,1,8.5,1,3,0,0,0,7,1,3,1,0,0,27,TABASCO,005,0042,27002,4,4o97,2333.760009765625,1,12,,1,2,6
27005004202940040921,3,0,0,0,0,0,0,7,1,3,1,5.5,1,8,1,4,1,3,0,7,1,1,0,3,1,0,0,27,TABASCO,005,0042,27002,4,4o97,2333.760009765625,1,12,,1,2,7
27005004202940041311,2,7,1,3,1,10,1,3,1,2,0,5,1,3,1,4,1,1,0,1,0,0,0,0,0,3,0,27,TABASCO,005,0042,27002,4,4o97,8234.6298828125,1,16,,1,2,7
27005004202940150071,5,5.5,0,0,0,3,1,0,0,4,1,0,0,1,0,4,1,7,1,0,0,4,1,3,1,6,0,27,TABASCO,005,0042,27002,4,4o97,18342.009765625,2,12,4,1,2,6
27005004202940150151,4,3,0,3,1,1,0,0,0,7,1,4,1,6,1,7,1,1,0,0,0,6,1,3,1,3,0,27,TABASCO,005,0042,27002,4,4o97,2458.580078125,1,14,,1,2,7
27005004202940150231,3,0,0,0,0,4,1,0,0,0,0,3,1,8,1,12.5,1,7,1,0,0,0,0,1,0,0,0,27,TABASCO,005,0042,27002,4,4o97,8153.1201171875,2,19,4,1,2,5
27005004202940180071,3,4,0,3,1,3,1,0,0,0,0,0,0,1,0,14,1,7,1,3,1,0,0,1,0,4,0,27,TABASCO,005,0042,27002,4,4o97,2511.969970703125,1,14,,1,2,5
27005004202940180281,3,16,1,3,1,4,1,0,0,0,0,1,0,0,0,3,1,7,1,0,0,13,1,1,0,17,1,27,TABASCO,005,0042,27002,4,4o97,8330.1796875,2,17,4,1,2,7
27005004202940180481,4,1,0,0,0,1,0,0,0,1,0,6,1,8,1,12.5,1,7,1,0,0,8,1,5.5,1,3,0,27,TABASCO,005,0042,27002,4,4o97,5962.259765625,1,15,,1,2,6
27005004202940360031,3,9,1,3,1,2,0,3,1,4,1,11,1,7,1,21,1,0,0,0,0,4,1,1,0,3,0,27,TABASCO,005,0042,27002,4,4o97,2341.5,1,13,,1,2,8
27005004202940360131,3,6,0,2,0,3,1,3,1,0,0,0,0,9,1,11.5,1,7,1,3,1,7,1,3,1,4,0,27,TABASCO,005,0042,27002,4,4o97,7764.8798828125,2,17,4,1,2,8
27005004202940580061,4,5,0,0,0,3,1,0,0,0,0,1,0,1,0,14.5,1,7,1,0,0,3,1,1,0,9,1,27,TABASCO,005,0042,27002,4,4o97,11095.990234375,1,16,,1,2,5
27005004202940580121,3,2,0,1,0,6,1,0,0,0,0,6,1,5,1,15.5,1,7,1,1,0,0,0,3,1,4,0,27,TABASCO,005,0042,27002,4,4o97,5548,1,19,,1,2,6
27005004202940670051,4,1,0,0,0,3,1,0,0,2,0,3,1,6,1,19.5,1,3,0,1,0,0,0,3,1,2,0,27,TABASCO,005,0042,27002,4,4o97,9401.5302734375,1,16,,1,2,5
27005004202940670061,4,2,0,3,1,3,1,0,0,6,1,4,1,8.5,1,11,1,1,0,3,1,3,1,1,0,0,0,27,TABASCO,005,0042,27002,4,4o97,5328.93994140625,1,12,,1,2,8
